qid,category,subcategory,level,answer,pred,response
28,Syntax,Embedded Clauses,2,E,E,"'E'에서 '토마토를 다 먹었음'은 명사절로, 서술어 '털어놓지 않았다'의 목적어 역할을 합니다. 다른 보기들은 관형사절, 부사절, 서술절, 주어절 등으로 목적어가 아닙니다.

### ANSWER
E"
29,Pragmatics,Speech Acts,3,C,I,"### ANSWER
I"
30,Pragmatics,Speech Acts,2,J,B,"B는 평서문으로 상대방에게 길이나 방법에 대한 정보를 사실처럼 진술하고 있습니다. 다른 보기들은 명령, 요청, 청유, 의문, 약속 등 다른 화행을 나타냅니다.

### ANSWER
B"
31,Pragmatics,Speech Acts,2,E,E,"E는 만원 열차에서 앞을 막고 선 사람에게 “좀 내립시다”라고 말하는데, 이는 청유형(~ㅂ시다)을 사용하면서 실제 의도는 상대에게 비켜 달라는 요청이나 명령을 전달하는 간접 화행이다. 다른 보기들은 문장 형식과 발화 의도가 대체로 일치한다. 따라서 발화 의도에 맞지 않는 종결표현을 통해 간접적으로 의도를 드러낸 예는 E가 가장 적절하다.

### ANSWER
E"
544,Syntax,Argument Structure & Valency,2,C,C,"C의 “비수기까진”은 ‘아니다’와 함께 쓰여 목적어가 아니라 보어에 해당합니다. ‘아니다’는 목적어를 취하지 않는 서술어이기 때문입니다. 나머지 보기들은 모두 타동사의 목적어로 기능합니다.

### ANSWER
C"
545,Syntax,Agreement,2,F,F,"F는 '-을 것이다'를 사용하여 화자가 ""이 주사위는 평범한 주사위일 것이다""라고 현재의 상황을 추측·짐작하는 평서문입니다. A, C, D, G는 '-겠'이 의지나 필요를 나타내고, E와 H는 의문문이며, I는 '-을 것'이 의지를 나타냅니다. B는 조건에 따른 가능성, J는 일반적 원리에 대한 판단에 가깝습니다. 따라서 상황을 짐작하는 의도를 담은 평서문은 F가 가장 적절합니다.

### ANSWER
F"
546,Syntax,Argument Structure & Valency,2,H,H,"H의 “너만”은 문장에서 주어로 쓰였으며, ‘오면’의 동작 주체를 나타낸다. 나머지 보기들은 모두 목적어가 쓰인 문장이다. 따라서 꺽쇠 안의 단어가 목적어가 아닌 것은 H이다.

### ANSWER
H"
547,Syntax,Agreement,1,E,E,"‘-겠’과 ‘-을 것’은 추측이나 예측을 나타낼 때도 쓰이지만, 화자의 의지나 계획을 나타낼 때도 쓰입니다. 보기 중 E는 “작벌하겠습니다”에서 화자가 거짓말투성이인 사람과 관계를 끊겠다는 자신의 계획을 직접 표현하고 있습니다. 나머지 보기들은 대부분 상황에 대한 추측이나 가능성 판단을 나타내고 있습니다. 따라서 화자의 계획을 반영한 것은 E입니다.

### ANSWER
E"
548,Syntax,Argument Structure & Valency,2,G,G,"목적어는 동작의 대상이 되는 말로, 대개 ‘을/를’이 붙거나 생략될 수 있습니다. A~E, H, I는 각각 동작의 대상이므로 목적어에 해당합니다. F와 J도 ‘부터’, ‘이라도’ 같은 보조사가 붙었지만 동작의 대상인 목적어로 볼 수 있습니다. 그러나 G의 ‘사람도’는 ‘있다’의 주어로, 존재의 주체를 나타내므로 목적어가 아닙니다.

### ANSWER
G"
549,Syntax,Argument Structure & Valency,2,H,H,"H 문장에서 ""습관은""은 서술어 ""무서운 거야""의 주어로 쓰였고, 목적어가 아닙니다. 나머지 문장들은 모두 꺽쇠 안의 말이 타동사의 목적어로 기능합니다.

### ANSWER
H"
550,Syntax,Argument Structure & Valency,3,A,A,"'물꼬가 되었다'에서 '물꼬가'는 주어가 아니라 '되다'의 보어입니다. 주어는 '영미의 오 점 슛이'입니다. 나머지 보기들은 꺽쇠 안의 말이 모두 주어로 쓰였습니다. 따라서 주어가 아닌 것은 A입니다.

### ANSWER
A"
551,Syntax,Agreement,1,E,E,"E의 '-겠다'는 화자가 앞으로 있을 일을 반드시 이루겠다는 강한 의지를 나타내는 선어말어미이다. 특히 '하고 말겠다'에서 '-겠-'은 아직 일어나지 않은 일을 완성시키고자 하는 화자의 의도를 직접 드러낸다. 다른 보기들은 대부분 추측, 가능성, 상대방의 의향 묻기 등을 나타내므로 의도 표현으로 보기 어렵다.

### ANSWER
E"
368,Syntax,Argument Structure & Valency,3,J,B,"""단정하다""는 주어(생략됨)와 목적어(""타인의 성격을"")라는 두 필수 논항을 요구하는 두 자리 서술어입니다. 다른 선택지들은 대부분 한 자리 서술어이거나, 세 자리 서술어입니다. 따라서 정답은 B입니다.

### ANSWER
B"
369,Semantics,Inter-sentence Relations,3,C,C,"### ANSWER
C"
370,Semantics,Inter-sentence Relations,1,D,D,"저녁으로 파스타를 만들려 했는데 재료가 없어서 대형마트에 갔다는 흐름이 먼저 이어져야 자연스럽습니다. 그런데 늦은 시간이라 문이 닫혀 있었기 때문에 결국 편의점에서 인스턴트 파스타를 샀다는 결말로 이어집니다. 따라서 2 → 4 → 1 → 3 순서가 가장 자연스럽습니다.

### ANSWER
D"
371,Semantics,Inter-sentence Relations,1,H,H,"지문에서 대부분의 선지들은 수달(구조 대상)을 가리키지만, ‘구조자’는 수달의 몸에서 물기를 닦아주는 사람, 즉 구조를 수행하는 인간을 가리킨다. 따라서 나머지 선지들과 지시 대상이 가장 다르다.

### ANSWER
H"
372,Semantics,Inter-sentence Relations,1,F,F,"기기 자체의 사양과 비교하여 지나치게 높다는 지적이 나오는 것은 일반적으로 ‘가격’이며, 초기 물량이 제한된 상황에서 사전 예약자가 아니면 ‘구매’가 어렵다는 문맥이 자연스럽다. 따라서 두 빈칸에 모두 들어가기에 가장 적절한 것은 ‘제품 출시 가격이, 구매가’이다.

### ANSWER
F"
373,Semantics,Conjunctions,3,A,A,"첫 번째 빈칸은 대부분의 액체와 달리 물은 얼면 부피가 증가한다는 대조 관계를 나타내야 하므로 ‘반면’이 적절합니다. 두 번째 빈칸은 물이 얼 때 부피가 증가하는 현상 때문에 수도관이 동파되거나 물병이 깨진다는 결과를 이끌어야 하므로 ‘그래서’가 자연스럽습니다. 따라서 두 연결어가 모두 알맞은 것은 A입니다.

### ANSWER
A"
374,Semantics,Inter-sentence Relations,1,G,G,"지문은 회의가 일찍 끝나 평소보다 퇴근이 빨라져서 가능해진 일을 빈칸에 넣는 흐름이다. A부터 F, H, I, J는 모두 일찍 퇴근한 덕분에 할 수 있었던 긍정적이거나 중립적인 활동들이다. 그러나 G는 “좋아하는 프로그램의 생방송을 놓쳤다”는 부정적 결과로, 오히려 일찍 퇴근하면 생방송을 놓칠 가능성이 줄어들기 때문에 문맥상 어울리지 않는다. 따라서 적절하지 않은 것은 G이다.

### ANSWER
G"
375,Syntax,Argument Structure & Valency,2,D,D,"""다운되다""는 주어만 필수적으로 요구하는 한 자리 서술어(자동사)입니다. ""메인 서버가 다운되었다""에서 '익명의 해커에 의해'는 부가어일 뿐 필수 논항이 아닙니다. 나머지 보기들은 모두 목적어를 필요로 하는 두 자리 이상의 서술어입니다.

### ANSWER
D"
280,Phonetics/Phonology,Phonological Constraints,3,H,E,"### ANSWER
E"
281,Phonetics/Phonology,Phonological Constraints,2,D,D,"다쳐[다처]는 ‘다치-’와 ‘-어’가 결합하면서 모음 ‘ㅣ’와 ‘ㅓ’가 만나 ‘ㅕ’로 축약되는 현상으로, 이는 모음과 모음 사이의 배열 제약에 해당합니다. 반면 나머지 예시들은 자음과 자음이 만나 일어나는 된소리되기, 거센소리되기, 자음 동화 등의 음운 현상입니다. 따라서 자음과 자음 사이의 음소 배열 제약에 해당하지 않는 것은 D입니다.

### ANSWER
D"
282,Phonetics/Phonology,Phonological Constraints,3,C,C,"두음법칙은 한자어 단어 첫머리에서 ‘ㄹ’이나 ‘ㄴ’이 특정 모음 앞에서 ‘ㅇ’으로 바뀌는 현상입니다. ‘요리’는 ‘료리’, ‘연습’은 ‘련습’, ‘여행’은 ‘려행’, ‘유행’은 ‘류행’에서 온 말이므로 두음법칙이 적용된 예입니다. 반면 ‘연구’의 ‘연’과 ‘엽서’의 ‘엽’은 원래부터 ‘ㅇ’으로 시작하는 한자음이므로 두음법칙이 적용되지 않았습니다. 따라서 두음법칙이 적용되지 않은 단어는 ‘연구’와 ‘엽서’입니다.

### ANSWER
C"
283,Phonetics/Phonology,Suprasegmental Features,3,A,E,"### ANSWER
E"
284,Semantics,Semantic Compatibility,3,F,F,"문장에서 [사또]는 ‘신기해 했다’의 주어로서 신기함을 느끼는 경험주에 해당한다. 나머지 장소, 도착점, 결과상태, 도구, 영향주, 내용, 자격, 경로 등의 의미역은 [사또]에 해당하지 않는다. 따라서 옳은 설명은 1개이다.

### ANSWER
F"
285,Morphology,POS & Morphemes,3,J,J,"### ANSWER
J"
286,Semantics,Semantic Compatibility,3,E,I,"주어진 문장에서 각 괄호 단어의 의미역을 살펴보면, [명절]은 [차례]를 지내는 시간역일 뿐 동반주역이나 대상역이 아니며, [연휴]는 [명절]의 경험주역이 아니라 ‘활용하다’의 대상이다. [해외]는 ‘떠나’의 출발점이 아니라 방향·도착점에 해당하고, [국내]는 ‘없었다’의 기준치역이 아니라 ‘여행지’를 수식하는 말이다. [고물가]와 [상술]은 원인역으로 나란히 쓰였을 뿐 [고물가]가 [상술]의 결과상태역이 아니며, [내수]는 [국내]의 장소역이 아니다. 따라서 <보기>의 설명 중 옳은 것은 하나도 없다.

### ANSWER
I"
287,Semantics,Semantic Compatibility,3,J,G,"### ANSWER
G"
376,Pragmatics,Discourse Principles,1,H,H,"H는 직접적으로 반대 의견을 말하지 않으면서도, '현명한 결정'이라는 표현을 통해 미술 전공 선택이 현명하지 않다는 점을 우회적으로 암시합니다. 이는 모호하고 중의적인 표현으로 상대방이 스스로 판단하게 만드는 간접 화법입니다. 다른 보기들은 반대 의견을 직접적으로 드러내거나, 주제와 무관한 내용입니다.

### ANSWER
H"
377,Semantics,Conjunctions,1,B,B,"앞 문장에서 궁금증이 많이 해결되었다고 긍정적인 평가를 내렸지만, 이어지는 문장에서는 답변의 마지막 부분에 동의하기 어렵다는 반대 의견을 밝히고 있습니다. 따라서 앞뒤 내용은 대조적인 관계에 있으며, 이를 자연스럽게 연결하는 접속 표현은 ‘다만’입니다. ‘그렇다면’, ‘그러면’, ‘따라서’ 등은 인과나 조건 관계를 나타내므로 문맥에 맞지 않습니다. ‘게다가’나 ‘더욱이’는 첨가 관계를 나타내므로 적절하지 않습니다.

### ANSWER
B"
378,Syntax,Argument Structure & Valency,3,I,G,"### ANSWER
G"
379,Semantics,Conjunctions,1,A,A,"바람이 불어 테이블이 쓰러졌고, 그 결과 테이블 위에 있던 노트북이 바닥에 떨어져 부서졌다는 인과 관계가 자연스럽습니다. 따라서 앞 문장의 결과를 이어 주는 ‘그래서’가 가장 적절합니다. 다른 접속사들은 대조, 선택, 조건 등의 의미를 나타내므로 문맥에 맞지 않습니다.

### ANSWER
A"
380,Semantics,Conjunctions,1,A,A,"첫 문장에서 청소당번이 언니라고 했지만, 막상 집에 가보니 언니는 없고 동생이 청소를 하고 있었으므로 기대와 다른 상황을 나타내는 대조의 연결어가 자연스럽습니다. '그런데'는 앞뒤 내용이 반대되거나 예상과 다를 때 쓰입니다. '그래서'나 '그러므로'는 원인·결과 관계이므로 어울리지 않고, '그리고'는 단순 나열이라 대조 의미를 살리지 못합니다.

### ANSWER
A"
381,Semantics,Numeral Classifiers,1,E,E,"순금 돌반지의 금 함량을 묻는 질문에 자연스러운 단위는 금의 무게를 재는 ‘돈’입니다. 한 돈은 약 3.75g으로, 금반지의 중량을 표현할 때 흔히 쓰입니다. 다른 단위들은 무게 단위로 쓰이지 않거나, 냥처럼 돈보다 큰 단위라 돌반지 한 개의 양으로는 어색합니다. 따라서 가장 적절한 응답은 ‘한 돈 들어갑니다’입니다.

### ANSWER
E"
382,Semantics,Numeral Classifiers,2,B,B,"돌반지는 돌잔치에서 아이에게 선물하는 금반지로, 일반적으로 순금 1돈(약 3.75g)을 기준으로 만들어지는 경우가 가장 흔합니다. 따라서 금의 양을 묻는 질문에 가장 적절한 단위는 '돈'입니다.

### ANSWER
B"
383,Semantics,Numeral Classifiers,2,B,B,"질문은 텃밭에 무엇을 심을지 묻는 것이므로, 심을 식물과 알맞은 단위를 사용한 답변이 자연스럽습니다. '꽃모종'은 '본'이라는 단위로 세는 것이 일반적이므로 B가 가장 적절합니다. 다른 보기들은 식물에 맞지 않는 단위를 사용했거나 질문에 직접적으로 응답하지 않습니다.

### ANSWER
B"
552,Syntax,Argument Structure & Valency,1,E,E,"E 문장에서 “수술”은 동사 “마쳤니”의 목적어이며, 실제 주어는 생략된 “너”입니다. 다른 문장들의 꺽쇠 안 단어는 모두 주어로 쓰였습니다.

### ANSWER
E"
553,Syntax,Argument Structure & Valency,1,I,I,"### ANSWER
I"
554,Syntax,Argument Structure & Valency,3,I,I,"I 문장에서 주어는 ‘화분에 손댄 건’이고, ‘내가’는 ‘아니다’의 보어로 기능합니다. 다른 보기들은 꺽쇠 안의 말이 모두 문장의 주어로 쓰였습니다. 따라서 주어가 아닌 것은 I입니다.

### ANSWER
I"
555,Syntax,Argument Structure & Valency,2,G,G,"G의 문장에서 주어는 생략된 ‘너’이고, ‘귀신’은 ‘본 적 있니’의 목적어입니다. 나머지 보기들은 꺽쇠 안의 단어가 모두 문장의 주어로 쓰였습니다. 따라서 주어가 아닌 것은 G입니다.

### ANSWER
G"
556,Syntax,Agreement,1,J,J,"‘-겠’과 ‘-을 것’은 여러 의미로 쓰이는데, 그중 ‘의지’는 말하는 사람이 자신의 행동을 하겠다고 결심하거나 다짐할 때 나타난다. 대부분의 보기는 상대방이나 다른 사람에 대한 추측, 예측, 짐작을 나타내고 있다. 그러나 J는 “난 이제 세면대에서 얼굴을 씻겠다”에서 화자가 자신이 앞으로 씻겠다는 의지를 직접 표현하고 있다. 따라서 ‘의지’의 의미로 쓰인 것은 J이다.

### ANSWER
J"
557,Syntax,Agreement,2,G,G,"주동 표현은 주어가 스스로 행동하거나 상태를 나타내는 능동적인 표현을 말합니다. 보기 중 G의 “엿보이지 않았다”는 ‘엿보다’에 피동 접미사 ‘-이-’가 결합된 피동 표현입니다. 따라서 주동 표현이 포함되지 않은 것은 G입니다. 나머지 보기들은 모두 주어가 직접 행위를 하는 주동 표현입니다.

### ANSWER
G"
558,Semantics,Semantic Compatibility,1,C,C,"""배를 달래고자 허기를 먹었다""에서 '허기를 먹다'는 비문법적이고 의미적으로 성립하지 않는 표현이다. 허기는 '달래다'나 '채우다'와 어울리지 '먹다'와는 어울리지 않는다. 다른 선지들은 모두 자연스러운 표현이거나 관용적 표현이다. 따라서 가장 어색한 문장은 C이다.

### ANSWER
C"
559,Semantics,Semantic Compatibility,1,E,E,"E 선지는 “하늘엔 주식이 밝게 빛나고 있었다”인데, 하늘에서 빛나는 것은 ‘별’이지 ‘주식’이 아니다. ‘주식’은 증권이나 음식 반찬을 뜻하는 말로, 문맥상 천체와 전혀 어울리지 않는다. 다른 선지들은 모두 자연스러운 일상 표현이거나 문법적으로 타당한 문장이다. 따라서 가장 부적절한 선지는 E이다.

### ANSWER
E"
384,Pragmatics,Discourse Principles,1,D,D,"질문은 지각한 이유를 묻고 있는데, D는 지각 이유를 전혀 설명하지 않고 오히려 선생님의 태도에 대해 반박하며 화제를 다른 곳으로 돌리고 있습니다. 이는 대화의 관련성 원리를 의도적으로 위반한 경우입니다. 나머지 보기들은 모두 지각에 대한 변명이나 이유를 제시하고 있습니다.

### ANSWER
D"
385,Semantics,Conjunctions,1,B,B,"이 문장은 앞에서 한 원두의 특징(신맛, 과일 향)을 말하고, 뒤에서 다른 원두의 특징(쓴맛, 견과류 향)을 대조하고 있습니다. 따라서 두 내용을 대조적으로 연결하는 접속사가 필요합니다. '반면'은 앞의 내용과 뒤의 내용이 대조될 때 사용하므로 가장 적절합니다.

### ANSWER
B"
386,Semantics,Conjunctions,2,A,A,"앞문장에서 수정할 부분을 발견한 상황이 제시되었고, 빈칸 뒤에는 그에 따른 후속 조치가 이어진다. 따라서 인과 관계를 나타내는 연결어가 가장 자연스럽다. '그래서'는 앞 내용의 결과나 이유를 이어 주는 표현으로 문맥에 적합하다.

### ANSWER
A"
387,Semantics,Conjunctions,1,F,F,"앞 문장에서는 일을 끝내고 쉬고 있었다는 상황을, 뒤 문장에서는 끝낸 일에 문제가 생겨 다시 바빠졌다는 반대 상황을 나타낸다. 따라서 앞뒤 내용이 대조되거나 반전되는 관계이므로 ‘그런데’가 가장 적절하다. 다른 접속사들은 원인, 나열, 선택 등의 관계를 나타내어 문맥에 맞지 않는다.

### ANSWER
F"
388,Semantics,Conjunctions,1,F,F,"국어와 영어 영역은 답이 대체로 같았다는 내용과 수학 영역에서는 의견이 많이 갈렸다는 내용이 서로 대조됩니다. 따라서 앞뒤 문장을 반대 관계로 이어 주는 접속사가 필요합니다. '그러나'는 앞 내용과 반대되는 내용을 연결할 때 가장 적절합니다.

### ANSWER
F"
389,Semantics,Numeral Classifiers,3,E,E,"""꽃모종 스무 본""은 모종을 셀 때 쓰는 올바른 단위인 '본'을 사용한 자연스러운 표현입니다. 다른 보기들은 '홉, 푼, 대, 치, 해리, 편, 첩' 등 식물을 세는 데 적절하지 않은 단위를 사용했거나 어색합니다. 따라서 가장 적절한 답변은 E입니다.

### ANSWER
E"
390,Semantics,Conjunctions,1,F,F,"앞 문장에서 청소당번이 언니라고 했지만, 막상 집에 가 보니 언니는 없고 동생만 청소하고 있는 상황이 이어진다. 이는 예상과 다른 상황을 나타내므로 대조나 반전의 연결어가 적절하다. 따라서 빈칸에는 ‘그런데’가 가장 자연스럽다.

### ANSWER
F"
391,Semantics,Numeral Classifiers,1,C,C,"순금 돌반지의 금 함량을 묻는 질문으로, 금의 무게를 나타내는 전통적인 단위인 '돈'을 사용하는 것이 자연스럽습니다. 한 돈은 약 3.75g에 해당하며, 돌반지 한 개의 일반적인 중량으로 잘 알려져 있습니다. 다른 단위들은 금의 무게를 재는 데 쓰이지 않거나 부적절합니다.

### ANSWER
C"
32,Pragmatics,Speech Acts,3,E,E,"E는 청유형인 ‘내립시다’를 사용하여 일행에게 함께 내리자는 제안을 직접 표현한 경우로, 문장 유형과 발화 의도가 일치하므로 간접 화행의 예가 아니다. 나머지 보기들은 평서문이나 의문문 등을 사용하여 요청, 명령, 조언 등의 기능을 간접적으로 수행하고 있다. 따라서 정답은 E이다.

### ANSWER
E"
33,Pragmatics,Speech Acts,1,G,G,"'뒤로 좀 가시면 좋겠는데요.'는 평서문으로 상대방에게 요청을 수행하는 간접 화행입니다. G는 '해 봐라'라는 명령형으로 경고나 위협을 직접 나타내므로, 요청을 다른 문장 유형으로 표현한 예에 해당하지 않습니다. 나머지 보기들은 의문문, 청유문, 평서문 등을 통해 요청을 간접적으로 표현하고 있습니다.

### ANSWER
G"
34,Pragmatics,Speech Acts,2,B,A,"### ANSWER
A"
35,Pragmatics,Speech Acts,3,E,E,"주어진 문장은 겉으로는 질문 형식이지만, 할머니가 가시는데 왜 아무것도 하지 않느냐며 듣는 이를 재촉하는 의도, 즉 명령에 가까운 발화입니다. 따라서 같은 유형은 단순한 질문이나 진술이 아니라 명령의 의도를 담은 예입니다. 보기 중 E는 평서문 형식이지만 '집합하라'는 명령의 의도를 담고 있어 가장 적절합니다.

### ANSWER
E"
36,Syntax,Embedded Clauses,1,B,B,"B문장에서 ‘보조금을 신청하기’는 ‘보조금을 신청하다’라는 절이 명사형 전성어미 ‘-기’로 안긴 문장이며, 주격 조사 ‘가’가 붙어 전체 문장의 주어 역할을 합니다. 다른 보기들은 안긴 문장이 목적어, 부사어, 관형어 등으로 쓰였습니다.

### ANSWER
B"
37,Syntax,Embedded Clauses,2,B,B,"""갑자기 마감 기한이 연장되는 것""은 '-는 것'으로 명사화된 절이며, 문장 전체에서 주어로 쓰여 서술어 '부당하다'를 꾸민다. 다른 보기들은 명사절이 목적어로 쓰이거나, 관형절 또는 단순한 절 구조를 포함한다. 따라서 주어 역할의 명사절을 안은 문장은 B이다.

### ANSWER
B"
38,Syntax,Embedded Clauses,1,I,I,"주어 역할의 명사절은 문장 전체에서 주어 자리에 오는 절을 말합니다. 보기 중에서 ‘-는지’가 붙은 명사절이 주어로 쓰인 문장은 I입니다. I에서 “이 중학생이 테스트를 제시간에 마쳤는지”가 명사절이며, 뒤의 서술어 “의심스럽다”의 주어 역할을 합니다. J도 명사절을 안고 있지만 이는 ‘물어보셨다’의 목적어입니다. 나머지 보기들은 명사절이 주어로 쓰이지 않았습니다.

### ANSWER
I"
39,Syntax,Embedded Clauses,3,E,E,"### ANSWER
E"
192,Syntax,Argument Structure & Valency,3,H,H,"### ANSWER
H"
193,Syntax,Argument Structure & Valency,2,D,D,"비능격동사는 주어가 행위의 주체(행위자)로, 의지적이고 능동적인 동작을 나타내는 자동사입니다. D의 ‘뽐내다’는 주어 ‘농부’가 스스로 행동하는 의지적 동작이므로 전형적인 비능격동사입니다. 나머지 문장들은 주어가 변화나 상태의 대상이 되는 비대격동사(겹치다, 젖다, 보이다, 번지다, 넘치다, 나타나다, 떠 가다, 비치다)입니다. 따라서 정답은 D입니다.

### ANSWER
D"
194,Syntax,Argument Structure & Valency,3,C,D,"### ANSWER
D"
195,Syntax,Argument Structure & Valency,3,B,B,"### ANSWER
B"
196,Syntax,Argument Structure & Valency,3,G,A,"### ANSWER
A"
197,Syntax,Argument Structure & Valency,3,A,G,"### ANSWER
G"
198,Pragmatics,Implicature,3,E,A,"### ANSWER
A"
199,Syntax,Agreement,2,J,G,"<보기>의 ‘것은’은 뒤에 이유나 정체를 설명하는 서술어가 와야 자연스럽다. A~F, H~J는 ‘~때문이었다’, ‘~였다’ 등으로 호응이 잘 되지만, G는 ‘그것만은 진심이었다’가 별도의 주어를 가진 문장처럼 이어져 ‘것은’과 호응이 어긋난다. 따라서 문법적으로 가장 부자연스러운 것은 G이다.

### ANSWER
G"
464,Syntax,Embedded Clauses,2,J,J,"The sentence must contain an embedded clause that modifies a noun, i.e., a 관형사절 ending with an adnominal ending like -ㄴ/은/는/을. In option J, ""아까 녹인"" modifies ""밥"" (rice), functioning as a 관형어. The other options contain noun clauses or adverbial clauses, not adnominal clauses.

### ANSWER
J"
465,Pragmatics,Discourse Principles,2,G,G,"G는 ""오늘 떡국 먹는다""고만 말할 뿐 실제 나이나 나이를 유추할 수 있는 구체적인 정보를 전혀 제공하지 않습니다. 다른 보기들은 성인, 돌, 학년, 출생 연도, 나이 한자어 등으로 나이를 알 수 있게 해 줍니다. 따라서 질문에 충분한 정보를 제공하지 않는 것은 G입니다.

### ANSWER
G"
466,Syntax,Embedded Clauses,2,B,B,"'밤이 새도록'은 '밤이 새-'라는 절이 연결어미 '-도록'과 결합하여 전체 문장에서 시간을 나타내는 부사어 구실을 한다. 다른 보기들은 관형사절이 명사를 꾸미거나, 명사절이 주어나 목적어로 쓰인 경우이다. 따라서 안긴 문장의 역할이 부사어인 것은 B이다.

### ANSWER
B"
467,Pragmatics,Implicature,2,D,D,"D에서 을은 “그럼 나 빼고 나가려고 했어?”라고 되물으며, 갑의 제안을 거절하기보다는 함께 나가는 것을 전제로 한 반응을 보인다. 나머지 보기들은 모두 갑의 요청이나 제안을 간접적으로 거절하는 표현이다. 따라서 정답은 D이다.

### ANSWER
D"
468,Syntax,Embedded Clauses,3,A,C,"### ANSWER
C"
469,Morphology,Verbal Conjugation,3,C,D,"### ANSWER
D"
470,Morphology,Verbal Conjugation,3,C,H,"### ANSWER
H"
471,Syntax,Embedded Clauses,2,D,D,"'도망치다시피'는 '도망치다'에 연결 어미 '-다시피'가 결합하여 뒤의 동작 '뛰어나갔다'를 수식하는 부사절 역할을 합니다. 다른 보기들은 명사절이 주어나 목적어로 쓰이거나, 관형절이 명사를 수식하는 경우입니다. 따라서 안긴 문장의 역할이 부사어인 것은 D입니다.

### ANSWER
D"
640,Syntax,Agreement,2,A,A,"'별로'는 부정적인 서술어와 함께 쓰여야 하는 부사인데, 이 문장에서는 긍정적인 '따라야 한다'와 결합하여 호응이 어긋났다. 따라서 A의 설명이 문장성분의 호응이 바르지 않은 예시를 정확히 설명하고 있다. 다른 보기들은 설명이 틀렸거나 문장 자체에 다른 오류가 있다.

### ANSWER
A"
641,Syntax,Agreement,3,D,J,"J 문장은 '물을 주다'가 필요로 하는 목적어 '물을'과 부사어 '꽃에게'가 모두 호응하며, 수식어도 자연스럽게 연결됩니다. 다른 보기들은 '왜냐하면-때문이다', '설령-더라도', '결코-부정', '여간-아니다' 등의 필수 호응 관계가 어긋나거나 필요한 성분이 빠져 있습니다.

### ANSWER
J"
642,Semantics,Ambiguity,3,G,G,"“저 배 좀 봐”에서 ‘배’는 배(과일), 배(배), 배(신체 부위) 등으로 해석될 수 있습니다. ‘아름다운’이라는 수식어를 붙여도 “아름다운 배”는 아름다운 과일, 아름다운 배(선박), 아름다운 배(신체) 모두로 해석될 수 있어 중의성이 해소되지 않습니다. 따라서 G의 설명은 적절하지 않습니다. 다른 보기들은 중의성의 발생과 해소에 대해 대체로 타당하게 설명하고 있습니다.

### ANSWER
G"
643,Phonetics/Phonology,Phonological Alternation,3,F,F,"### ANSWER
F"
644,Phonetics/Phonology,Phonological Alternation,2,J,J,"### ANSWER
J"
645,Phonetics/Phonology,Phonological Alternation,2,E,E,"### ANSWER
E"
646,Syntax,Ellipsis,3,D,C,"### ANSWER
C"
647,Syntax,Argument Structure & Valency,2,G,G,"<보기>는 서술어의 자릿수가 사용례에 따라 달라질 수 있음을 설명한다. 대부분의 제시어들은 여러 의미나 용법으로 쓰이며 자릿수가 변할 수 있다. 예를 들어 ‘쓰다’는 ‘글을 쓰다’에서는 두 자리, ‘맛이 쓰다’에서는 한 자리로 쓰인다. 그러나 ‘거절하다’는 ‘제안을 거절하다’처럼 주어와 목적어를 요구하는 타동사로만 쓰여 자릿수가 고정적이다. 따라서 보기에 해당되지 않는 것은 ‘거절하다’이다.

### ANSWER
G"
112,Pragmatics,Deixis & Reference,3,D,A,"그거[2]는 을이 추천한 에스프레소 메뉴 중 특히 유명하다는 음료를 가리키며, 갑이 저 사람이 먹고 있는 작은 음료를 보고 한 말입니다. 이후 갑이 “그거[3] 괜찮네”라고 할 때도 같은 음료를 두고 말한 것으로 보는 것이 자연스럽습니다. 따라서 그거[2]와 그거[3]는 같은 대상을 가리킵니다. 다른 표현들은 서로 다른 대상을 가리키므로 정답은 A입니다.

### ANSWER
A"
113,Pragmatics,Deixis & Reference,3,I,D,"### ANSWER
D"
114,Pragmatics,Deixis & Reference,3,I,,을이 “내 취향은 저거야”라고 한 ‘저거’와 갑이 “그럼 그것까지 읽어 볼게”
115,Phonetics/Phonology,Phonological Alternation,2,J,J,"### ANSWER
J"
116,Pragmatics,Deixis & Reference,3,D,D,"### ANSWER
D"
117,Phonetics/Phonology,Phonological Alternation,3,A,B,"### ANSWER
B"
118,Phonetics/Phonology,Phonological Constraints,3,G,G,"<보기>는 두음법칙으로, 어두의 ‘ㄹ’이나 ‘ㄴ’이 특정 모음 앞에서 ‘ㅇ’이나 ‘ㄴ’으로 바뀌는 현상이다. ‘육군, 양심, 역사, 약탈, 여자, 연민, 노인, 유대, 예의’는 모두 한자어에서 어두의 ‘ㄹ’ 또는 ‘ㄴ’이 변형된 예이다. 그러나 ‘연지’의 ‘연’은 본래 ‘ㅇ’으로 시작하는 한자음이므로 두음법칙이 적용된 것이 아니다.

### ANSWER
G"
119,Pragmatics,Social Relationship Marking,2,I,I,"I 대화는 갑이 저녁 식사를 같이 하자고 제안하고, 을이 “우리 언니 생일”이라며 집에서 가족 행사가 있다고 거절하는 내용이다. 이는 서로를 가족으로 여기지 않는 친구나 지인 사이의 대화로 보인다. 다른 보기들은 부모-자식, 형제자매 등 가족 관계를 뚜렷하게 드러낸다. 따라서 가족 관계와 가장 거리가 먼 것은 I이다.

### ANSWER
I"
