qid,category,subcategory,level,answer,pred,response
578,Semantics,Semantic Compatibility,1,G,G,"""퇴근길에 사과 씨앗에 들렀다""는 장소가 아닌 '씨앗'에 들렀다는 표현으로 의미가 성립하지 않아 가장 어색합니다. 다른 문장들은 다소 딱딱하거나 비유적이지만 의미 전달이 가능합니다.

### ANSWER
G"
579,Semantics,Semantic Compatibility,1,A,A,"헬스장은 장소(건물)이므로 스스로 눈 속을 달릴 수 없어 주어와 서술어의 호응이 성립하지 않습니다. C는 '메웠다'의 표기 오류 정도이지만, A는 문장 의미 자체가 성립하지 않아 가장 어색합니다.

### ANSWER
A"
580,Semantics,Semantic Compatibility,2,H,H,"선거용지(투표용지)는 스스로 창문을 두드릴 수 없는 무생물이므로 H는 의미적으로 성립하지 않는 비문에 가깝습니다. 다른 선지들은 은유적이거나 문법적으로 자연스럽게 이해됩니다.

### ANSWER
H"
36,Syntax,Embedded Clauses,1,B,B,"명사절 “보조금을 신청하기”에 주격 조사 ‘가’가 붙어 전체 문장의 주어로 기능한다. 반면 A·J는 서술절, C·D는 목적어, E·G는 부사어, F·H·I는 관형절 역할이다.

### ANSWER
B"
37,Syntax,Embedded Clauses,2,B,B,"B는 '갑자기 마감 기한이 연장되는 것'이라는 명사절이 '부당하다'의 주어로 쓰였습니다. F와 J의 '-는지' 명사절은 목적어 역할이며, A·C는 서술절, D·E·H·I는 관형절을 안은 문장, G는 부사절 성격입니다.

### ANSWER
B"
38,Syntax,Embedded Clauses,1,I,I,"명사절은 '-(으)ㅁ, -기, -는지' 등으로 이루어지며, I의 '이 중학생이 테스트를 제시간에 마쳤는지'에 주격 조사 '가'가 붙어 전체 문장의 주어로 쓰였습니다. F는 명사절이 목적어, J는 명사절이 목적어 역할이며, B·G 등은 서술절을 안은 문장입니다.

### ANSWER
I"
39,Syntax,Embedded Clauses,3,E,E,"선서했다 문장의 ""학생들 앞에서""는 절이 아닌 부사어(부사구)이므로 다른 문장들처럼 관형절·명사절·인용절·서술절·부사절을 안고 있지 않습니다. 나머지는 모두 관형절(A, C, F), 명사절(B, G), 인용절(D), 부사절(I), 서술절(H, J)을 안은 문장입니다.

### ANSWER
E"
203,Syntax,Argument Structure & Valency,2,C,C,"어머니는 '헛살다'라는 행위의 주체(행동주/경험주)로 기능하지만, 나머지 문장들의 주어는 대체로 상태 변화나 현상을 겪는 무정물·대상(테마)에 해당한다. 즉 C만 유정물 행위 주체의 성격을 지닌다.

### ANSWER
C"
204,Syntax,Argument Structure & Valency,2,C,C,"세 자리 서술어(누가 무엇을 어디에)인 '예금하다'는 C에만 나타나며, 나머지는 한 자리(고조되다, 틀어지다, 급변하다 등)나 두 자리(휩싸이다, 부라리다, 투입되다 등) 서술어로 여러 개씩 묶입니다. 따라서 군집 구성원이 1개인 것은 세 자리 서술어 군집인 C입니다.

### ANSWER
C"
205,Phonetics/Phonology,Phonological Alternation,3,B,B,"생산량은 [생산냥]으로 발음되어 유음 'ㄹ'이 비음 'ㄴ'으로 바뀌는 비음화의 예입니다. 반면 신라, 물놀이, 광한루, 칼날, 달나라, 줄넘기, 탄력, 대관령, 난로는 모두 'ㄴ'이 'ㄹ'로 바뀌거나 'ㄹㄹ'로 발음되는 유음화 현상입니다.

### ANSWER
B"
206,Syntax,Argument Structure & Valency,3,J,J,"건지다는 '누가 무엇을'을 요구하는 두 자리 서술어입니다. J의 '함께하다'는 주어와 '~와'라는 부사어를 반드시 필요로 하는 두 자리 서술어로 자릿수가 같습니다. A, I는 세 자리, B·C·D·E·G·H는 한 자리 서술어이며, F는 '~에 ~을'까지 요구하는 세 자리 구성으로 볼 수 있습니다.

### ANSWER
J"
581,Semantics,Semantic Compatibility,1,J,J,"헌법 조항은 무생물·추상적 개념이므로 '아침을 먹었다'와 같은 유정물 서술어와 결합할 수 없어 의미상 성립하지 않습니다. 다른 문장들은 비유적 표현이라도 자연스럽게 해석됩니다.

### ANSWER
J"
582,Semantics,Semantic Compatibility,1,H,H,"H는 ""코코아에서 소파를 마신다""처럼 주어-목적어가 뒤바뀌어 의미가 성립하지 않는 문장이다. 원래는 ""푹신한 소파에서 코코아를 마신다""가 자연스럽다. 나머지는 비유적이거나 일반적인 표현으로 어색함이 없다.

### ANSWER
H"
583,Semantics,Semantic Compatibility,1,G,G,"고정 금리는 드론을 조종할 수 없는 무생물·금융 개념이므로, 주어와 서술어의 의미 결합이 성립하지 않습니다. 나머지 문장들은 비유적이거나 일반적인 표현으로 자연스럽게 이해됩니다.

### ANSWER
G"
584,Semantics,Semantic Compatibility,1,B,B,"고기는 요리의 대상이지 요리하는 주체가 될 수 없으므로, ""고기가 저녁 만찬을 요리했다""는 주어와 서술어의 호응이 성립하지 않는 비문입니다. 다른 문장들은 표기상 사소한 오류가 있을 수 있으나 의미 구조상 자연스럽습니다.

### ANSWER
B"
40,Syntax,Embedded Clauses,2,B,B,"B는 호격어와 단순한 주어-서술어 구성만 있어 절이 안겨 있지 않다. 반면 A·F·I는 관형절, C·D는 명사절, E는 인용절, G·H는 서술절, J는 부사절을 안고 있다.

### ANSWER
B"
41,Syntax,Embedded Clauses,3,H,H,"H는 ""엄마는 제주도에서 생각에 잠기곤 한다""로, '잠기곤 한다'는 본용언+보조용언 구성이며 안긴절이 없는 홑문장입니다. 나머지는 관형절(A, G, J), 명사절(B, D), 서술절(C), 부사절(E), 인용절(F, I)을 안고 있습니다.

### ANSWER
H"
42,Syntax,Embedded Clauses,3,D,D,"-려고'는 종속적 연결어미로, D는 두 절이 이어진 문장(종속적으로 이어진 문장)이다. 나머지는 관형절(A, F, I), 서술절(B, C), 인용절(E), 명사절(G, J), 부사절(H)을 안은 문장이다.

### ANSWER
D"
43,Syntax,Embedded Clauses,3,G,G,"""사람 보는""이라는 관형절과 ""안목이 대단하시다""라는 서술절이 안겨 있어 전체가 안은 문장 구조를 이룹니다. 다른 문장들은 홑문장이거나 대등·종속적으로 이어진 문장입니다.

### ANSWER
G"
398,Semantics,Ambiguity,3,F,G,"""모든 승객이 그 방송을 듣지 않았다.""는 부정의 범위에 따라 '아무도 듣지 않았다'와 '전부가 듣지는 않았다(일부만 들었다)'로 해석될 수 있어 중의적이다. 실제로 A와 D가 그 두 해석을 각각 제시하고 있으므로, G의 ""중의적이지 않아""는 진술은 모순되며 부적절하다. 나머지 선지들은 수식 범위나 '씩'의 유무에 따른 중의성 판단으로 타당하다.

### ANSWER
G"
399,Semantics,Ambiguity,3,G,G,"""나는 너보다 영화를 좋아한다""는 '네가 좋아하는 정도보다 내가 더 좋아한다'와 '내가 너를 좋아하는 것보다 영화를 더 좋아한다'의 두 해석이 가능한 전형적인 비교 구문 중의성 문장이다. 따라서 중의적이지 않다고 한 설명이 가장 부적절하다.

### ANSWER
G"
400,Semantics,Ambiguity,3,F,F,"F는 ""달리면서""가 서술어 ""보았다"" 바로 앞에 놓여 주어인 '나'의 동작으로만 해석되고, ""노래하는 사람""은 이미 목적어로 분리되어 있어 수식 관계가 하나로 고정된다. 반면 D, G, H, J는 '달리는' 주체가 나인지 그 사람인지 모호하고, A·B·C·E·I는 '~고 있다'의 진행/상태(완료) 중의성이 있다.

### ANSWER
F"
401,Semantics,Ambiguity,2,D,D,"""두 사람이 각자 … 두 장씩""에서 '각자'가 주체의 분배 해석을 확정하고, '두 장씩'이 만 원과 천 원 각각에 두 장씩이라는 수량 해석을 확정하므로 수량·주체 모두 중의성이 없습니다. 나머지는 '두 사람이'의 공동/각자 해석이나 '두 장'이 천 원만 수식하는지 둘 다 수식하는지의 중의성이 남습니다.

### ANSWER
D"
585,Semantics,Semantic Compatibility,2,A,A,"전구는 무생물이므로 ""공장을 만들었다""라는 능동 행위의 주체가 될 수 없어 주어와 서술어의 호응이 어색합니다. 다른 문장들은 비유적·일반적 표현으로 자연스럽게 성립합니다.

### ANSWER
A"
586,Semantics,Semantic Compatibility,1,C,C,"""사각거리다""는 과자 등을 씹는 소리를 나타내는 의성 표현으로, 부동산 가격이라는 추상적 대상의 서술어로 쓰일 수 없습니다. 다른 문장들은 비유적으로도 자연스럽게 성립하지만 C는 주어와 서술어의 호응이 어긋납니다.

### ANSWER
C"
587,Semantics,Semantic Compatibility,1,H,H,"""바위를 마신다""는 마실 수 없는 고체 물체를 마신다고 표현하여 의미적으로 성립하지 않는 문장입니다. 나머지 선지들은 모두 자연스러운 표현입니다.

### ANSWER
H"
588,Semantics,Semantic Compatibility,1,E,E,"커피는 무생물로 책을 읽을 수 없으므로 주어-서술어 호응이 성립하지 않는 비문입니다. 다른 선지들은 은유적 표현이거나 정상적인 서술입니다.

### ANSWER
E"
207,Pragmatics,Deixis & Reference,3,I,I,"갑은 언니, 을은 지연과 무관한 사람으로, ""언니 동생을 왜 여기서 찾아?""라는 말에서 지연은 갑의 동생일 뿐 을의 동생은 아님이 드러난다. 따라서 '너(을)'의 동생이 영화관에 갔다는 진술은 거짓이며, 나머지 진술들은 모두 참이다.

### ANSWER
I"
208,Syntax,Ellipsis,3,I,I,"'기타큐슈'의 첫 음절은 일본어 か행(キ)으로, 외래어 표기법상 어두에서는 'ㄱ'(기), 어중·어말에서는 'ㅋ'(키)로 적는다. 따라서 어중에서도 '기'로 표기된다는 설명은 규칙에 어긋난다. 나머지 진술들(프랑스어 /f/→ㅍ, 어말 자음 묵음, 자음군 사이 'ㅡ' 삽입, 이중모음의 단모음 음가 살려 적기, 장음 미표기 등)은 모두 옳다.

### ANSWER
I"
209,Semantics,Conjunctions,2,F,F,"두 문장은 서로 다른 원두가 만드는 향미를 대조하고 있으므로 대조 접속어가 필요하다. ""그래도""는 양보의 의미로 부적절하고, ""반면""이 두 원두의 차이를 명확히 대비시킨다. 나머지 선택지는 인과·첨가·조건 등 문맥에 맞지 않는 접속어이거나 근거가 잘못되었다.

### ANSWER
F"
210,Semantics,Conjunctions,3,I,I,"인과 관계(마감이 모레라서 급하게 준비함)이므로 대조의 ""반면""이 아니라 순접·인과의 ""그래서""가 적절하다. 두 문장은 대조가 아니며 통념-예시 관계도 아니고, 원인은 기한 쪽이므로 순서를 바꿀 필요도 없다.

### ANSWER
I"
44,Syntax,Embedded Clauses,3,A,A,"""관희는 의외로 인상이 좋다""는 '관희는'이 전체 주어이고 '인상이 좋다'가 서술어 역할을 하는 서술절로 안겨 있는 구조입니다. 즉 주어가 두 개 나타나는 서술절을 안은 문장입니다. 나머지 선택지는 부사어·감탄 표현 등이 있을 뿐 절을 안고 있지 않은 홑문장입니다.

### ANSWER
A"
45,Syntax,Embedded Clauses,2,H,H,"""팥빙수가 이가 시리게 차갑다""에서 '이가 시리게'는 부사절로 안긴문장이며, '팥빙수가 ~차갑다' 구조에 절이 부사어 역할로 들어가 있습니다. 다른 선택지들은 홑문장이거나 연결어미로 이어진 문장입니다(예: J의 '-으면'은 종속적으로 이어진 문장).

### ANSWER
H"
46,Syntax,Argument Structure & Valency,3,A,A,"접목하다는 '누가 무엇을 무엇에 접목하다'처럼 주어·목적어·필수 부사어(‘~에’)를 모두 요구하는 세 자리 서술어이다. B의 '맞먹다'는 주어와 '~와'만 요구하는 두 자리, 나머지는 주어와 목적어만 요구하는 두 자리 또는 한 자리 서술어이다.

### ANSWER
A"
47,Syntax,Argument Structure & Valency,1,J,J,"제안하다는 '누가 무엇을 누구에게 제안하다'처럼 주어·목적어·필수 부사어를 모두 요구하는 세 자리 서술어입니다. 화풀이하다는 '누가 누구에게'로 두 자리, 복원되다·쉬다·기진맥진하다·통곡하다는 한두 자리, 누비다·시행하다·흉보다·명심하다는 두 자리입니다.

### ANSWER
J"
589,Semantics,Semantic Compatibility,1,F,F,"맥주는 무생물로 주차라는 행위를 할 수 없으므로 의미상 성립하지 않는 문장이다. 다른 선지들은 모두 의미적으로 자연스럽거나 최소한 논쟁적 주장으로 성립한다.

### ANSWER
F"
590,Semantics,Semantic Compatibility,1,G,G,"의자는 사물이므로 설계를 '담당'할 수 있는 주체가 될 수 없어 의미적으로 성립하지 않습니다. 다른 문장들은 모두 자연스러운 주술 관계를 갖습니다.

### ANSWER
G"
591,Semantics,Semantic Compatibility,1,B,B,"""집을 들고 뛰었다""는 물리적으로 불가능한 대상을 들고 뛴다는 의미로, 어휘 선택(짐→집)의 오류로 보이며 의미상 가장 부자연스럽다. 다른 선지들은 은유적 표현이나 일반적 서술로 자연스럽게 성립한다.

### ANSWER
B"
592,Semantics,Semantic Compatibility,1,G,G,"하늘에 빛나는 것은 별이나 달인데, G는 '주식(株式)'이 밝게 빛난다고 하여 의미상 성립하지 않습니다. 나머지 문장들은 모두 자연스러운 표현입니다.

### ANSWER
G"
402,Semantics,Ambiguity,3,D,D,"중의성 해소 방안을 묻는 항목들 중, C는 '달콤한'이 '잼'을 수정하도록 어순을 바꿔 중의성을 없애므로 적절하고, F도 부정의 초점을 주어로 한정하므로 적절하다. 그러나 D처럼 ""달콤한 사과와 딸기가 들어간 잼""으로 고치면 '달콤한'이 사과만 수정하는지 사과와 딸기 모두를 수정하는지 등 오히려 중의성이 유지·추가되어 해소되지 않는다. 따라서 D가 가장 부적절하다.

### ANSWER
D"
403,Syntax,Agreement,2,I,A,"자동사적 성격이 강한 '트이다'는 행위 주체를 설정해 ""누가 가슴을 트다""로 바꿀 수 없어 능동문이 성립하지 않습니다. 반면 나머지는 '에게/에 의해'로 표시된 행위자를 주어로 삼아 짓밟다, 뒤섞다, 짓누르다 등의 능동문으로 전환할 수 있습니다.

### ANSWER
A"
404,Semantics,Ambiguity,3,J,J,"""모든 숲의 푸른 새들""은 '모든'이 숲을 수식하는지 새들을 수식하는지 새로운 중의성을 낳고, 부정 범위 문제도 완전히 해소되지 않으므로 중의성이 사라진다는 설명은 부적절하다. 나머지는 수식어 범위나 부정의 범위(전체부정/부분부정)에 대한 타당한 설명이다.

### ANSWER
J"
405,Pragmatics,Implicature,1,G,G,"을이 거절했고 갑은 혼자라도 보겠다고 했으므로, 을 개인의 사정으로 함께 갈 수 없다는 내용이어야 한다. G는 다음날 새벽 일정 때문에 못 간다는 개인적 사유로 맥락에 맞다. 다른 선택지는 동의, 상영 불가, 비난 등으로 갑의 반응과 이어지지 않는다.

### ANSWER
G"
211,Semantics,Conjunctions,1,B,B,"""어제부로 바쁜 일을 마치고 푹 쉬고 있었다""에 이어 예상과 다른 전환(다시 바빠짐)을 제시하려면 역접·전환의 접속어 ""그런데""가 가장 자연스럽습니다. 다른 선택지들은 접속어의 의미 기능(인과, 예시, 첨가, 역접)과 후행 문장 내용이 어긋납니다.

### ANSWER
B"
212,Semantics,Conjunctions,2,H,H,"발견한 상황이 원인이고 회의를 잡은 것이 결과이므로 인과 접속어가 적절한데, 시간 순서를 강조하려면 ""곧바로""라는 부사를 넣어 사건의 연속적 진행을 나타낼 수 있다. A, C, D, E, F, G, J는 접속어의 기능을 잘못 설명하고 있고, I는 인과 관계를 반대로 진술했다. 따라서 H가 가장 적절하다.

### ANSWER
H"
213,Semantics,Conjunctions,2,F,F,"""휴대폰 배터리가 다 닳았다. 그런데 충전 단자가 고장 나서 충전을 할 수 없다.""는 앞 내용에 이어 예상치 못한 문제 상황을 덧붙이는 전환·첨가의 맥락이므로 ""그런데""가 자연스럽다. 나머지 선택지들은 접속어의 기능(대조, 인과, 역접, 첨가)을 잘못 설명하고 있다.

### ANSWER
F"
214,Semantics,Conjunctions,2,G,G,"자연스러운 흐름은 (2) 기술의 빠른 발전 → (3) 그러나 모두가 체감하지는 못함 → (1) 특히 소외계층은 정보격차를 겪음 순서다. (1)은 (3)의 구체적 사례·이유로서 (3) 뒤에 오는 것이 적절하며, (2) 바로 뒤에 오면 논리적 연결이 어색해진다. (2)와 (3)은 역접 관계이므로 ""그러므로""는 부적절하고, (2)가 마지막에 올 수도 없다.

### ANSWER
G"
48,Syntax,Argument Structure & Valency,2,E,E,"「설치하다」는 '누가 무엇을 어디에 설치하다'처럼 주어·목적어·부사어를 모두 필수적으로 요구하는 세 자리 서술어이다. 반면 '으깨다, 졸라매다'는 주어와 목적어만 필요한 두 자리 서술어이며, '낭비되다, 반하다, 들뜨다, 좁아지다, 집착하다, 패스하다, 밤새우다'는 한 자리 또는 두 자리 서술어이다.

### ANSWER
E"
49,Syntax,Argument Structure & Valency,3,J,J,"입수하다는 '누가 무엇을'만 요구하는 두 자리 서술어이며, '~로부터'는 필수 성분이 아니다. 납부하다·투자하다·분할하다·추정하다는 세 자리, 지연되다·녹아내리다·용솟음치다·상승하다·해소되다는 한 자리 서술어이다.

### ANSWER
J"
50,Pragmatics,Discourse Principles,1,H,H,"H는 할머니가 여러 번 돌아가신다는 사실적으로 불가능한(거짓) 진술을 일부러 사용해, 지연이의 결석 사유를 믿지 못하겠다는 비꼬는 태도를 드러냅니다. 이는 질의 격률(진실성)을 의도적으로 위반한 반어·풍자적 발화입니다. 다른 선택지들은 관련성·양의 격률 위반이거나 완곡한 회피에 해당합니다.

### ANSWER
H"
51,Pragmatics,Discourse Principles,3,E,E,"E는 나이 정보를 전혀 제공하지 않고 '늙은이가 아이 된다'는 관용적 한탄을 하여 질문의 주제에서 벗어난 발화입니다. 나머지는 직접·간접적으로 나이(띠, 개월 수, 환갑, 동갑 등)를 나타내거나 되묻는 방식으로라도 나이 화제를 유지합니다. 따라서 관련성 격률을 어긴 사례는 E입니다.

### ANSWER
E"
215,Syntax,Argument Structure & Valency,2,B,B,"보기의 서술어 '차입하다'는 '누가–어디에서–무엇을'로 주어·부사어·목적어 세 성분을 필수로 요구합니다. B의 '가미하다'도 '무엇에–무엇을 가미하다'로 주어·부사어·목적어 세 성분이 필요합니다. 나머지는 대체로 주어+목적어(또는 주어만)로 두 성분입니다.

### ANSWER
B"
216,Pragmatics,Deixis & Reference,3,D,D,"갑의 첫 발화 ""영화 5분 뒤면 시작이지?""의 '영화'는 곧 상영될 영화를 가리키고, ""이거 끝나고 나면 그것도 볼래?""의 '이거'도 지금 보려는 그 영화를 가리키므로 같은 대상이다. 반면 '저것/그것'은 포스터의 다른 영화, '접때/그때'는 영화제 때, '어제'는 예매한 날로 서로 다르다.

### ANSWER
D"
217,Syntax,Scrambling,2,B,B,"""그다지""는 부정 표현(않다, 없다 등)과 호응하는 부사인데, 주어진 문장은 ""읽었다""로 긍정문이므로 어느 위치에 넣어도 호응이 성립하지 않는다. (7) 앞에 넣어 ""그다지 열심히""로 만들어도 부정 서술어가 없어 비문이 된다. 따라서 자연스러운 위치가 없다.

### ANSWER
B"
218,Pragmatics,Deixis & Reference,3,G,G,"5년 전 크랭크 업 → (곧 볼 줄 알았던 시점) → 재작년 영화제('그때') → 어제 예매 → 오늘 '5분 뒤' 상영 → 2월 28일 개봉 순서다. 따라서 '곧'은 5년 전 직후를 가리키므로 오늘의 '5분 뒤'보다 앞선 시점이다. '그때'는 재작년이므로 5년 전과 다르고, '2월 28일'은 미래이며, '어제'는 '곧'보다 뒤다. '저것/저 포스터'는 포스터 자체와 그 영화로 구분되며 '이거'와도 다른 대상이다.

### ANSWER
G"
406,Syntax,Agreement,2,F,F,"관광객이 ""몰린다""는 형태상 피동이지만 실제로는 대응하는 능동문(누가 관광객을 몰다)을 세울 수 없는, 자동사처럼 굳어진 표현입니다. 나머지는 모두 행위 주체(업어치기, 폭우, 장인의 손길, 세발자전거, 선생님, 작가, 광부들, 신문사, 상대의 비난)를 주어로 하는 능동문으로 바꿀 수 있습니다.

### ANSWER
F"
407,Syntax,Agreement,2,J,J,"주어진 문장들 대부분은 행위자(적의 군대, 여동생, 사냥꾼, 바람, 모기 등)가 드러나 능동문으로 환원할 수 있습니다. G도 ""누군가가 문제를 풀었다""로 행위자를 넣어 바꿀 수 있습니다. 그러나 J의 ""새 옷에 주름이 잔뜩 잡혔다""는 자연적 상태 변화로, 대응하는 능동문(""무엇이 주름을 잡았다"")을 만들 수 없습니다.

### ANSWER
J"
408,Semantics,Ambiguity,3,H,H,"""나는 너보다 영화를 좋아한다""는 '내가 너보다 더 영화를 좋아한다(비교 대상: 너의 좋아함)'와 '나는 너를 좋아하는 것보다 영화를 더 좋아한다'로 해석되는 전형적인 중의문이다. 따라서 중의적이지 않다는 진술은 틀렸다. 나머지 수식 범위 관련 판단들은 적절하다.

### ANSWER
H"
409,Semantics,Ambiguity,2,I,I,"중의성 해소 여부를 따져 보면, ""모든 숲의 푸른 새들이 날아오르지 않았다""는 '모든'이 숲을 수식하는지 새들을 수식하는지, 또 부정의 범위(전체 부정/부분 부정)가 여전히 불분명해 중의성이 해소되지 않는다. 나머지 선택지들은 수식 관계 명확화나 부정 범위 조정에 대한 타당한 설명이다.

### ANSWER
I"
593,Syntax,Argument Structure & Valency,3,D,D,"D의 <간의>는 관형격, <그는>은 주격, <직원이>는 '되다' 앞의 보격으로 세 격이 모두 다릅니다. 다른 선택지들은 주격이 중복되거나(A, B, E, G) 부사격·목적격이 중복됩니다(C, F, H, I, J).

### ANSWER
D"
594,Syntax,Agreement,3,H,I,"""쉬다""는 목적어를 취하지 않는 자동사이므로 장소를 나타낼 때 목적격 조사 ""를""이 아니라 부사격 조사 ""에서""를 써야 합니다. 나머지 선택지들은 주어가 실제로 존재하는데 없다고 하거나, 오히려 문제가 되는 서술어-주어 호응(예: ""~것이다"" 구문)을 잘못 지적하고 있습니다.

### ANSWER
I"
595,Syntax,Agreement,3,B,B,"B의 서술어 “공부하고 싶어지는지이다”는 문장 구성 자체가 성립하지 않아 주어와 정상적으로 호응하지 못한다. 다른 선택지들은 분류사 사용과 서술어 연결이 다소 어색하더라도 문법적으로 성립한다.

### ANSWER
B"
596,Phonetics/Phonology,Phonological Alternation,3,G,G,"백로는 [뱅노]로 두 음운이 모두 변하는 상호 동화, 칼날은 [칼랄]로 앞의 ㄹ이 뒤의 ㄴ을 바꾸는 순행 동화, 국물은 [궁물]로 뒤의 ㅁ이 앞의 ㄱ을 바꾸는 역행 동화이다. 따라서 세 단어가 각각 서로 다른 동화 유형을 보인다. 다른 선택지들은 대체로 같은 유형이 겹친다.

### ANSWER
G"
52,Syntax,Argument Structure & Valency,3,I,E,"겉모습만으로는 수단의 부사어로 필수 성분이 아니며, '단정하다'는 '누가 무엇을 단정하다'로 주어와 목적어를 요구하는 두 자리 서술어이다. 나머지는 한 자리(오락가락하다, 남아돌다, 되풀이되다, 반짝하다, 되살아나다, 들끓다) 또는 세 자리(삽입하다, 기증하다, 인도하다) 서술어이다.

### ANSWER
E"
53,Syntax,Argument Structure & Valency,3,E,E,"알아차리다는 '누가 무엇을'만 요구하므로 두 자리 서술어이다. A, D, F, H, J는 한 자리 자동사이며, B(무엇을 무엇으로), C(무엇을 무엇으로), G(무엇을 누구에게), I(무엇을 어디에)는 세 자리 서술어이다.

### ANSWER
E"
54,Syntax,Argument Structure & Valency,3,F,F,"가꾸다는 ""누나가 텃밭을 가꾼다""처럼 주어와 목적어를 필수로 요구하는 두 자리 서술어이며, '취미로'는 수의적 성분입니다. 반면 감싸다, 대하다, 보내다, 얹다는 필수 부사어까지 요구하는 세 자리 서술어이고, 목욕하다·떠들다·쉬다·달라지다 등은 한 자리 서술어로 쓰였습니다.

### ANSWER
F"
55,Pragmatics,Speech Acts,2,J,H,"명령형·의문형 등 형식과 실제 의도를 구분해야 한다. A·F는 의문형이지만 실제로는 요청·명령, B는 진술, C는 약속, D는 청유(제안), E는 진술, G·J는 감정 표현이 아니라... G는 감탄(감정)이나 형식은 명령, I는 감정 표현에 가깝다. ""민지 네가 한 번만 봐 주렴""은 명령형 형태지만 상대에게 부탁·요청하는 청유의 의도를 담고 있어 옳게 연결된다.

### ANSWER
H"
410,Semantics,Ambiguity,3,H,H,"지문의 중의성은 조사 '와'가 접속(언니와 막내를 모두 만남)인지 공동(언니와 함께 막내를 만남)인지에서 발생한다. '랑'은 '와'와 같은 기능을 하므로 ""나는 언니랑 막내를 만났다""로 바꿔도 중의성이 그대로 남아, 세 명이 모두 만났다는 뜻을 명확히 전달하지 못한다. 나머지 선택지들은 어순 조정·부사 추가 등으로 중의성이 해소되거나 유지되는 설명이 타당하다.

### ANSWER
H"
411,Semantics,Ambiguity,3,F,I,"""나는 달리는 도중에 노래하는 사람을 보았다""에서는 '달리는 도중에'가 주어 '나는' 뒤에 놓여 달리는 주체가 '나'임이 분명하고, '노래하는'은 '사람'을 수식함이 확실하다. 반면 C·F·G·H는 어순 때문에 달리는 주체가 나인지 그 사람인지 모호하고, A·B·D·E·J는 '-고 있다'가 진행(동작 중)인지 상태(착용 완료)인지 중의적이다. 따라서 의미가 가장 명확한 문장은 I이다.

### ANSWER
I"
412,Semantics,Ambiguity,3,B,B,"""드리운""은 근심(愁心)이 얼굴에 드리운 표현으로 자연스러우며, 강의 물 깊이에는 어울리지 않는다. 따라서 ""강""을 수식하는 쪽이 자연스럽다는 설명은 부적절하다. 나머지 선지들은 중의성 해소 방법과 동음이의어 설명으로 타당하다.

### ANSWER
B"
413,Pragmatics,Social Relationship Marking,1,G,G,"G에서는 ""너희가 교실 전세 냈어?""에 대해 ""쉬는 시간인데 왜 시비야?""라며 반말로 맞대응하므로 동급생 간 대화다. C는 ""왜 맨날 저희만 혼내세요?""로 교사-학생 관계, D도 교사-학생, B·J는 가족, 나머지는 교사 간 또는 어른 간 대화다.

### ANSWER
G"
56,Pragmatics,Speech Acts,2,I,I,"'벌점을 주겠어'는 화자가 앞으로 자신이 할 행동을 밝히는 의지 표현, 즉 약속(다짐) 유형이다. 나머지 선택지들은 추측(A, D, E, F, H), 진술(B), 바람(C), 명령(G), 청유·부탁(J)에 해당한다. '내달 중으로 보고드리겠습니다'는 화자가 자신의 행위를 약속하는 발화로 동일한 의도이다.

### ANSWER
I"
57,Syntax,Argument Structure & Valency,2,G,G,"피동 표현 '뒤집히다'는 '무엇이 뒤집히다'처럼 주어만 필요로 하는 한 자리 서술어이며, '어머니의 기술에'는 필수 성분이 아닌 부사어입니다. 나머지는 '찾다(누가 무엇을)', '모으다', '올려놓다(세 자리)', '당기다', '기대다(세 자리)', '배우다', '펴다', '짜다(세 자리)', '삼키다' 등으로 모두 두 자리 이상입니다.

### ANSWER
G"
58,Pragmatics,Implicature,2,J,J,"갑이 손목시계를 보며 기다리다가 한 질문은 실제 시각을 묻는 것이 아니라, 을이 약속 시간보다 늦게 나타났음을 질책하는 함축적 발화이다. 을의 '죄송합니다'는 그 질책을 이해하고 사과한 응답이다. 따라서 시각 정보를 묻거나 답하는 기능이 아니다.

### ANSWER
J"
59,Pragmatics,Implicature,1,I,I,"을의 답들은 대부분 완곡하거나 간접적인 부정(못한다/안 했다/좋지 않다)을 나타내지만, I의 ""내가 언제 밥때 거르는 것 봤니?""는 반어적 표현으로 ""당연히 먹었다""는 긍정의 뜻을 전달한다. 따라서 부정의 답이 아닌 것은 I이다.

### ANSWER
I"
219,Pragmatics,Deixis & Reference,3,D,D,"거기(1)=창고(갑의 위치), 거기(2)=마당, 거기(3)=창고, 거기(4)=다용도실, 거기(5)=창고이므로 '거기'가 가리키는 장소는 창고·마당·다용도실 총 3곳이다. 나머지 진술들(창고에 가지·단호박 2종류, 시금치의 마당→현관→다용도실 이동, 현관 비어 있음 등)은 모두 대화 내용과 일치한다.

### ANSWER
D"
220,Semantics,Inter-sentence Relations,3,D,D,"빈칸에는 감기가 나아진 원인이 들어가야 한다. ""밤을 샜더니""는 오히려 몸을 더 상하게 하는 행동이므로 상태가 나아진 원인이 될 수 없어 부적절하다는 설명이 타당하다. 다른 선택지들은 인과 관계 판단이 잘못되었다.

### ANSWER
D"
