qid,category,answer,pred,response
Rare Words-266,Rare Words,C,C,"'명개'는 갯가나 흙탕물이 지나간 자리에 앉은 검고 고운 흙을 뜻하는 단어입니다. 다른 보기들은 이 의미와 맞지 않으므로 정답은 C입니다.

### ANSWER
C"
Rare Words-267,Rare Words,D,D,"""난든집""은 손이 익어서 생긴 솜씨나 재주를 뜻하는 순우리말입니다. 다른 보기들은 모두 집과 관련된 일반 명사이거나 다른 의미를 가진 단어입니다. 따라서 문제의 뜻에 가장 알맞은 것은 ""난든집""입니다.

### ANSWER
D"
Rare Words-268,Rare Words,E,E,"""잘못을 고치고 다시 하지 아니하는 버릇""은 순우리말 '저큼'의 뜻이다. 다른 보기들은 새가 우는 소리, 중간 정도의 낮은 가격, 큰 저울, 저장용 판 등을 의미하므로 뜻이 맞지 않는다. 따라서 의미가 일치하는 단어는 '저큼'이다.

### ANSWER
E"
Rare Words-269,Rare Words,A,A,"### ANSWER
A"
Rare Words-270,Rare Words,B,B,"### ANSWER
B"
Loan Words-38,Loan Words,C,C,"### ANSWER
C"
Loan Words-39,Loan Words,A,A,"The word “스토리” is a loanword from English meaning “story.” Its natural Korean equivalent, or 순화어, is “이야기,” which refers to a tale or narrative. The other options do not correspond to the meaning of “story.” Therefore, the correct choice is A.

### ANSWER
A"
Loan Words-40,Loan Words,D,D,"### ANSWER
D"
Loan Words-41,Loan Words,B,B,"### ANSWER
B"
Loan Words-42,Loan Words,A,A,"### ANSWER
A"
Loan Words-43,Loan Words,E,E,"""상기""는 한자어로 '위에 적음'을 뜻하며, 순화어로는 순우리말인 ""위""가 알맞습니다. 다른 보기들은 특정 전문 용어나 복합어로, '상기'의 의미를 대체하지 못합니다. 따라서 정답은 E입니다.

### ANSWER
E"
Loan Words-44,Loan Words,D,D,"### ANSWER
D"
Loan Words-45,Loan Words,D,D,"### ANSWER
D"
Rare Words-62,Rare Words,A,A,"'심탐'은 어떤 일에 지나치게 마음이 쏠려 깊이 빠지는 것을 뜻하는 단어입니다. 다른 선택지들은 각각 봄심기, 미심결, 배심원, 측심기로 의미가 다릅니다. 따라서 정답은 A입니다.

### ANSWER
A"
Rare Words-63,Rare Words,B,B,"### ANSWER
B"
Rare Words-64,Rare Words,C,C,"### ANSWER
C"
Rare Words-65,Rare Words,B,B,"""선수""는 본래 운동 경기에서 겨루는 사람을 뜻하지만, 비유적으로 어떤 일을 버릇처럼 자주 하거나 능숙하게 하는 사람을 가리키는 말로도 쓰입니다. 예를 들어 ""거짓말 선수""처럼 특정 행동을 잘하거나 자주 하는 사람을 뜻합니다. 다른 보기들은 이러한 비유적 의미를 갖지 않습니다.

### ANSWER
B"
Rare Words-66,Rare Words,A,A,"'손아귀'는 손으로 움켜쥐는 힘에서 비롯하여 어떤 대상이나 영역을 지배하거나 통제할 수 있는 범위를 뜻합니다. 따라서 '세력이 미치는 범위'라는 의미에 가장 알맞은 단어입니다. 다른 선택지들은 손과 관련된 사물이나 감정을 나타내어 의미가 맞지 않습니다.

### ANSWER
A"
Rare Words-67,Rare Words,C,C,"안부를 묻는 인사말에서 '재미'는 단순히 즐거움만이 아니라 '형편'이나 '생활 상태'를 묻는 의미로 쓰입니다. 예를 들어 '요즘 재미가 어떠세요?'라고 하면 '요즘 형편이 어떠세요?'라는 뜻입니다. 다른 보기들은 안부 인사에서 생활 형편을 이르는 말로 쓰이지 않습니다. 따라서 정답은 C입니다.

### ANSWER
C"
Rare Words-68,Rare Words,C,C,"다듬이질은 옷이나 옷감을 방망이로 두드려 윤기와 반드러움을 내는 일을 뜻합니다. 보기 중 이 의미와 정확히 일치하는 단어는 ‘다듬이질’입니다.

### ANSWER
C"
Rare Words-69,Rare Words,B,B,"'들입다'는 부사로 '세차게 마구'라는 뜻을 가진 단어입니다. 나머지 보기들은 모두 동사이며 의미도 맞지 않습니다.

### ANSWER
B"
History-49,History,B,B,"### ANSWER
B"
History-50,History,C,C,"지석영은 1885년에 우리나라 최초의 우두 관련 의학서인 《우두신서》를 저술하였다. 이 책은 종두법을 소개한 중요한 의학서로 평가된다. 따라서 정답은 C이다.

### ANSWER
C"
History-51,History,E,E,"광혜원은 1885년에 설립된 우리나라 최초의 근대식 의료 기관으로, 이후 제중원으로 개칭되었습니다. 활인서와 혜민국은 조선 시대의 구휼 기관이며, 세브란스와 보구녀관은 이후에 설립된 선교 의료 기관입니다.

### ANSWER
E"
History-52,History,A,A,"### ANSWER
A"
History-53,History,E,E,"의병은 나라가 위기에 처했을 때 국가의 부름을 받지 않고 스스로 무기를 들어 싸운 민간인 군대를 뜻합니다. 특히 일제강점기에는 농민과 평민들이 중심이 되어 일본군에 맞서 싸웠습니다. 따라서 이들을 가리키는 용어는 의병입니다.

### ANSWER
E"
History-54,History,B,B,"을사조약은 1905년에 체결되어 대한제국의 외교권을 일본에 넘기고, 일본의 보호국으로 만들었습니다. 따라서 일본의 허락 없이 다른 나라와 외교 관계를 맺을 수 없게 한 조약은 을사조약입니다.

### ANSWER
B"
History-55,History,E,E,"### ANSWER
E"
History-56,History,D,D,"### ANSWER
D"
Reading Comprehension-51,Reading Comprehension,D,D,"본문은 많은 사람들이 수영 전 준비 운동을 하지 않는다고 말하며, 준비 운동의 필요성과 안전을 강조합니다. 따라서 사람들이 보통 준비 운동을 잘 한다는 내용은 본문과 일치하지 않습니다.

### ANSWER
D"
Reading Comprehension-52,Reading Comprehension,B,B,"The passage highlights how the internet allows people to do tasks like sending emails, shopping, and banking from home without visiting physical locations. This clearly shows that daily life is becoming more convenient and less time-consuming. The phrase ""편리해지고 있습니다"" means ""becoming more convenient,"" which matches the examples given. The other options do not fit the positive and practical benefits described. Therefore, the correct choice is B.

### ANSWER
B"
Reading Comprehension-53,Reading Comprehension,D,D,"The passage describes how the internet has changed daily life by allowing people to do tasks like sending mail, shopping, and transferring money from home. This directly supports the idea that people's lives have changed a lot because of the internet. Option D matches this main point, while the other options are too absolute or not exactly stated.

### ANSWER
D"
Reading Comprehension-54,Reading Comprehension,C,C,"### ANSWER
C"
Reading Comprehension-55,Reading Comprehension,D,D,"이 안내문은 아이와 함께 탈 때 손을 잡으라는 주의 문구로, 에스컬레이터에서 흔히 볼 수 있습니다. 계단이나 택시, 자전거에는 이러한 표현이 일반적이지 않습니다. 따라서 가장 알맞은 장소는 에스컬레이터입니다.

### ANSWER
D"
Reading Comprehension-56,Reading Comprehension,A,A,"The note describes a situation where the speaker fought with a friend and then called first, which is commonly understood as an attempt to apologize. Among the choices, ""사과"" means apology and fits this context best. The other options—thanks, news, and promise—do not match the situation.

### ANSWER
A"
Reading Comprehension-57,Reading Comprehension,D,D,"이 글은 학기가 끝나고 두 달 동안 수업이 없는 상황을 설명하고 있습니다. 이는 학교에서의 긴 휴식 기간인 ‘방학’을 의미합니다. 따라서 정답은 D입니다.

### ANSWER
D"
Reading Comprehension-58,Reading Comprehension,A,A,"### ANSWER
A"
Rare Words-271,Rare Words,E,E,"### ANSWER
E"
Rare Words-272,Rare Words,C,C,"The word ""맞대매"" refers to two people finally competing against each other to determine superiority or victory, matching the given definition.

### ANSWER
C"
Rare Words-273,Rare Words,D,C,"나들목은 산줄기가 끊어진 곳, 즉 산을 넘나드는 길목이나 고개를 뜻하는 단어입니다. 다른 선택지들은 나무나 식물과 관련된 용어로 의미가 맞지 않습니다. 따라서 정답은 나들목입니다.

### ANSWER
C"
Rare Words-274,Rare Words,A,B,"산자갈은 질투심이 강한 아내가 남편에게 암팡스럽게 떠들거나 조르는 일을 뜻하는 말이다. 다른 보기들은 이 의미와 맞지 않으므로 정답은 산자갈이다.

### ANSWER
B"
Rare Words-275,Rare Words,E,E,"'송아리'는 꽃이나 열매 따위가 잘게 모여 달려 있는 덩어리를 뜻하는 단어입니다. 다른 보기들은 뿌리나 동물의 새끼를 가리키므로 의미가 맞지 않습니다.

### ANSWER
E"
Rare Words-276,Rare Words,D,D,"""침잠""은 마음을 가라앉히고 깊이 생각하거나 어떤 것에 깊이 몰입한다는 뜻을 가진 한자어입니다. 다른 보기들은 받침대, 꾸민잠, 펼침막, 시침질 등으로 의미가 맞지 않습니다.

### ANSWER
D"
Rare Words-277,Rare Words,C,C,"### ANSWER
C"
Rare Words-278,Rare Words,B,B,"물거울은 물을 거울처럼 사용해 모양을 비추어 보는 것을 뜻하는 단어입니다. 다른 보기들은 형태를 비추는 의미와 관련이 없습니다.

### ANSWER
B"
Loan Words-46,Loan Words,C,C,"### ANSWER
C"
Loan Words-47,Loan Words,D,D,"### ANSWER
D"
Loan Words-48,Loan Words,D,D,"보텀업(bottom-up)은 아래에서 위로 진행하는 방식을 뜻하므로, 순화어는 '상향식'이 알맞다.

### ANSWER
D"
Loan Words-49,Loan Words,B,B,"### ANSWER
B"
Loan Words-50,Loan Words,B,B,"'버튼'은 영어 'button'에서 온 외래어이며, 이를 다듬은 순화어는 '단추'입니다. 다른 보기들은 특정 종류나 다른 의미를 나타내므로 일반적인 버튼의 순화어로는 '단추'가 가장 알맞습니다.

### ANSWER
B"
Loan Words-51,Loan Words,E,E,"The question asks for the correct refined Korean term for ""무선 랜"" (wireless LAN). Among the choices, only ""무선랜"" (E) refers to wireless LAN; the other options are unrelated words beginning with ""무"". Although the formal pure-Korean term would be ""무선 근거리 통신망,"" it is not listed, and ""무선랜"" is the standard Korean term used in practice. Therefore, the best answer is E.

### ANSWER
E"
Loan Words-52,Loan Words,E,E,"### ANSWER
E"
Loan Words-53,Loan Words,E,E,"### ANSWER
E"
Reading Comprehension-244,Reading Comprehension,D,A,"The sentence to insert introduces the anecdote about the four-leaf clover. It should connect the general explanation about four-leaf clovers to the specific story about Napoleon. Since the anecdote begins right after blank (가), the sentence fits naturally there. Placing it at the other blanks would interrupt the story or its conclusion.

### ANSWER
A"
Reading Comprehension-245,Reading Comprehension,B,B,"The passage describes the origin of the four-leaf clover as a symbol of luck. It likely begins with someone finding a four-leaf clover, then explains the good fortune that followed, how people began to seek it, and finally concludes with the reference sentence about the belief spreading from that time. Therefore, the logical order is (나)-(다)-(가)-(라).

### ANSWER
B"
Reading Comprehension-246,Reading Comprehension,D,D,"이 글은 여성화장품 상품명에 나타난 사회 문화적 현상들을 한방·식품, 과학·의학, 자연·환경, 선망 대상 동일화 등으로 나누어 설명하고 있습니다. 또한 각 현상의 빈도와 최근 변화까지 다루고 있어, 글 전체의 주제는 화장품 상품명에 반영된 사회 문화상을 정리하는 것입니다. 따라서 제목으로 가장 적절한 것은 ‘여성화장품 상품명에 반영된 사회 문화상’입니다.

### ANSWER
D"
Reading Comprehension-247,Reading Comprehension,A,A,"이 공지는 4층 과학예술 자료실의 청소 및 재배치 작업으로 인해 해당 자료실 사용이 일시적으로 중지됨을 알리는 내용입니다. 기간과 사유를 명시하고 다른 자료실은 이용 가능하다고 안내하고 있으므로, 자료실 사용 중지에 대한 공지가 가장 적절합니다.

### ANSWER
A"
Reading Comprehension-248,Reading Comprehension,C,C,"The topic sentence is (나), stating that mouth breathing is bad. Then (가) explains why: it dries the saliva. Next, (라) adds another negative effect: bad air entering through the mouth causes throat pain. Finally, (다) gives the conclusion that one must breathe through the nose. Therefore the correct order is (나)-(가)-(라)-(다), which is option C.

### ANSWER
C"
Reading Comprehension-249,Reading Comprehension,D,D,"(다)에서 소비 기한의 개념을 설명하고, (라)에서 정부의 제도 시행을 언급한 뒤, (나)에서 보관 방법에 따라 소비 기한이 길어질 수 있음을 말하고, 마지막으로 (가)에서 그러므로 보관 방법을 잘 알아 두어야 한다는 결론을 내는 것이 자연스럽다. 따라서 가장 적절한 배열은 (라)-(다)-(나)-(가)이다.

### ANSWER
D"
Reading Comprehension-250,Reading Comprehension,A,A,"(가)가 새해가 원숭이의 해임을 소개하는 첫 문장이다. (나)는 원숭이의 상징적 의미를 설명하고, (라)는 ‘또한’으로 이어받아 추가 의미를 덧붙인다. 마지막으로 (다)에서 새해의 기원으로 마무리하는 것이 자연스럽다. 따라서 순서는 (가)-(나)-(라)-(다)이다.

### ANSWER
A"
Reading Comprehension-251,Reading Comprehension,D,D,"이 내용은 도서관 홈페이지에서 감명 깊게 읽은 도서의 서평이나 감상문을 작성하여 추천하는 프로그램입니다. 월 1명에게 USB, 월 2명에게 문화상품권을 주는 것이지 책을 사 주거나 추천해 주는 것이 아닙니다. 따라서 도서관 홈페이지에서 추천하고 싶은 책의 감상문을 쓰면 된다는 D가 내용과 일치합니다.

### ANSWER
D"
History-57,History,D,D,"### ANSWER
D"
History-58,History,D,D,"### ANSWER
D"
History-59,History,D,D,"제1차 세계대전 후 파리 강화 회의에서 민족 자결주의를 주창한 미국 대통령은 우드로 윌슨입니다. 그의 14개 조항은 전후 국제 질서의 기초가 되었습니다.

### ANSWER
D"
History-60,History,C,C,"### ANSWER
C"
History-61,History,D,D,"After the March 1st Movement, Japan realized that military force alone could not govern Korea and shifted to a more conciliatory approach known as ""cultural rule"" (문화 정치). This policy allowed limited cultural and educational activities while maintaining colonial control. Therefore, the correct answer is D.

### ANSWER
D"
History-62,History,B,B,"김구는 대한민국 임시정부 주석으로서 한인 애국단을 조직하고 독립운동을 이끌었다. 한인 애국단은 윤봉길 의사의 의거 등으로 잘 알려져 있다. 따라서 정답은 김구이다.

### ANSWER
B"
History-63,History,B,B,"의열단은 1919년 만주 길림성에서 조직되어 일제 기관 파괴와 일본 관리 암살을 목표로 한 항일 단체이다. 다른 선택지들은 조직 시기나 성격이 다르므로 정답은 의열단이다.

### ANSWER
B"
History-64,History,C,C,"### ANSWER
C"
Rare Words-70,Rare Words,C,C,"꽃봉오리는 꽃이 망울만 맺히고 아직 피지 않은 상태를 뜻하는 표준어입니다. 다른 선택지들은 꽃과 관련된 다른 의미나 unrelated words입니다. 따라서 의미에 가장 알맞은 단어는 꽃봉오리입니다.

### ANSWER
C"
Rare Words-71,Rare Words,B,B,"### ANSWER
B"
Rare Words-72,Rare Words,D,D,"행사 안내를 맡거나 남에게 봉사하는 사람을 뜻하는 단어는 ‘도우미’입니다. 다른 보기들은 동사나 다른 의미의 명사로 해당 의미와 맞지 않습니다.

### ANSWER
D"
Rare Words-73,Rare Words,A,A,"""아귀""는 씨앗이나 줄기에서 싹이 트는 곳과 사물의 갈라진 부분을 뜻하는 단어입니다. 다른 선택지들은 무리, 집단, 손아래, 지저귐 등의 의미로 해당 정의에 맞지 않습니다.

### ANSWER
A"
Rare Words-74,Rare Words,A,A,"떠꺼머리는 총각이나 처녀가 땋아 늘인 머리 또는 그런 머리를 한 사람을 뜻하는 말입니다. 다른 보기들은 이 의미에 해당하지 않습니다.

### ANSWER
A"
Rare Words-75,Rare Words,A,A,"미심결은 확실하지 않아 마음이 놓이지 않는 상태를 뜻하며, 아직 깨닫지 못하는 사이의 의미로도 쓰입니다. 다른 선택지들은 이 의미와 맞지 않습니다. 따라서 정답은 A입니다.

### ANSWER
A"
Rare Words-76,Rare Words,D,A,"### ANSWER
A"
Rare Words-77,Rare Words,B,B,"The word describes putting food in a 함지박 and wrapping it with a 보자기 to send to another house. “박쌈” directly combines “박” (basin) and “쌈” (wrapping), matching the action. The other options refer to unrelated meanings.

### ANSWER
B"
Reading Comprehension-437,Reading Comprehension,C,C,"'눈감아 주다'는 잘못을 알고도 모르는 척하거나 묵인해 주는 뜻이다. 기사에서 공무원이 불법 전용 사실을 알고도 문서를 발송하지 않고 방치한 것은 잘못을 못 본 척한 행위에 해당한다.

### ANSWER
C"
Reading Comprehension-438,Reading Comprehension,A,A,"'골탕먹이다'는 남을 속이거나 장난을 쳐서 곤란하게 만든다는 뜻이다. 할머니는 아들의 관심을 끌기 위해 두유를 바닥에 뿌려 개미떼가 들끓게 함으로써 아들을 곤란하게 하려 했다. 이는 '손해를 입혀서 곤란을 겪게 하다'는 의미와 가장 잘 맞는다. 다른 보기들은 반복되는 말, 꾸지람, 널려 있는 상태 등으로 문맥에 맞지 않는다.

### ANSWER
A"
Reading Comprehension-439,Reading Comprehension,A,A,"(가)는 소도시 마트의 규모 현상과 ‘전략적 공약’ 개념을 소개한다. (라)는 그 개념을 적용해 소도시 마트가 과잉 투자처럼 보이는 이유를 설명한다. (나)는 전략적 공약이 성공하기 위한 조건, 특히 신뢰성의 중요성을 묻는다. (다)는 신뢰성을 확보하는 대표적인 방법인 배수진 전략을 예와 함께 설명한다. 따라서 올바른 순서는 (가)-(라)-(나)-(다)이다.

### ANSWER
A"
Reading Comprehension-440,Reading Comprehension,B,B,"(나)는 휴리스틱의 일반적 개념과 종류를 소개하는 도입부이다. 이후 (가)에서 대표성 휴리스틱을, (라)에서 회상 용이성 휴리스틱을 각각 설명하는 것이 자연스럽다. 마지막으로 (다)에서 휴리스틱의 의의와 한계를 종합적으로 정리한다. 따라서 올바른 순서는 (나)-(가)-(라)-(다)이다.

### ANSWER
B"
Reading Comprehension-441,Reading Comprehension,D,D,"이 글은 한여름보다 오뉴월 봄볕의 자외선이 더 강하고 해로울 수 있다는 내용이다. ㉠에는 봄볕이 가을볕보다 더 강하다는 뜻을 지닌 속담이 어울린다. “봄볕에는 며느리 내보내고 가을볕에는 딸 내보낸다”는 속담이 바로 이러한 의미를 담고 있다.

### ANSWER
D"
Reading Comprehension-442,Reading Comprehension,B,B,"The sentence provides a general annual UV pattern, which naturally leads into the more specific statement at blank (나) about late May to late June being the peak period. The phrase “그중에서도” in the following sentence refers back to this general period, making (나) the most logical placement.

### ANSWER
B"
Reading Comprehension-443,Reading Comprehension,D,D,"베이컨은 인쇄술이나 화약 발명 같은 기술이 정치적 정복이나 철학적 논쟁보다 훨씬 이롭다고 주장하였다. 따라서 D가 본문의 내용과 일치한다. A는 ‘테크네’에서 유래했다는 내용과 다르고, B는 아리스토텔레스가 구분 자체를 반대한 것이 아니며, C는 고대 그리스 철학자들이 정신적 가치를 더 중시했다는 점에서 반대이다.

### ANSWER
D"
Reading Comprehension-444,Reading Comprehension,A,A,"㉠은 기술이라는 용어가 고대 그리스의 ‘테크네’에서 유래했음을 말한다. 글에서는 플라톤과 아리스토텔레스의 테크네 개념에서 시작해 근대의 긍정적 평가, 20세기 하이데거의 존재론적 논의까지 기술 개념이 변화해 왔음을 보여 준다. 따라서 고대 그리스의 테크네 개념과 현대 기술 개념은 크게 다르다는 반응이 ㉠에 대한 적절한 반응이다. C는 피히테의 견해에 대한 반응이고, B와 D는 글의 내용과 맞지 않는다.

### ANSWER
A"
Rare Words-279,Rare Words,B,B,B
Rare Words-280,Rare Words,B,B,"### ANSWER
B"
Rare Words-281,Rare Words,C,C,"### ANSWER
C"
Rare Words-282,Rare Words,C,C,"""약으로 쓰는 술""은 한자어로 '약용주'에 해당합니다. 보기 중 내용물, 약정서, 조용히, 미용실은 모두 뜻이 다르므로 정답은 약용주입니다.

### ANSWER
C"
Rare Words-283,Rare Words,D,D,"The definition matches ""주전부리,"" which refers to snacking between meals or the snack eaten for taste or boredom. The other options denote clothing parts or unrelated meanings. Thus, the correct choice is D.

### ANSWER
D"
Rare Words-284,Rare Words,B,B,"### ANSWER
B"
Rare Words-285,Rare Words,A,A,"### ANSWER
A"
Rare Words-286,Rare Words,D,D,"""좇다""는 목표·이상·행복 등을 추구한다는 뜻과 남의 말이나 뜻을 따른다는 뜻을 모두 가진 단어입니다. 다른 선택지들은 이러한 두 의미를 함께 갖지 않습니다.

### ANSWER
D"
General Knowledge-24,General Knowledge,C,E,"### ANSWER
E"
General Knowledge-25,General Knowledge,A,A,"돌잔치는 아이의 첫 생일을 축하하는 자리로, 그중 돌잡이는 아이가 여러 물건 중 하나를 집어 미래를 점치는 전통 풍습입니다. 제사상, 축의금, 굿은 돌잔치와 관련 없는 개념이며, 생일잡이라는 표현은 일반적으로 쓰이지 않습니다. 따라서 정답은 돌잡이입니다.

### ANSWER
A"
General Knowledge-26,General Knowledge,A,A,"이어도는 마라도 남서쪽 약 149km 지점에 있는 수중 암초로, 위도상 독도보다 훨씬 낮은 남쪽에 위치한다. 한·일 중간 수역이 아니라 한·중 간 해양 경계 문제와 관련된 지역이며, 수중 암초이므로 영토나 영해로 인정되기 어렵다. 또한 천연 보호 구역으로 지정되었다는 사실도 확인되지 않는다. 따라서 옳은 설명은 독도보다 저위도에 있다는 것이다.

### ANSWER
A"
General Knowledge-27,General Knowledge,B,B,"경동성 요곡 운동은 동해안이 융기하고 서해안이 침강하여 동해로 흐르는 하천이 짧고 급하며, 서해로 흐르는 하천이 길다. 함경산맥과 태백산맥은 동해 쪽 사면이 급경사이고 서쪽 사면은 완경사이므로, 북서쪽 사면이 남동쪽 사면보다 급하다는 설명은 옳지 않다. 돌산은 화강암 같은 관입암으로 이루어지고, 높은 산지는 북동부, 낮은 산지와 평야는 남서부에 분포하며, 금강산은 돌산, 지리산은 흙산의 사례가 맞다. 따라서 옳지 않은 것은 B이다.

### ANSWER
B"
General Knowledge-28,General Knowledge,A,A,"육백마지기는 해발 고도가 높은 평탄면으로, 신생대 이후 지반 융기의 영향을 받아 형성된 고위 평탄면 지형이다. 고랭지 배추밭이 대규모로 조성되어 있어 시설 작물 재배와는 거리가 멀고, 화산 활동과도 관련이 없다. 고도가 높은 곳이므로 저지대보다 연평균 기온이 낮으며, 분지가 아니라 융기된 평탄면에 해당한다.

### ANSWER
A"
General Knowledge-29,General Knowledge,C,C,"대청마루는 여름에 시원하게 지내기 위한 시설이므로 (가)는 여름이고, 온돌은 겨울에 따뜻하게 지내기 위한 시설이므로 (나)는 겨울이다. 따라서 (가)에 대한 (나)의 상대적 특성은 겨울이 여름에 비해 갖는 특성이다. 겨울에는 한파 발생 일수가 많으므로 정답은 C이다.

### ANSWER
C"
General Knowledge-30,General Knowledge,B,B,"서울은 부산보다 위도가 높고 대륙성 기후의 영향을 더 받아 강수량이 여름에 집중되는 비율이 높다. 부산은 해양성 기후로 강수 분포가 상대적으로 고르다. 연 강수량은 부산이 서울보다 많거나 비슷하며, 태풍의 영향도 부산이 더 크다. 따라서 서울은 부산보다 여름 강수 집중률이 높다는 설명이 옳다.

### ANSWER
B"
General Knowledge-31,General Knowledge,A,A,"대설은 주로 강원도 산간 지역에서 많이 발생하며, 전남 지역은 상대적으로 눈이 적어 대설 피해가 적습니다. 호우 시 기압 배치는 동고서저형이 일반적이므로 서고동저형은 옳지 않습니다. 태풍은 전선 정체와 관계없이 직접 영향을 주며, 대설은 호우보다 연 강수량 비중이 낮습니다. 호우의 평균 풍속이 태풍보다 빠르다는 설명도 사실이 아닙니다. 따라서 옳은 선택지는 A입니다.

### ANSWER
A"
Reading Comprehension-252,Reading Comprehension,B,B,"The notice offers warm tea and simple snacks to students who are struggling with exam studying, wishing them good luck on exams. It does not say the event is held at the library entrance, nor that tea is consumed during the actual exam. The announcement boards are for detailed event information, not for exam guidance. Therefore, the correct match is that this is an event providing tea and snacks during the exam period.

### ANSWER
B"
Reading Comprehension-253,Reading Comprehension,A,A,"결제 내역은 신용카드로 남성용 점퍼를 인터넷 쇼핑몰에서 구매한 후 취소한 내용입니다. 취소금액과 취소일시가 명시되어 있으므로 구매 자체는 있었던 일입니다. 따라서 인터넷으로 남성용 옷을 구매했었다는 A가 내용과 일치합니다. B는 배송을 예측하는 내용이고, C는 할부 결제를 해야 한다는 내용이지만 취소되었으므로 적절하지 않습니다. D는 발신자가 인터넷 쇼핑몰이라고 했지만 실제로는 전자결제 서비스 회사입니다.

### ANSWER
A"
Reading Comprehension-254,Reading Comprehension,B,B,"The notice mentions the program runs for about a month, limits participation to 100 people per day on a first-come basis, and states that elementary and middle school students are free while general visitors pay a material fee. However, it does not mention that the activity can be done once in the morning and once in the afternoon. Therefore, the statement that is not consistent with the notice is B.

### ANSWER
B"
Reading Comprehension-255,Reading Comprehension,B,B,"지문은 잠이 뇌의 노폐물을 청소하고 건강한 생활에 꼭 필요하다고 말한다. 또한 잠을 잘 자지 못하면 피곤함을 느낀다고 하였다. 보기 B는 건강한 사람은 잠을 잘 자지 않아도 큰 문제가 없다고 하여 지문의 내용과 반대된다. 따라서 내용과 같지 않은 것은 B이다.

### ANSWER
B"
Reading Comprehension-256,Reading Comprehension,D,D,"맞벌이 가정이 늘었지만 남성의 집안일 시간은 거의 늘지 않았고, 여전히 여성이 집안일을 더 많이 하고 있다는 내용이다. 따라서 맞벌이 가정에서 남편이 집안일을 더 많이 해야 한다는 것이 중심 생각이다.

### ANSWER
D"
Reading Comprehension-257,Reading Comprehension,D,D,"The passage discusses various etiquette situations but focuses specifically on bathroom manners, including both required actions and behaviors to avoid. The main point is that people should understand proper bathroom conduct. Option D directly expresses this central idea.

### ANSWER
D"
Reading Comprehension-258,Reading Comprehension,A,A,"최근 패션 트렌드로 남성과 여성의 구별이 없는 ‘젠더리스룩’이 인기를 얻고 있다는 내용이 중심 생각입니다. 이에 따라 패션업계에서도 관련 옷과 소품을 개발하고 있다고 설명합니다. 따라서 성별 구별이 없는 패션이 최근 유행이라는 것이 가장 적절합니다.

### ANSWER
A"
Reading Comprehension-259,Reading Comprehension,A,A,"이 메일은 보낸 메일이 전송되지 않았다는 실패 안내이며, 받는 사람의 주소가 잘못되었거나 휴면 상태라고 알려주고 있습니다. 따라서 보낸 사람은 받는 이의 메일 주소를 다시 확인해 보는 것이 가장 적절한 반응입니다. 이에 해당하는 선택지는 A입니다.

### ANSWER
A"
Reading Comprehension-59,Reading Comprehension,C,C,"### ANSWER
C"
Reading Comprehension-60,Reading Comprehension,D,D,"공연 시간은 주말에 15시와 19시이므로, 21시(저녁 9시)라는 설명은 내용과 다릅니다. 따라서 정답은 D입니다.

### ANSWER
D"
Reading Comprehension-61,Reading Comprehension,C,C,"금요 시장은 오전 9시부터 열리므로, 오전 8시부터 이용할 수 있다는 내용은 안내문과 다릅니다.

### ANSWER
C"
Reading Comprehension-62,Reading Comprehension,B,B,"### ANSWER
B"
Reading Comprehension-63,Reading Comprehension,C,C,"친구들은 노래와 춤을 잘 하지만, 글쓴이는 노래를 잘 부르지 못하고 친구들의 노래를 듣고 구경하는 것을 좋아한다고 했습니다. 따라서 글의 내용과 일치하는 것은 C입니다.

### ANSWER
C"
Reading Comprehension-64,Reading Comprehension,C,C,"일본도 한국과 비슷하다는 문장은 한국의 4층 예를 설명한 뒤, 미국과 대조하기 전에 들어가는 것이 자연스럽습니다. 따라서 (다)에 위치해야 합니다.

### ANSWER
C"
Reading Comprehension-65,Reading Comprehension,B,B,"그런데 문제가 하나 있습니다.라는 문장은 앞의 긍정적인 내용을 뒤집어 문제를 소개하는 역할을 합니다. 여자 친구에 대한 좋은 점을 말한 뒤, 교환학생이라서 다음 달에 돌아간다는 문제를 제시하는 (나)에 들어가는 것이 자연스럽습니다.

### ANSWER
B"
Reading Comprehension-66,Reading Comprehension,D,D,"The writer needs a new violin teacher after moving, and specifies lesson times and contact method. This matches ""바이올린 선생님을 찾습니다"" (looking for a violin teacher). The other options do not fit the content.

### ANSWER
D"
Reading Comprehension-445,Reading Comprehension,D,D,"이 글은 자원봉사의 어원, 의미, 개념, 그리고 자선과의 차이점을 설명하고 있습니다. 하지만 자원봉사의 필요성에 대해서는 언급하지 않았습니다. 따라서 본문에서 알 수 없는 내용은 ‘자원봉사의 필요성’입니다.

### ANSWER
D"
Reading Comprehension-446,Reading Comprehension,C,C,"자원봉사는 단순히 남을 돕는 자선과 다르며, 자선처럼 주는 자가 받는 자보다 우월하다는 인식이나 내 이익을 희생한다는 고정 관념과는 거리가 있습니다. 본문은 자원봉사가 봉사하는 자와 받는 자가 동등해지는 평형 장치라고 설명합니다. 따라서 ㉠에 대한 설명으로 적절한 것은 ‘봉사하는 자와 받는 자가 동등하다고 여겨야 한다’입니다.

### ANSWER
C"
