license_name,subject,answer,pred,response
변호사,민사법,C,D,D
변호사,민사법,C,C,C
변호사,민사법,D,D,D
변호사,민사법,D,D,D
관세사,내국소비세법,E,E,E
관세사,내국소비세법,D,D,D
관세사,내국소비세법,C,C,C
관세사,내국소비세법,D,D,D
관세사,내국소비세법,E,E,E
관세사,내국소비세법,B,B,B
관세사,내국소비세법,A,A,A
관세사,내국소비세법,A,A,A
감정평가사,부동산학원론,A,A,A
감정평가사,부동산학원론,B,B,B
감정평가사,부동산학원론,B,C,C
감정평가사,부동산학원론,E,E,E
감정평가사,부동산학원론,C,C,C
감정평가사,부동산학원론,D,D,D
감정평가사,부동산학원론,A,A,A
감정평가사,부동산학원론,D,D,D
공인회계사,경제원론,B,B,B
공인회계사,경제원론,B,B,B
공인회계사,경제원론,C,C,C
공인회계사,경제원론,A,A,A
공인회계사,경제원론,C,C,C
공인회계사,경제원론,D,D,D
공인회계사,경제원론,D,D,D
공인회계사,경제원론,A,A,A
법무사,가족관계의등록등에관한법률,E,E,E
법무사,가족관계의등록등에관한법률,E,D,D
법무사,가족관계의등록등에관한법률,D,D,D
법무사,공탁법,A,C,C
법무사,공탁법,C,C,C
법무사,공탁법,D,D,D
법무사,공탁법,D,D,D
법무사,공탁법,E,E,E
변호사,민사법,A,A,A
변호사,민사법,E,E,E
변호사,민사법,C,C,C
변호사,민사법,C,C,C
변호사,민사법,A,A,A
변호사,민사법,B,B,B
변호사,민사법,A,C,C
변호사,민사법,E,E,E
세무사,세법학개론,D,E,E
세무사,세법학개론,C,B,B
세무사,세법학개론,A,B,B
세무사,세법학개론,A,D,D
세무사,세법학개론,E,C,C
세무사,세법학개론,B,B,B
세무사,세법학개론,D,D,D
세무사,세법학개론,C,C,C
변리사,산업재산권법,D,C,C
변리사,산업재산권법,E,D,D
변리사,산업재산권법,B,B,B
변리사,산업재산권법,C,B,B
변리사,산업재산권법,D,C,C
변리사,민법개론,A,A,A
변리사,민법개론,C,A,A
변리사,민법개론,D,D,D
관세사,내국소비세법,B,B,B
관세사,내국소비세법,A,A,A
관세사,내국소비세법,B,B,B
관세사,내국소비세법,D,D,D
관세사,내국소비세법,C,C,C
관세사,내국소비세법,E,E,E
관세사,내국소비세법,C,C,C
관세사,내국소비세법,C,E,E
한의사,소아과학,E,D,D
한의사,소아과학,D,D,D
한의사,소아과학,B,B,B
한의사,소아과학,D,D,D
한의사,소아과학,B,B,B
한의사,소아과학,B,B,B
한의사,소아과학,D,D,D
한의사,소아과학,E,E,E
감정평가사,부동산학원론,A,A,A
감정평가사,부동산학원론,C,C,C
감정평가사,부동산학원론,B,B,B
감정평가사,부동산학원론,D,D,D
감정평가사,부동산학원론,A,A,A
감정평가사,부동산학원론,B,B,B
감정평가사,부동산학원론,A,A,A
감정평가사,부동산학원론,D,D,D
공인회계사,상법,E,E,E
공인회계사,상법,D,D,D
공인회계사,상법,A,A,A
공인회계사,상법,E,E,E
공인회계사,상법,E,E,E
공인회계사,상법,E,E,E
공인회계사,상법,A,E,E
공인회계사,상법,D,D,D
감정평가사,부동산학원론,C,C,C
감정평가사,부동산학원론,B,B,B
감정평가사,부동산학원론,E,E,E
감정평가사,부동산학원론,C,C,C
감정평가사,부동산학원론,E,E,E
감정평가사,부동산학원론,A,A,A
감정평가사,감정평가관계법규,D,D,D
감정평가사,감정평가관계법규,E,C,C
관세사,내국소비세법,E,B,B
관세사,내국소비세법,D,D,D
관세사,내국소비세법,D,B,B
관세사,내국소비세법,D,D,D
관세사,내국소비세법,B,B,B
관세사,내국소비세법,D,D,D
관세사,내국소비세법,E,E,E
관세사,내국소비세법,B,A,A
한의사,소아과학,D,D,D
한의사,소아과학,D,D,D
한의사,소아과학,E,E,E
한의사,소아과학,A,A,A
한의사,소아과학,A,A,A
한의사,소아과학,D,D,D
한의사,소아과학,A,A,A
한의사,소아과학,C,C,C
변호사,민사법,B,B,B
변호사,민사법,E,E,E
변호사,민사법,D,D,D
변호사,민사법,D,D,D
변호사,민사법,E,D,D
변호사,민사법,B,B,B
변호사,민사법,E,E,E
변호사,민사법,D,C,C
한의사,소아과학,A,A,A
한의사,소아과학,C,C,C
한의사,예방의학,C,C,C
한의사,예방의학,A,A,A
한의사,예방의학,B,B,B
한의사,예방의학,B,B,B
한의사,예방의학,E,E,E
한의사,예방의학,C,C,C
감정평가사,감정평가관계법규,D,D,D
감정평가사,감정평가관계법규,A,D,D
감정평가사,감정평가관계법규,C,C,C
감정평가사,감정평가관계법규,A,A,A
감정평가사,감정평가관계법규,B,B,B
감정평가사,감정평가관계법규,C,E,E
감정평가사,감정평가관계법규,B,B,B
감정평가사,감정평가관계법규,C,C,C
공인회계사,상법,B,B,B
공인회계사,상법,D,A,A
공인회계사,상법,B,B,B
공인회계사,상법,B,A,A
공인회계사,상법,C,C,C
공인회계사,상법,A,A,A
공인회계사,상법,A,A,A
공인회계사,상법,E,E,E
한의사,예방의학,C,C,C
한의사,예방의학,B,B,B
한의사,예방의학,D,D,D
한의사,예방의학,A,A,A
한의사,예방의학,E,E,E
한의사,예방의학,C,C,C
한의사,예방의학,D,D,D
한의사,예방의학,D,D,D
한의사,예방의학,A,A,A
한의사,예방의학,E,E,E
한의사,예방의학,E,E,E
한의사,예방의학,E,E,E
한의사,예방의학,B,B,B
한의사,예방의학,B,B,B
한의사,예방의학,D,D,D
한의사,한방생리학,C,C,C
관세사,내국소비세법,A,D,D
관세사,회계학,A,A,A
관세사,회계학,E,E,E
관세사,회계학,D,D,D
관세사,회계학,A,A,A
관세사,회계학,A,A,A
관세사,회계학,C,C,C
관세사,회계학,E,E,E
변리사,민법개론,E,E,E
변리사,민법개론,A,A,A
변리사,민법개론,B,D,D
변리사,민법개론,C,E,E
변리사,민법개론,A,A,A
변리사,민법개론,E,D,D
변리사,민법개론,D,B,B
변리사,민법개론,C,C,C
세무사,세법학개론,B,C,C
세무사,세법학개론,A,E,E
세무사,세법학개론,B,C,C
세무사,세법학개론,A,C,C
세무사,세법학개론,E,E,E
세무사,세법학개론,C,B,B
세무사,세법학개론,A,A,A
세무사,세법학개론,E,E,E
변호사,민사법,A,A,A
변호사,민사법,B,B,B
변호사,민사법,D,D,D
변호사,민사법,A,C,C
변호사,형사법,D,D,D
변호사,형사법,B,B,B
변호사,형사법,C,E,E
변호사,형사법,A,B,B
관세사,회계학,D,D,D
관세사,회계학,B,B,B
관세사,회계학,B,B,B
관세사,회계학,C,C,C
관세사,회계학,A,A,A
관세사,회계학,D,D,D
관세사,회계학,E,E,E
관세사,회계학,C,B,B
한의사,한방생리학,C,C,C
한의사,한방생리학,A,A,A
한의사,한방생리학,A,A,A
한의사,한방생리학,C,C,C
한의사,한방생리학,B,B,B
한의사,한방생리학,A,A,A
한의사,한방생리학,C,C,C
한의사,한방생리학,A,A,A
한의사,한방생리학,A,A,A
한의사,한방생리학,A,A,A
한의사,한방생리학,E,E,E
한의사,한방생리학,B,B,B
한의사,한방생리학,D,D,D
한의사,한방생리학,E,E,E
한의사,한방생리학,E,E,E
한의사,본초학,C,C,C
관세사,회계학,C,C,C
관세사,회계학,B,B,B
관세사,회계학,B,B,B
관세사,회계학,C,C,C
관세사,회계학,E,E,E
관세사,회계학,D,D,D
관세사,회계학,D,D,D
관세사,회계학,E,E,E
법무사,공탁법,D,C,C
법무사,공탁법,D,D,D
법무사,공탁법,B,C,C
법무사,공탁법,A,A,A
법무사,공탁법,E,C,C
법무사,공탁법,B,C,C
법무사,공탁법,A,A,A
법무사,공탁법,C,C,C
감정평가사,감정평가관계법규,D,D,D
감정평가사,감정평가관계법규,D,E,E
감정평가사,감정평가관계법규,E,E,E
감정평가사,감정평가관계법규,E,E,E
감정평가사,감정평가관계법규,B,B,B
감정평가사,감정평가관계법규,D,D,D
감정평가사,감정평가관계법규,E,E,E
감정평가사,감정평가관계법규,B,B,B
공인회계사,상법,E,E,E
공인회계사,상법,D,D,D
공인회계사,상법,D,D,D
공인회계사,상법,A,A,A
공인회계사,상법,C,C,C
공인회계사,상법,D,D,D
공인회계사,상법,B,B,B
공인회계사,상법,B,C,C
한의사,본초학,B,B,B
한의사,본초학,C,C,C
한의사,본초학,B,B,B
한의사,본초학,E,A,A
한의사,본초학,E,D,D
한의사,본초학,D,D,D
한의사,본초학,B,B,B
한의사,본초학,A,A,A
관세사,회계학,C,C,C
관세사,회계학,A,A,A
관세사,회계학,E,E,E
관세사,회계학,D,D,D
관세사,회계학,A,A,A
관세사,회계학,B,C,C
관세사,회계학,D,D,D
관세사,회계학,B,E,E
관세사,회계학,C,E,E
관세사,회계학,B,B,B
관세사,회계학,C,C,C
관세사,회계학,E,E,E
관세사,회계학,C,C,C
관세사,회계학,B,B,B
관세사,회계학,A,A,A
관세사,회계학,D,D,D
한의사,본초학,D,D,D
한의사,본초학,A,A,A
한의사,본초학,B,B,B
한약사,한약학기초,D,D,D
한약사,한약학기초,B,B,B
한약사,한약학기초,B,B,B
한약사,한약학기초,B,B,B
한약사,한약학기초,E,E,E
변리사,민법개론,C,C,C
변리사,민법개론,E,C,C
변리사,민법개론,C,D,D
변리사,민법개론,B,B,B
변리사,민법개론,D,D,D
변리사,민법개론,D,D,D
변리사,민법개론,A,A,A
변리사,민법개론,E,D,D
세무사,세법학개론,D,B,B
세무사,세법학개론,A,A,A
세무사,세법학개론,E,E,E
세무사,세법학개론,D,D,D
세무사,세법학개론,C,C,C
세무사,세법학개론,E,E,E
세무사,세법학개론,B,C,C
세무사,세법학개론,D,A,A
치과의사,영상치의학/구강내과학/구강병리학,D,B,B
치과의사,영상치의학/구강내과학/구강병리학,C,C,C
치과의사,영상치의학/구강내과학/구강병리학,E,E,E
치과의사,영상치의학/구강내과학/구강병리학,E,E,E
치과의사,영상치의학/구강내과학/구강병리학,C,C,C
치과의사,영상치의학/구강내과학/구강병리학,C,C,C
치과의사,영상치의학/구강내과학/구강병리학,B,B,B
치과의사,영상치의학/구강내과학/구강병리학,A,A,A
공인회계사,상법,E,E,E
공인회계사,상법,C,C,C
공인회계사,상법,C,B,B
공인회계사,상법,D,D,D
공인회계사,상법,A,A,A
공인회계사,상법,D,D,D
공인회계사,상법,B,B,B
공인회계사,상법,C,C,C
치과의사,영상치의학/구강내과학/구강병리학,B,B,B
치과의사,영상치의학/구강내과학/구강병리학,B,B,B
치과의사,영상치의학/구강내과학/구강병리학,A,A,A
치과의사,치과보철학,C,C,C
치과의사,치과보철학,C,C,C
치과의사,치과보철학,C,D,D
치과의사,치과보철학,B,B,B
치과의사,치과보철학,E,E,E
변리사,민법개론,E,E,E
변리사,민법개론,D,D,D
변리사,민법개론,B,B,B
변리사,민법개론,A,D,D
변리사,민법개론,B,B,B
변리사,민법개론,B,A,A
변리사,민법개론,B,B,B
변리사,민법개론,C,C,C
감정평가사,감정평가관계법규,B,B,B
감정평가사,감정평가관계법규,C,C,C
감정평가사,감정평가관계법규,A,A,A
감정평가사,감정평가관계법규,C,C,C
감정평가사,감정평가관계법규,A,E,E
감정평가사,감정평가관계법규,E,E,E
감정평가사,감정평가관계법규,C,B,B
감정평가사,감정평가관계법규,B,B,B
법무사,공탁법,C,C,C
법무사,공탁법,C,C,C
법무사,공탁법,B,C,C
법무사,공탁법,D,B,B
법무사,공탁법,A,C,C
법무사,공탁법,E,C,C
법무사,공탁법,D,D,D
법무사,민법,C,C,C
감정평가사,감정평가관계법규,C,C,C
감정평가사,감정평가관계법규,E,E,E
감정평가사,감정평가관계법규,D,C,C
감정평가사,감정평가관계법규,A,A,A
감정평가사,감정평가관계법규,E,E,E
감정평가사,감정평가관계법규,E,E,E
감정평가사,감정평가관계법규,A,A,A
감정평가사,감정평가관계법규,B,D,D
세무사,세법학개론,A,E,E
세무사,세법학개론,A,D,D
세무사,세법학개론,E,E,E
세무사,세법학개론,E,E,E
세무사,세법학개론,B,C,C
세무사,세법학개론,B,B,B
세무사,세법학개론,E,E,E
세무사,세법학개론,D,D,D
치과의사,치과보철학,C,C,C
치과의사,치과보철학,B,B,B
치과의사,치과보철학,A,A,A
치과의사,치과보철학,A,A,A
치과의사,치과보철학,E,E,E
치과의사,치과보철학,B,B,B
치과의사,치과보철학,E,E,E
치과의사,치과보철학,D,E,E
공인회계사,상법,C,C,C
공인회계사,상법,B,B,B
공인회계사,상법,C,C,C
공인회계사,상법,C,C,C
공인회계사,상법,A,A,A
공인회계사,상법,B,B,B
공인회계사,상법,A,A,A
공인회계사,상법,E,E,E
감정평가사,감정평가관계법규,D,D,D
감정평가사,감정평가관계법규,B,B,B
감정평가사,감정평가관계법규,D,D,D
감정평가사,감정평가관계법규,D,D,D
감정평가사,감정평가관계법규,D,D,D
감정평가사,감정평가관계법규,A,C,C
감정평가사,회계학,B,B,B
감정평가사,회계학,B,B,B
치과의사,치과보철학,D,D,D
치과의사,치과보철학,E,E,E
치과의사,치과보철학,C,C,C
치과의사,치과보철학,A,D,D
치과의사,치과보철학,D,B,B
치과의사,치과보철학,E,C,C
치과의사,치과보철학,C,C,C
치과의사,치과보철학,B,B,B
세무사,세법학개론,E,D,D
세무사,세법학개론,E,E,E
세무사,세법학개론,D,C,C
세무사,세법학개론,C,C,C
세무사,세법학개론,B,B,B
세무사,세법학개론,C,C,C
세무사,세법학개론,B,B,B
세무사,세법학개론,D,D,D
치과의사,치과보철학,A,A,A
치과의사,치과보철학,B,A,A
치과의사,치과보철학,D,D,D
치과의사,치과보철학,D,D,D
치과의사,치과보철학,E,E,E
치과의사,치과보철학,D,D,D
치과의사,치과보철학,B,B,B
치과의사,치과보철학,C,B,B
변리사,민법개론,C,E,E
변리사,민법개론,D,D,D
변리사,민법개론,D,A,A
변리사,민법개론,B,B,B
변리사,민법개론,E,E,E
변리사,민법개론,A,A,A
변리사,민법개론,A,A,A
변리사,민법개론,A,A,A
변호사,형사법,D,D,D
변호사,형사법,A,C,C
변호사,형사법,A,A,A
변호사,형사법,B,B,B
변호사,형사법,D,C,C
변호사,형사법,E,E,E
변호사,형사법,E,E,E
변호사,형사법,C,C,C
공인회계사,세법개론,B,D,D
공인회계사,세법개론,A,A,A
공인회계사,세법개론,C,D,D
공인회계사,세법개론,D,E,E
공인회계사,세법개론,B,E,E
공인회계사,세법개론,B,B,B
공인회계사,세법개론,C,D,D
공인회계사,세법개론,E,E,E
감정평가사,회계학,D,D,D
감정평가사,회계학,B,B,B
감정평가사,회계학,A,A,A
감정평가사,회계학,A,A,A
감정평가사,회계학,E,E,E
감정평가사,회계학,B,B,B
감정평가사,회계학,D,D,D
감정평가사,회계학,C,C,C
법무사,민법,E,B,B
법무사,민법,D,D,D
법무사,민법,A,A,A
법무사,민법,C,C,C
법무사,민법,A,A,A
법무사,민법,D,A,A
법무사,민법,C,C,C
법무사,민법,E,E,E
치과의사,치과보철학,D,D,D
치과의사,치과보철학,B,B,B
치과의사,소아치과학/치과교정학,C,C,C
치과의사,소아치과학/치과교정학,B,C,C
치과의사,소아치과학/치과교정학,D,D,D
치과의사,소아치과학/치과교정학,D,D,D
치과의사,소아치과학/치과교정학,E,E,E
치과의사,소아치과학/치과교정학,E,E,E
치과의사,소아치과학/치과교정학,D,B,B
치과의사,소아치과학/치과교정학,B,B,B
치과의사,소아치과학/치과교정학,D,D,D
치과의사,소아치과학/치과교정학,E,E,E
치과의사,소아치과학/치과교정학,E,E,E
치과의사,소아치과학/치과교정학,C,C,C
치과의사,소아치과학/치과교정학,A,A,A
치과의사,소아치과학/치과교정학,A,A,A
감정평가사,회계학,D,D,D
감정평가사,회계학,D,B,B
감정평가사,회계학,D,D,D
감정평가사,회계학,E,E,E
감정평가사,회계학,A,A,A
감정평가사,회계학,E,E,E
감정평가사,회계학,E,E,E
감정평가사,회계학,C,C,C
법무사,민법,B,B,B
법무사,민법,B,B,B
법무사,민법,C,C,C
법무사,민법,A,B,B
법무사,민법,A,D,D
법무사,민법,B,B,B
법무사,민법,C,E,E
법무사,민법,C,C,C
변호사,형사법,D,D,D
변호사,형사법,E,D,D
변호사,형사법,D,B,B
변호사,형사법,E,E,E
변호사,형사법,C,E,E
변호사,형사법,B,B,B
변호사,형사법,C,C,C
변호사,형사법,E,E,E
감정평가사,회계학,A,A,A
감정평가사,회계학,A,A,A
감정평가사,회계학,A,A,A
감정평가사,회계학,C,C,C
감정평가사,회계학,C,C,C
감정평가사,회계학,D,D,D
감정평가사,회계학,B,B,B
감정평가사,회계학,E,E,E
치과의사,소아치과학/치과교정학,E,E,E
치과의사,소아치과학/치과교정학,C,C,C
치과의사,소아치과학/치과교정학,B,B,B
치과의사,소아치과학/치과교정학,D,D,D
치과의사,소아치과학/치과교정학,D,D,D
치과의사,소아치과학/치과교정학,C,C,C
치과의사,소아치과학/치과교정학,A,A,A
치과의사,소아치과학/치과교정학,A,A,A
변리사,민법개론,D,A,A
변리사,민법개론,E,C,C
변리사,민법개론,E,E,E
변리사,민법개론,C,C,C
변리사,민법개론,D,A,A
변리사,자연과학개론,D,D,D
변리사,자연과학개론,B,B,B
변리사,자연과학개론,C,C,C
치과의사,소아치과학/치과교정학,D,C,C
치과의사,소아치과학/치과교정학,A,A,A
치과의사,소아치과학/치과교정학,B,B,B
치과의사,소아치과학/치과교정학,D,D,D
치과의사,소아치과학/치과교정학,E,E,E
치과의사,소아치과학/치과교정학,A,A,A
치과의사,소아치과학/치과교정학,B,B,B
치과의사,소아치과학/치과교정학,B,B,B
법무사,민법,D,D,D
법무사,민법,B,B,B
법무사,민법,A,A,A
법무사,민법,D,D,D
법무사,민법,B,B,B
법무사,민법,B,D,D
법무사,민법,D,D,D
법무사,민법,C,C,C
치과의사,소아치과학/치과교정학,A,A,A
치과의사,소아치과학/치과교정학,E,E,E
치과의사,소아치과학/치과교정학,D,D,D
치과의사,영상치의학/구강내과학/구강병리학,E,E,E
치과의사,영상치의학/구강내과학/구강병리학,C,C,C
치과의사,영상치의학/구강내과학/구강병리학,B,B,B
치과의사,영상치의학/구강내과학/구강병리학,D,D,D
치과의사,치과재료학/구강생물학,E,E,E
변리사,자연과학개론,C,C,C
변리사,자연과학개론,E,E,E
변리사,자연과학개론,D,B,B
변리사,자연과학개론,D,B,B
변리사,자연과학개론,E,E,E
변리사,자연과학개론,E,E,E
변리사,자연과학개론,A,B,B
변리사,자연과학개론,A,A,A
변호사,형사법,C,C,C
변호사,형사법,A,B,B
변호사,형사법,A,B,B
변호사,형사법,E,E,E
변호사,형사법,A,A,A
변호사,형사법,E,E,E
변호사,형사법,E,E,E
변호사,형사법,E,D,D
감정평가사,회계학,A,A,A
감정평가사,회계학,D,D,D
감정평가사,회계학,C,C,C
감정평가사,회계학,D,D,D
감정평가사,회계학,A,A,A
감정평가사,회계학,D,D,D
감정평가사,회계학,C,B,B
감정평가사,회계학,E,E,E
치과의사,치과재료학/구강생물학,E,E,E
치과의사,치과재료학/구강생물학,A,A,A
치과의사,치과재료학/구강생물학,A,A,A
치과의사,치과재료학/구강생물학,A,A,A
치과의사,치과재료학/구강생물학,A,A,A
치과의사,치과재료학/구강생물학,A,A,A
치과의사,치과재료학/구강생물학,B,B,B
치과의사,치과재료학/구강생물학,C,C,C
변리사,자연과학개론,B,B,B
변리사,자연과학개론,C,C,C
변리사,자연과학개론,E,E,E
변리사,자연과학개론,E,E,E
변리사,자연과학개론,C,C,C
변리사,자연과학개론,A,A,A
변리사,자연과학개론,B,B,B
변리사,자연과학개론,A,A,A
감정평가사,회계학,D,D,D
감정평가사,회계학,B,B,B
감정평가사,회계학,E,E,E
감정평가사,회계학,B,B,B
공인노무사,노동법1,A,A,A
공인노무사,노동법1,B,B,B
공인노무사,노동법1,D,D,D
공인노무사,노동법1,B,B,B
치과의사,치과재료학/구강생물학,D,D,D
치과의사,치과재료학/구강생물학,D,D,D
치과의사,치과재료학/구강생물학,E,E,E
치과의사,치과재료학/구강생물학,E,E,E
치과의사,치과재료학/구강생물학,B,B,B
치과의사,치과재료학/구강생물학,A,A,A
치과의사,치과재료학/구강생물학,B,B,B
치과의사,치과재료학/구강생물학,D,D,D
법무사,민법,D,D,D
법무사,민법,A,A,A
법무사,민법,C,C,C
법무사,민법,B,B,B
법무사,민법,B,B,B
법무사,민법,A,A,A
법무사,민법,D,D,D
법무사,민법,E,E,E
변리사,자연과학개론,E,E,E
변리사,자연과학개론,C,C,C
변리사,자연과학개론,B,B,B
변리사,자연과학개론,B,B,B
변리사,자연과학개론,D,D,D
변리사,자연과학개론,A,A,A
변리사,자연과학개론,B,B,B
변리사,자연과학개론,D,D,D
치과의사,치과재료학/구강생물학,B,B,B
치과의사,치과재료학/구강생물학,C,C,C
치과의사,치과재료학/구강생물학,E,E,E
치과의사,치과재료학/구강생물학,E,E,E
치과의사,치과재료학/구강생물학,C,C,C
치과의사,치과재료학/구강생물학,B,B,B
치과의사,치과재료학/구강생물학,D,D,D
치과의사,치과재료학/구강생물학,A,A,A
한약사,한약학기초,E,E,E
한약사,한약학기초,D,D,D
한약사,한약학기초,D,D,D
한약사,한약학기초,A,A,A
한약사,한약학기초,A,A,A
한약사,한약학기초,B,B,B
한약사,한약학기초,C,C,C
한약사,한약학기초,A,A,A
변리사,자연과학개론,C,C,C
변리사,자연과학개론,E,E,E
변리사,자연과학개론,E,E,E
약사,생명약학,A,A,A
약사,생명약학,C,C,C
약사,생명약학,D,D,D
약사,생명약학,E,E,E
약사,생명약학,C,C,C
치과의사,치과재료학/구강생물학,D,D,D
치과의사,치과재료학/구강생물학,D,D,D
치과의사,치과재료학/구강생물학,C,C,C
치과의사,치과재료학/구강생물학,C,C,C
치과의사,치과재료학/구강생물학,E,E,E
치과의사,치과재료학/구강생물학,C,C,C
치과의사,치과재료학/구강생물학,D,D,D
치과의사,치과재료학/구강생물학,D,D,D
한약사,한약학기초,E,E,E
한약사,한약학기초,E,E,E
한약사,한약학기초,E,E,E
한약사,한약학기초,C,C,C
한약사,한약학기초,D,D,D
한약사,한약학기초,A,A,A
한약사,한약학기초,D,D,D
한약사,한약학기초,C,C,C
약사,생명약학,A,A,A
약사,생명약학,B,B,B
약사,생명약학,E,E,E
약사,생명약학,B,B,B
약사,생명약학,B,B,B
약사,생명약학,A,A,A
약사,생명약학,A,A,A
약사,생명약학,C,C,C
치과의사,치과재료학/구강생물학,E,E,E
치과의사,치과재료학/구강생물학,A,A,A
치과의사,치과재료학/구강생물학,E,E,E
치과의사,치과재료학/구강생물학,C,C,C
치과의사,치과재료학/구강생물학,E,E,E
치과의사,치과재료학/구강생물학,C,C,C
치과의사,영상치의학/구강내과학/구강병리학,E,E,E
치과의사,영상치의학/구강내과학/구강병리학,C,C,C
약사,생명약학,E,E,E
약사,생명약학,D,D,D
약사,생명약학,E,E,E
약사,생명약학,E,E,E
약사,생명약학,B,B,B
약사,생명약학,B,B,B
약사,생명약학,A,A,A
약사,생명약학,D,D,D
한약사,한약학기초,B,B,B
한약사,한약학기초,E,E,E
한약사,한약학기초,B,B,B
한약사,한약학기초,E,E,E
한약사,한약학기초,A,A,A
한약사,한약학기초,D,D,D
한약사,한약학기초,C,C,C
한약사,한약학기초,E,E,E
공인회계사,세법개론,B,B,B
공인회계사,세법개론,D,D,D
공인회계사,세법개론,D,E,E
공인회계사,세법개론,E,E,E
공인회계사,세법개론,A,A,A
공인회계사,세법개론,A,D,D
공인회계사,세법개론,A,A,A
공인회계사,세법개론,B,B,B
약사,생명약학,E,E,E
약사,생명약학,C,C,C
약사,생명약학,B,B,B
약사,생명약학,E,E,E
약사,생명약학,B,B,B
약사,생명약학,E,E,E
약사,생명약학,D,D,D
약사,생명약학,A,A,A
치과의사,영상치의학/구강내과학/구강병리학,A,A,A
치과의사,영상치의학/구강내과학/구강병리학,E,E,E
치과의사,영상치의학/구강내과학/구강병리학,E,E,E
치과의사,치주과학/구강보건학,D,D,D
치과의사,치주과학/구강보건학,A,A,A
치과의사,치주과학/구강보건학,A,A,A
치과의사,치주과학/구강보건학,C,C,C
치과의사,치주과학/구강보건학,B,B,B
한약사,한약학기초,D,D,D
한약사,한약학기초,B,B,B
한약사,한약학기초,D,D,D
한약사,한약학기초,A,A,A
한약사,한약학기초,E,E,E
한약사,한약학기초,E,E,E
한약사,한약학기초,E,E,E
한약사,한약학기초,B,B,B
약사,생명약학,E,E,E
약사,생명약학,B,B,B
약사,생명약학,D,D,D
약사,생명약학,C,C,C
약사,생명약학,C,C,C
약사,생명약학,A,A,A
약사,생명약학,C,C,C
약사,생명약학,C,C,C
법무사,민법,C,D,D
법무사,민법,D,E,E
법무사,민법,C,C,C
법무사,민법,C,D,D
법무사,민법,C,C,C
법무사,민법,D,E,E
법무사,민법,E,E,E
법무사,민사집행법,D,D,D
세무사,회계학개론,C,C,C
세무사,회계학개론,B,C,C
세무사,회계학개론,A,A,A
세무사,회계학개론,E,E,E
세무사,회계학개론,E,D,D
세무사,회계학개론,B,B,B
세무사,회계학개론,D,D,D
세무사,회계학개론,A,A,A
공인노무사,노동법1,C,C,C
공인노무사,노동법1,D,D,D
공인노무사,노동법1,B,C,C
공인노무사,노동법1,C,C,C
공인노무사,노동법1,B,B,B
공인노무사,노동법1,A,A,A
공인노무사,노동법1,E,E,E
공인노무사,노동법1,D,D,D
한약사,한약학기초,C,C,C
한약사,한약학기초,E,E,E
한약사,한약학기초,E,E,E
한약사,한약학기초,A,A,A
한약사,한약학기초,B,B,B
한약사,한약학기초,A,A,A
한약사,한약학기초,B,B,B
한약사,한약학기초,A,A,A
치과의사,치주과학/구강보건학,D,D,D
치과의사,치주과학/구강보건학,C,C,C
치과의사,치주과학/구강보건학,E,E,E
치과의사,치주과학/구강보건학,A,D,D
치과의사,치주과학/구강보건학,D,D,D
치과의사,치주과학/구강보건학,D,D,D
치과의사,치주과학/구강보건학,E,E,E
치과의사,치주과학/구강보건학,A,A,A
약사,생명약학,A,A,A
약사,생명약학,E,E,E
약사,생명약학,B,B,B
약사,생명약학,E,E,E
약사,생명약학,C,C,C
약사,생명약학,C,C,C
약사,생명약학,E,E,E
약사,생명약학,C,C,C
세무사,회계학개론,E,E,E
세무사,회계학개론,D,D,D
세무사,회계학개론,D,D,D
세무사,회계학개론,D,D,D
세무사,회계학개론,E,E,E
세무사,회계학개론,D,D,D
세무사,회계학개론,A,A,A
세무사,회계학개론,A,A,A
공인노무사,노동법1,C,C,C
공인노무사,노동법1,A,A,A
공인노무사,노동법1,C,C,C
공인노무사,노동법1,B,E,E
공인노무사,노동법1,D,D,D
공인노무사,노동법1,E,E,E
공인노무사,노동법1,E,E,E
공인노무사,노동법1,E,E,E
한약사,한약학기초,B,B,B
한약사,한약학기초,B,B,B
한약사,한약학기초,A,A,A
한약사,한약학기초,B,B,B
한약사,한약학기초,E,E,E
한약사,한약학기초,D,D,D
한약사,한약학기초,C,C,C
한약사,한약학기초,B,B,B
약사,생명약학,D,D,D
약사,생명약학,C,C,C
약사,생명약학,A,A,A
약사,생명약학,A,A,A
약사,생명약학,D,D,D
약사,생명약학,D,D,D
약사,생명약학,D,D,D
약사,생명약학,A,A,A
치과의사,치주과학/구강보건학,B,B,B
치과의사,치주과학/구강보건학,E,E,E
치과의사,치주과학/구강보건학,E,E,E
치과의사,치주과학/구강보건학,A,C,C
치과의사,치주과학/구강보건학,B,B,B
치과의사,치주과학/구강보건학,B,B,B
치과의사,치주과학/구강보건학,E,E,E
치과의사,치주과학/구강보건학,C,E,E
세무사,회계학개론,B,B,B
세무사,회계학개론,D,C,C
세무사,회계학개론,A,A,A
세무사,회계학개론,B,B,B
세무사,회계학개론,C,C,C
세무사,회계학개론,C,C,C
세무사,회계학개론,D,D,D
세무사,회계학개론,B,D,D
한약사,한약학기초,D,D,D
한약사,한약학기초,A,A,A
한약사,한약학기초,B,B,B
한약사,한약학기초,D,D,D
한약사,한약학기초,B,B,B
한약사,한약학기초,C,C,C
한약사,한약학기초,E,E,E
