qid,category,subcategory,level,answer,pred,response
56,Pragmatics,Speech Acts,2,I,I,"'벌점을 주겠어'는 화자가 자신의 미래 행동을 약속(경고성 약속)하는 표현입니다. 이와 같이 화자 자신이 앞으로 할 행동을 약속하는 표현은 '내달 중으로 보고드리겠습니다'입니다.

### ANSWER
I"
57,Syntax,Argument Structure & Valency,2,G,G,"G의 '뒤집히다'는 피동사로 주어(달걀프라이가) 하나만을 필수 성분으로 요구하는 한 자리 서술어입니다. 나머지는 대부분 주어와 목적어(또는 부사어)를 요구하는 두 자리 이상의 서술어입니다.

### ANSWER
G"
58,Pragmatics,Implicature,2,J,J,"갑이 손목시계를 보며 앉아 있다가 을이 나타나자 “지금 시간이 몇 시지?”라고 묻는 것은 단순한 시각 확인 질문이 아니라 을이 약속 시간보다 늦게 나타났음을 암시하는 발화이며, 을의 “죄송합니다”는 이를 이해하고 지각에 대해 사과하는 반응이다. 따라서 이 질문은 문자적 의미 이상의 함축, 즉 을이 예정된 시간과 다르게(늦게) 나타났음을 지적하는 기능을 한다.

### ANSWER
J"
59,Pragmatics,Implicature,1,I,I,"을이 각 대답을 통해 부정의 의미를 함축하는지 살펴보면, 대부분은 우회적으로 ""아니오""를 의미합니다. 하지만 I의 ""내가 언제 밥때 거르는 것 봤니?""는 반문법을 이용해 ""항상 챙겨 먹는다""는 긍정의 의미를 강조하는 표현으로, 부정의 답이 아닙니다.

### ANSWER
I"
569,Syntax,Agreement,2,H,H,"<보기>의 ""고객님께 여쭤봐""는 행위의 대상(객체)인 '고객님'을 높이기 위해 조사 '께'와 특수 어휘(여쭈다)를 사용한 **객체 높임법**입니다. 이와 같은 방식으로 행위의 대상을 조사 '께'로 표시하며 높이는 문장은 H번 ""교수님께 꾀병을 보고했던 일은 전설이었지.""로, '교수님'이라는 대상을 '께'로 표시하여 객체를 높이는 구조가 동일합니다.

### ANSWER
H"
570,Syntax,Agreement,2,G,G,"<보기>의 '모셨다'는 목적어(어머니)를 높이는 객체 높임법입니다. G의 '인사드려'에서 '드리다'는 부사어(간호사님)를 높이는 객체 높임 표현으로 동일한 종류의 높임법입니다.

### ANSWER
G"
571,Syntax,Agreement,2,G,G,"G의 '엉겨들었다'는 '엉기다'에 '-들다'가 결합한 형태로, 사동 접미사가 붙지 않은 자동사 표현입니다. 나머지는 모두 '-이-, -히-, -리-, -우-' 등의 사동 접미사가 포함되어 사동의 의미를 나타냅니다.

### ANSWER
G"
572,Syntax,Agreement,2,J,J,"J의 '기재되었다'는 '기재하다'에 피동 접사 '-되다'가 결합한 피동 표현으로, 사동 표현이 아니다. 나머지는 모두 사동 접사(-이-, -히-, -기-, -우- 등)가 결합된 사동사이다.

### ANSWER
J"
60,Syntax,Argument Structure & Valency,1,B,B,"E는 '~에 육박하다'로 두 자리, 대부분은 두세 자리 서술어이지만 B의 '다운되다'는 주어 하나만 요구하는 한 자리 서술어입니다. '익명의 해커에 의해'는 필수 논항이 아니라 부가어이므로 자릿수에 포함되지 않습니다.

### ANSWER
B"
61,Pragmatics,Implicature,1,A,A,"### ANSWER
A"
62,Syntax,Argument Structure & Valency,3,I,I,"'뜨개질했다'는 '(누가) 뜨개질하다'처럼 주어 하나만 필수로 요구하는 한 자리 서술어이며, '털실로'는 부가적인 부사어일 뿐입니다. 다른 문항들은 대부분 주어와 목적어(또는 필수 부사어)를 요구하는 두 자리 이상의 서술어입니다.

### ANSWER
I"
63,Pragmatics,Implicature,1,A,A,"A

### ANSWER
A"
207,Pragmatics,Deixis & Reference,3,I,E,"지문 속 정황을 보면, 갑이 지연을 찾던 '거기'는 을이 있는 곳이며, 을이 세탁기를 돌리고 있다는 점에서 그곳은 을의 집임을 알 수 있다. 이후 을이 ""친구랑 영화관 간다고 했는데 아직 집에 안 들어왔어?""라고 말한 '집' 역시 지연과 을이 함께 사는 집, 즉 '거기'와 동일한 장소를 가리킨다. 따라서 E는 '집'과 '거기'가 다른 곳이라고 진술하지만 실제로는 같은 곳이므로 거짓이며, 나머지 진술들은 모두 참이다.

### ANSWER
E"
208,Syntax,Ellipsis,3,I,I,"첫 음절 '기'는 일본어 표기법상 어두에서만 사용되는 표기로, 어중에서는 아770음 규칙에 따라 격음 '키'로 표기됩니다. 즉 '기'가 어중에서도 그대로 유지된다는 설명은 표기 규칙과 맞지 않습니다.

### ANSWER
I"
209,Semantics,Conjunctions,2,F,F,"F

### ANSWER
F"
210,Semantics,Conjunctions,3,I,I,"빈칸 앞 문장은 마감 기한이 급박함을 알리고, 뒤 문장은 그로 인해 급하게 준비를 시작한 결과를 보여주므로 인과 관계를 나타내는 접속어가 필요하다. ""반면""은 대조를 나타내 문맥에 맞지 않고, ""그래서""가 인과관계를 자연스럽게 연결한다.

### ANSWER
I"
573,Syntax,Agreement,1,G,G,"사동 표현은 주로 '-이/히/기/우' 등의 접사가 붙어 만들어집니다. G의 '지탱했다'는 '지탱하다'라는 본래 타동사로, 사동 접사가 결합된 형태가 아니라 단순한 타동사입니다. 나머지는 모두 피동/사동 접사(-리-, -기-, -우-, -히- 등)가 붙어 사동의 의미를 나타냅니다.

### ANSWER
G"
574,Syntax,Agreement,2,F,F,"F는 '발견되다'로 피동 표현이며, 사동사가 아닙니다. 나머지는 모두 '-기-', '-이-', '-히-', '-추-' 등의 사동 접미사가 결합된 사동 표현입니다.

### ANSWER
F"
575,Syntax,Agreement,2,I,I,"""무릎을 꿇렸다""는 '꿇다'의 사동사 '꿇리다'가 쓰인 것으로, 왕이 신하로 하여금 무릎을 꿇게 한 것이므로 사동 표현이지 피동 표현이 아닙니다. 나머지는 모두 '-리다/-이다/-히다/-기다' 등의 피동 접사가 결합된 피동 표현입니다.

### ANSWER
I"
576,Syntax,Agreement,1,J,J,"J의 '마땅찮다'는 피동 표현이 아니라 형용사(마음에 들지 않음을 나타내는 상태)로, 피동 접미사나 피동 구성이 사용되지 않았습니다. 나머지는 모두 '-이-', '-히-', '-리-', '-기-' 등의 피동 표현이 포함되어 있습니다.

### ANSWER
J"
577,Syntax,Agreement,1,B,B,"B는 ""잡아당긴다""로 능동 표현이며, 다른 문장들은 모두 '-이-, -히-, -리-, -기-' 등의 피동 접미사가 사용된 피동 표현입니다.

### ANSWER
B"
578,Semantics,Semantic Compatibility,1,G,G,"G는 ""퇴근길에 사과 씨앗에 들렀다""로, '씨앗'이라는 명사에 '들르다'라는 동사가 어울리지 않아 의미가 통하지 않습니다. 아마 '사과 가게'와 같은 장소 명사가 와야 자연스러운데, '씨앗'은 장소가 아니므로 문장이 어색합니다.

### ANSWER
G"
579,Semantics,Semantic Compatibility,1,A,A,"""헬스장""은 건물/장소이므로 눈속을 달릴 수 있는 주체가 될 수 없어 문맥상 어색합니다. 아마도 ""사람"" 등이 들어가야 할 자리에 잘못된 명사가 사용된 경우입니다.

### ANSWER
A"
580,Semantics,Semantic Compatibility,2,H,H,"선거용지가 창문을 두드린다는 표현은 논리적으로나 의미적으로 성립하지 않는 어색한 문장입니다. 다른 문장들은 은유적이거나 자연스러운 표현이지만, H는 주체와 행위 간의 관계가 부자연스럽습니다.

### ANSWER
H"
64,Syntax,Argument Structure & Valency,3,D,D,"한 자리 서술어는 주어만을 필수 성분으로 요구하는 서술어입니다. '퍼붓다'는 비, 눈 등의 자연현상을 나타내는 동사로 주어(비가)만 필수적으로 요구하며, '전국에'는 필수 부사어가 아니라 부가적 성분(수의적 부사어)입니다. 다른 선택지들의 서술어(동의하다, 연구하다, 임명하다, 켜다, 파고들다, 신청하다, 지시하다, 반납하다, 누리다)는 모두 주어 외에 목적어나 필수 부사어를 요구하는 두 자리 이상의 서술어입니다.

### ANSWER
D"
65,Pragmatics,Implicature,2,J,J,"나머지 응답들은 모두 ""빨리 갈 수 없다""는 거절의 의미를 담고 있지만, J는 손잡이를 잡으라며 실제로 속도를 높여주겠다는 승낙의 의미를 담고 있어 혼자 다르다.

### ANSWER
J"
66,Syntax,Argument Structure & Valency,3,G,G,"동사 '발탁되다'는 ""~로 발탁되다""처럼 필수적으로 부사어를 요구합니다. G에서 ""수상자로""가 바로 이 필수적 부사어에 해당합니다.

### ANSWER
G"
67,Syntax,Argument Structure & Valency,2,B,I,"'큰오빠와 칼싸움을 하다'에서 '~와'는 상대방을 필수적으로 요구하는 서술어('싸움하다')의 필수 부사어입니다. 다른 보기들은 생략해도 문장이 성립하는 부가적 부사어입니다.

### ANSWER
I"
398,Semantics,Ambiguity,3,F,,[EMPTY_RESPONSE]
399,Semantics,Ambiguity,3,G,F,"이 문제는 문장 구조에서 수식어의 결합 위치에 따른 중의성을 다루고 있습니다. ""나는 네가 좋아하는 영화의 포스터를 봤다.""에서 ""네가""는 명확하게 ""좋아하는""의 주어로서 관계절을 이루어 ""영화""를 수식하므로, ""네가 좋아하는 영화""라는 해석만 가능합니다. 즉 이 문장은 ""나는 네가 좋아하는 영화를 봤다.""(E)와 동일한 구조로 중의성이 없는데, F는 이를 중의적이라고 잘못 설명하고 있습니다. 반면 H의 ""너와""는 ""좋아하는""의 주체(함께 좋아함)로 해석되거나 ""봤다""에 결합(함께 봄)되는 것으로 해석되어 실제로 중의적입니다.

### ANSWER
F"
400,Semantics,Ambiguity,3,F,F,"한국어에서 '입다, 신다, 쓰다, 타다, 걸다' 등은 '-고 있다' 형태에서 '동작 진행'과 '상태 유지'라는 두 가지 의미로 해석될 수 있어 중의성을 가진다(A, B, C, E, I 모두 이에 해당). 또한 D, G, H, J는 '달리다'가 화자(나) 또는 '노래하는 사람' 중 누구의 동작인지 불분명한 구조적 중의성을 지닌다. 반면 F는 '달리면서'가 문장의 주어인 '나'의 동작임이 명확히 드러나는 구조(주절 동사 '보았다'와 직접 연결)로, 다른 해석의 여지가 없다.

### ANSWER
F"
401,Semantics,Ambiguity,2,D,I,"한국어에서 ""두 사람이 [수량]을 [행동]했다"" 구문은 일반적으로 집합적(전체 합산) 해석과 분배적(각각 소유) 해석의 중의성을 가진다. 그러나 I의 ""만 원 한 장""은 수량이 ""한 장""(1개)이므로, 두 사람이 각각 한 장씩 가진다면 총 두 장이 되어 ""한 장""이라는 표현과 모순된다. 따라서 이 경우 오직 ""두 사람이 함께 한 장을 챙겼다""는 집합적 해석만 가능하며 분배적 해석이 불가능해 중의성이 해소된다. 다른 선택지들은 ""두 장""이라는 복수 표현으로 인해 집합적/분배적 해석이 모두 가능하거나, ""만 원과 천 원""의 수식 범위에 대한 추가적 중의성이 존재한다.

### ANSWER
I"
581,Semantics,Semantic Compatibility,1,J,J,"헌법 조항이 아침을 먹는다는 것은 논리적으로 불가능한 표현으로, 무생물(추상적 개념)이 생물의 행위를 하는 비문법적/비논리적 문장입니다.

### ANSWER
J"
582,Semantics,Semantic Compatibility,1,H,H,"H는 ""푹신한 코코아에서 소파를 마신다""로, '소파'와 '코코아'의 위치가 뒤바뀌어 의미가 통하지 않는 문장입니다. 원래는 ""푹신한 소파에서 코코아를 마신다""가 되어야 자연스럽습니다.

### ANSWER
H"
583,Semantics,Semantic Compatibility,1,G,G,"G: ""고정 금리가 드론을 정교하게 조종한다""는 금리라는 금융 개념과 드론 조종이라는 물리적 행위가 논리적으로 연결되지 않아 의미상 매우 부자연스럽다.

### ANSWER
G"
584,Semantics,Semantic Compatibility,1,B,B,"""고기가 저녁 만찬을 요리했다""는 주어인 '고기'가 요리를 할 수 없는 무생물이므로 주술 관계가 어색합니다.

### ANSWER
B"
68,Syntax,Argument Structure & Valency,3,D,D,"'다다르다'는 반드시 '~에'에 해당하는 부사어를 필요로 하는 동사이므로, D의 '막바지에'는 필수적 부사어이다.

### ANSWER
D"
69,Syntax,Argument Structure & Valency,2,H,H,"H: ""~로 통하다""는 반드시 '자격/신분'을 나타내는 부사어를 필요로 하는 서술어로, ""모범생으로""가 없으면 문장이 성립하지 않는 필수적 부사어이다. 다른 문장들의 부사어는 생략해도 문장이 성립하는 수의적 부사어이다.

### ANSWER
H"
70,Syntax,Argument Structure & Valency,2,H,H,"H에서 '너만'은 '오다'라는 자동사의 주어 역할을 하며, 목적어가 아니라 주격 조사가 생략된 주어이다. 다른 문장들의 밑줄 성분은 모두 타동사의 목적어 역할을 하고 있다.

### ANSWER
H"
71,Syntax,Argument Structure & Valency,2,D,D,"""있다""는 목적어를 필요로 하지 않는 서술어이므로, D의 '<사람도>'는 '있다'의 주어 역할을 하는 명사이지 목적어가 아닙니다. 다른 문항들은 모두 조사 '을/를'이 생략되거나 다른 보조사로 대체된 목적어 형태입니다.

### ANSWER
D"
585,Semantics,Semantic Compatibility,2,A,A,"""전구가 공장을 만들었다""는 주어와 서술어의 논리적 관계가 어색합니다. 공장이 전구를 만드는 것이 자연스러우며, 반대로 표현되어 인과관계가 뒤바뀐 부자연스러운 문장입니다.

### ANSWER
A"
586,Semantics,Semantic Compatibility,1,C,C,"부동산 가격은 소리를 내는 대상이 아니므로 '사각거렸다'와 결합하는 것이 의미상 매우 부자연스럽습니다. 다른 문장들은 문맥상 자연스럽게 해석 가능합니다.

### ANSWER
C"
587,Semantics,Semantic Compatibility,1,H,H,"### ANSWER
H"
588,Semantics,Semantic Compatibility,1,E,E,"커피는 무생물로 책을 읽는 행위의 주체가 될 수 없어 주어와 서술어의 호응이 논리적으로 성립하지 않습니다. 다른 문장들은 은유적 표현이나 일반적인 진술로 자연스럽게 해석됩니다.

### ANSWER
E"
402,Semantics,Ambiguity,3,D,D,"### ANSWER
D"
403,Syntax,Agreement,2,I,A,"A는 '가슴이 트였다'로 행위자가 없는 심리적 상태 표현이며, 대응하는 능동문 '~을 트다'로 자연스럽게 바꿀 수 없다. 다른 문장들은 모두 행위자가 명시되어 있어 능동문으로 전환이 가능하다.

### ANSWER
A"
404,Semantics,Ambiguity,3,J,J,"지문은 ""푸른""의 수식 대상(숲/새들)과 ""다...않았다""의 부정 범위(전체 부정/부분 부정)라는 두 가지 중의성을 가진다. J처럼 ""모든""을 추가해도 ""푸른""이 숲을 꾸미는지 새들을 꾸미는지의 중의성은 그대로 남아있고, 부정범위 중의성도 명확히 해소되지 않으므로 중의성이 사라진다는 설명은 부적절하다.

### ANSWER
J"
405,Pragmatics,Implicature,1,G,G,"을이 거절하는 이유를 말하고 갑이 ""어쩔 수 없죠""라며 혼자 가겠다고 하는 흐름상, 을 자신의 사정(다음날 일찍 나가야 함)으로 거절하는 G가 가장 자연스럽습니다.

### ANSWER
G"
589,Semantics,Semantic Compatibility,1,F,F,"F는 ""맥주가 주차를 했다""로, 무생물인 맥주가 주차라는 행위를 한다는 것은 논리적으로 불가능하여 가장 어색한 문장입니다.

### ANSWER
F"
590,Semantics,Semantic Compatibility,1,G,G,"""설계는 의자가 담당했다""는 문장에서 '의자'라는 무생물이 '담당했다'는 행위의 주체가 되는 것은 논리적으로 어색합니다. 일반적으로 설계를 담당하는 것은 사람(디자이너)이어야 하므로 이 문장이 가장 부자연스럽습니다.

### ANSWER
G"
591,Semantics,Semantic Compatibility,1,B,B,"B는 ""집을 들고 뛰었다""로, 집(가옥)을 들고 뛴다는 것은 물리적으로 불가능하여 문맥상 매우 어색합니다. 아마도 ""짐""(짐을 들고 뛰었다)의 오타로 보이며, 다른 문장들은 모두 자연스러운 의미를 전달합니다.

### ANSWER
B"
592,Semantics,Semantic Compatibility,1,G,G,"G에서 ""주식""은 문맥상 어울리지 않으며, 하늘에 빛나는 것은 ""별""이나 ""태양"" 등이어야 자연스럽습니다. ""주식""은 경제 용어로 이 문장에서 의미상 어색합니다.

### ANSWER
G"
72,Syntax,Argument Structure & Valency,2,G,G,"G에서 '습관은'은 주격 조사 '은'이 붙어 문장의 주어 역할을 하고 있으며, 목적어가 아니다. 나머지는 모두 '을/를'이 결합된 목적어 표현이다.

### ANSWER
G"
73,Syntax,Argument Structure & Valency,3,D,D,"D의 '수술은'은 '수술을 마쳤니?'처럼 목적어 자리에 쓰인 것으로, 보조사 '은'이 붙었지만 실제로는 목적격 기능을 하고 있어 주어가 아니다. 나머지는 모두 문장의 주어 역할을 하고 있다.

### ANSWER
D"
74,Syntax,Argument Structure & Valency,3,C,C,"""파트너가 되어줘""는 명령문으로 주어는 생략된 '너(you)'이고, '파트너가'는 '되다'의 보어(서술어의 필수 성분)입니다. 나머지는 모두 문장의 주어 역할을 합니다.

### ANSWER
C"
75,Syntax,Agreement,2,A,A,"철도역이 좁아서 사람이 붐빌 것이라는 것은 화자의 추측을 나타내는 표현으로, 의지나 가능성이 아니라 상황에 대한 화자의 판단(추측)을 나타냅니다. 나머지 문장들은 모두 화자의 의지나 가능성을 나타내는 데 사용되었습니다.

### ANSWER
A"
211,Semantics,Conjunctions,1,B,B,"B가 가장 자연스럽다. ""그런데""는 앞의 상황(푹 쉬고 있었다)과 반대되거나 예상치 못한 전환을 나타내는 접속사로, 쉬고 있다가 다시 바빠졌다는 상황 전환을 자연스럽게 이어준다.

### ANSWER
B"
212,Semantics,Conjunctions,2,H,H,"빈칸 앞뒤 문장은 ""수정할 부분을 발견한"" 사건과 ""급하게 연락하여 회의를 잡은"" 사건이 시간적으로 이어지는 관계이다. 이는 인과나 대조가 아니라 사건의 순차적 진행을 나타내므로, ""곧바로""와 같이 시간 순서를 나타내는 부사를 사용하는 것이 가장 자연스럽다.

### ANSWER
H"
213,Semantics,Conjunctions,2,F,F,"각 문장을 살펴보면, 대부분의 연결어 사용은 논리적 관계(원인-결과, 대조, 재진술 등)와 맞지 않게 제시되어 있다. 반면 F에서는 ""배터리가 다 닳았다.""라는 상황에 이어 ""그런데 충전 단자가 고장 나서 충전을 할 수 없다.""라고 예상치 못한 추가적 문제 상황을 제시하는 것으로, ""그런데""가 전환의 의미로 자연스럽게 쓰일 수 있다.

### ANSWER
F"
214,Semantics,Conjunctions,2,G,D,"정답의 순서는 (2)→(3)→(1)이 되어야 하며, (1)의 ""소외계층의 정보격차""는 (3)에서 언급된 ""모든 사람이 인공지능의 발전을 체감하지 못한다""는 사실의 근거·이유가 됩니다. 따라서 (3) 뒤에 (1)을 배치하고 인과관계를 나타내는 접속부사 ""왜냐하면""으로 연결하는 것이 가장 자연스럽습니다. 다른 선택지들은 순서나 접속어 사용이 논리적 흐름과 맞지 않습니다.

### ANSWER
D"
406,Syntax,Agreement,2,F,F,"피동 표현을 능동으로 바꾸려면 대응하는 능동사와 그에 맞는 주어·목적어 구조가 성립해야 한다. F의 ""관광객들이 몰린다""는 자연스러운 현상을 나타내는 표현으로, 이를 능동으로 바꾸면 ""(무엇이) 관광객들을 몬다""가 되어야 하는데, 이는 부자연스럽고 대응하는 명확한 행위주체를 설정하기 어렵다. 다른 문장들은 모두 행위주체를 주어로 하여 능동 표현으로 자연스럽게 전환할 수 있다.

### ANSWER
F"
407,Syntax,Agreement,2,J,J,"피동 표현이 능동으로 바뀌려면 동작을 행하는 주체(행위자)가 존재해야 합니다. 그런데 ""주름이 잡혔다""는 특정 행위자가 존재하지 않고 저절로 생긴 상태를 나타내는 표현이므로, ""누가 주름을 잡았다""는 식의 능동 표현으로 바꾸기 어렵습니다. 다른 문장들은 모두 행위자가 존재하여 능동형으로 자연스럽게 전환됩니다.

### ANSWER
J"
408,Semantics,Ambiguity,3,H,H,"H는 ""나는 너보다 영화를 좋아한다""가 중의적이지 않다고 했지만, 이 문장은 ""내가 영화를 좋아하는 정도가 너보다 크다""와 ""내가 너보다 영화를 더 좋아한다(너와 영화 중 영화를 선택)""의 두 가지 해석이 가능한 대표적인 중의적 문장이다. 따라서 H가 가장 적절하지 않다.

### ANSWER
H"
409,Semantics,Ambiguity,2,I,I,"지문은 ""새들이 전부 날지 않음""과 ""새들이 전부 날지는 않음(일부만 날음)""의 중의성을 가진 문장입니다. I는 ""모든""을 ""숲"" 앞에 붙였는데, 이는 ""다""의 중의성(전체 부정/부분 부정)을 해결하지 못하고 오히려 ""모든""이 ""숲""을 수식하는지 ""새들""을 수식하는지에 대한 새로운 중의성을 만들어냅니다. 따라서 중의성이 해소된다는 설명은 적절하지 않습니다.

### ANSWER
I"
76,Syntax,Agreement,1,E,E,"여러 문장에서 '-겠-'은 화자의 추측(관찰된 상황에 근거한 예상)을 나타내는 데 쓰이지만, E의 경우 “저것까지는 꼭 먹겠다”는 상황에 대한 추측이 아니라 화자의 강한 의지·결심을 나타낸다는 점에서 다른 문장들과 의미 기능이 다르다.

### ANSWER
E"
77,Syntax,Argument Structure & Valency,2,H,C,"C의 ""능력은""은 문장의 주어처럼 보이지만, 실제로 ""타고나다""는 ""~을 타고나다""의 형태로 목적어를 요구하는 동사이므로 ""능력""은 목적어 역할을 하며 조사 '은'이 목적어를 강조하는 보조사로 쓰인 것입니다. 즉, ""학생들이 학업 능력을 타고난다""는 의미이므로 '능력은'은 주어가 아닙니다.

### ANSWER
C"
78,Syntax,Argument Structure & Valency,3,J,J,"문장 J에서 '귀신은'은 사실 '귀신을 본 적이 있니?'라는 의미로, 목적어를 주제화한 것입니다. 즉 '귀신은'은 주어가 아니라 목적어 역할을 합니다. 나머지는 모두 실제 주어 자리에 쓰인 표현들입니다.

### ANSWER
J"
79,Syntax,Agreement,3,F,D,"한국어 피동 표현 중 ""내다보이다""는 특정 행위의 대상에게 가해지는 동작을 나타내는 것이 아니라, 단순히 시야에 들어오는 상태(자연적으로 보이는 상태)를 나타내는 표현입니다. 즉, 이는 동작주가 존재하는 진정한 피동문이 아니라 자동사적 상태 서술어이므로, ""~을 내다본다""와 같은 능동 표현으로 자연스럽게 바꿀 수 없습니다. 나머지 문장들은 모두 동작주를 설정하여 능동문으로 전환이 가능합니다.

### ANSWER
D"
215,Syntax,Argument Structure & Valency,2,B,B,"<보기>의 '차입하다'는 '주어(국가가)', '부사어(중앙은행에서)', '목적어(거액을)' 세 가지 필수 성분을 요구합니다. B의 '가미하다' 역시 ""~에 ~을 가미하다""의 구조로 주어(생략), 부사어(마티니에), 목적어(순금 조각을)라는 세 가지 필수 성분을 요구하므로 <보기>와 구조가 일치합니다.

### ANSWER
B"
216,Pragmatics,Deixis & Reference,3,D,B,"대화에서 을이 “아, 안 그래도 어제 예매할 때 생각나더라. 너 그때 막 울지 않았어?”라고 말할 때, ‘어제’와 ‘그때’는 모두 갑과 을이 영화를 예매하러 갔던 동일한 시점을 가리키는 표현입니다. 나머지 선택지들은 서로 다른 대상(포스터 속 영화, 현재 보려는 영화 등)이나 시점(5년 전, 5분 뒤 등)을 지시하므로 동일한 의미로 볼 수 없습니다.

### ANSWER
B"
217,Syntax,Scrambling,2,B,B,"'그다지'는 일반적으로 부정문이나 제한적 표현과 함께 쓰이는 부사인데, 주어진 문장은 긍정문(""읽었다"")으로 구성되어 있어 '그다지'가 자연스럽게 들어갈 위치가 없습니다.

### ANSWER
B"
218,Pragmatics,Deixis & Reference,3,G,E,"포스터에 나온 영화가 곧 갑과 을이 이어서 보자고 한 '그것'과 동일한 영화이므로, '저 포스터'가 가리키는 대상과 '그것'이 가리키는 대상은 같습니다. 나머지 선택지들은 시간 순서나 지시 대상이 일치하지 않습니다.

### ANSWER
E"
410,Semantics,Ambiguity,3,H,H,"""나는 언니랑 막내를 만났다""는 원문의 ""와""를 ""랑""으로 바꾼 것일 뿐, 문장 구조는 동일하여 여전히 중의적입니다. 즉, 이 문장도 '나와 언니가 함께 막내를 만난 것'과 '나, 언니, 막내 세 명이 모두 만난 것' 두 가지로 해석될 수 있어, 세 명이 모두 만났다는 의미로만 한정되지 않습니다. 따라서 H의 설명은 적절하지 않습니다.

### ANSWER
H"
411,Semantics,Ambiguity,3,F,I,"""달리면서""가 포함된 문장(C, F, G, H)은 '달리는' 주체가 화자인지 노래하는 사람인지 불분명한 중의성이 있습니다. 반면 I의 ""달리는 도중에""는 화자가 달리고 있는 상황임을 명확히 하여, 노래하는 사람을 그 도중에 보았다는 의미가 분명하게 전달됩니다. 따라서 의미가 가장 명확한 문장은 I입니다.

### ANSWER
I"
412,Semantics,Ambiguity,3,B,B,"한국어에서 ""수심""은 물의 깊이(水深)와 걱정(愁心)이라는 두 가지 의미의 동음이의어로 쓰입니다. ""깊은 수심이 드리운""이라는 표현은 걱정이 얼굴에 그림자처럼 드리운다는 관용적 표현(얼굴에 수심이 드리우다)과 자연스럽게 어울리며, ""강""에 수심이 드리운다는 표현은 부자연스럽습니다. 따라서 ""강""을 수식하는 것이 더 자연스럽다는 B의 설명은 적절하지 않습니다.

### ANSWER
B"
413,Pragmatics,Social Relationship Marking,1,G,G,"G의 대화는 반말로 서로 시비를 거는 듯한 말투(""시끄러워 죽겠어"", ""왜 시비야?"")로, 존댓말 없이 대등한 위치에서 다투는 모습이 학생 간의 대화임을 보여줍니다. 반면 C는 ""저희만 혼내세요?""라는 존댓말 표현이 있어 교사-학생 관계로 보입니다.

### ANSWER
G"
414,Semantics,Rhetorical Expressions,1,F,F,"F는 기차를 오래 탄 경험이 뱃멀미에 대한 내성(담금질)이 된다는 논리인데, 지문에서는 오히려 기차만 타다가 처음 배를 타서 심하게 멀미를 했다고 나와 있으므로 이는 상황과 맞지 않는 설명입니다.

### ANSWER
F"
415,Semantics,Rhetorical Expressions,1,A,A,"### ANSWER
A"
416,Semantics,Rhetorical Expressions,1,I,I,"### ANSWER
I"
417,Semantics,Word Relationships,1,F,F,"""새""와 ""까치""는 상위어-하위어(상하위) 관계입니다(까치는 새의 한 종류). 지문에서 ""차""는 '차량'의 의미로 쓰였으므로, 이와 동일한 상하위 관계를 이루는 것은 차량의 하위 종류인 ""트럭""입니다.

### ANSWER
F"
80,Syntax,Agreement,3,B,D,"한국어 피동 표현 중 '곤두박히다'는 '곤두박다'라는 대응 능동사가 실제로 존재하지 않는 경우입니다. 다른 선택지들은 모두 '받들다-받들리다', '내걸다-내걸리다', '에워싸다-에워싸이다', '쥐어뜯다-쥐어뜯기다' 등 명확한 능동-피동 대응이 있어 능동 표현으로 전환이 가능합니다. 그러나 D의 '곤두박히다'는 대응하는 능동사 '곤두박다'가 표준적으로 존재하지 않아 능동 표현으로 자연스럽게 바꿀 수 없습니다.

### ANSWER
D"
81,Syntax,Agreement,3,A,C,"피동 표현들을 능동 표현으로 바꿔보면, 대부분 ""~에게/~이 ~을 (동사)하다"" 형태로 자연스럽게 전환됩니다. 그러나 C의 ""가슴이 트였다""는 특정 행위자가 명시되지 않았고, ""트이다""가 이미 자동사적 의미를 가지고 있어 ""~을 틔우다""로 바꾸어도 대응하는 능동문이 성립하지 않습니다. 다른 문장들은 모두 행위자가 존재하여 ""~을 (동사)하다"" 형태의 능동문으로 자연스럽게 전환 가능합니다.

### ANSWER
C"
82,Syntax,Agreement,3,B,B,"피동 표현들은 대부분 대응하는 능동문(예: 손을 떠밀다, 매듭을 얽다, 차를 씻다 등)으로 자연스럽게 바꿀 수 있습니다. 그러나 B의 ""몰린다""는 관광객들이 스스로 모여드는 자연적 현상을 나타내는 것으로, 이에 대응하는 ""누군가 관광객들을 몬다""는 능동문은 의미상 성립하지 않습니다.

### ANSWER
B"
83,Syntax,Agreement,2,I,I,"피동문 중 '주름이 잡혔다'는 특정한 행위자가 존재하지 않는 자연발생적 상태를 나타내는 표현으로, 다른 문장들과 달리 '~을 잡다'와 같은 명확한 능동 주체를 상정하기 어렵습니다. 나머지 문장들은 모두 행위자를 주어로 하는 능동문으로 자연스럽게 전환할 수 있습니다(예: 적의 군대가 정문을 뚫었다, 모기가 팔을 물었다 등).

### ANSWER
I"
593,Syntax,Argument Structure & Valency,3,D,,[EMPTY_RESPONSE]
594,Syntax,Agreement,3,H,I,"""나무 한 그루는 학교를 열심히 쉰다""에서 ""쉬다""는 자동사이므로 목적격 조사 ""를""이 아니라 처소를 나타내는 ""에서""가 와야 문법적으로 적절하다. 따라서 I의 지적이 올바르다.

### ANSWER
I"
