qid,category,answer,pred,response
General Knowledge-37,General Knowledge,D,D,"### ANSWER
D"
General Knowledge-38,General Knowledge,D,D,"### ANSWER
D"
General Knowledge-39,General Knowledge,E,E,"### ANSWER
E</think>### ANSWER
E"
Reading Comprehension-83,Reading Comprehension,A,A,### ANSWER A
Reading Comprehension-84,Reading Comprehension,C,A,"### ANSWER
A"
Reading Comprehension-85,Reading Comprehension,B,B,"글에서 기분, 이동 수단, 외국인이 많이 오는 이유는 알 수 있지만, 오늘의 날짜와 날씨는 알 수 없습니다.

### ANSWER
B"
Reading Comprehension-86,Reading Comprehension,C,E,"### ANSWER
E"
Reading Comprehension-87,Reading Comprehension,B,B,"Miyuki’s message says she is back home from the hospital, thanks Min-ssi for visiting, and states she will return to school next week. She asks what lessons will be studied and requests help with Korean. Options A, C, and D directly respond to her questions or request. Option B asks when she will come to school and tells her to get better soon, but she already said she is coming next week, so this is not an appropriate response.

### ANSWER
B"
Reading Comprehension-88,Reading Comprehension,D,D,"### ANSWER
D"
Reading Comprehension-89,Reading Comprehension,C,C,"### ANSWER
C"
Reading Comprehension-90,Reading Comprehension,C,C,"The note mentions Children’s Day and the school foundation anniversary, both of which are special days off, so the topic is holidays.

### ANSWER
C"
Loan Words-62,Loan Words,D,D,"### ANSWER
D"
Loan Words-63,Loan Words,E,E,"리더십(leadership)의 순화어는 '지도력'입니다.

### ANSWER
E"
Loan Words-64,Loan Words,D,D,"### ANSWER
D"
Loan Words-65,Loan Words,E,E,"### ANSWER
E"
Loan Words-66,Loan Words,C,C,"### ANSWER
C"
Loan Words-67,Loan Words,D,D,"### ANSWER
D"
Loan Words-68,Loan Words,D,D,"### ANSWER
D"
Loan Words-69,Loan Words,B,B,"### ANSWER
B"
History-81,History,C,C,"### ANSWER
C"
History-82,History,C,C,"### ANSWER
C"
History-83,History,D,D,"### ANSWER
D"
History-84,History,D,D,"### ANSWER
D"
History-85,History,E,E,"### ANSWER
E"
History-86,History,A,A,"### ANSWER
A"
History-87,History,D,D,"### ANSWER
D"
History-88,History,A,A,"### ANSWER
A"
Standard Nomenclature-6,Standard Nomenclature,B,B,"### ANSWER
B"
Standard Nomenclature-7,Standard Nomenclature,D,D,"### ANSWER
D"
Standard Nomenclature-8,Standard Nomenclature,B,B,"""베이비 스텝""은 작은 폭으로 진행하는 조정을 의미하므로, 표준 전문 용어로는 ""소폭 조정""이 가장 적절하다.

### ANSWER
B"
Standard Nomenclature-9,Standard Nomenclature,D,D,"### ANSWER
D"
Standard Nomenclature-10,Standard Nomenclature,C,C,"### ANSWER
C"
Standard Nomenclature-11,Standard Nomenclature,B,B,"### ANSWER
B"
Standard Nomenclature-12,Standard Nomenclature,B,B,"""위드 코로나""는 코로나19와 함께 일상을 이어가는 것을 뜻하므로, 표준 전문 용어로는 **코로나 일상**이 알맞다.

### ANSWER
B"
Standard Nomenclature-13,Standard Nomenclature,A,A,"그린테일(Green Tail)은 그린(green)과 리테일(retail)의 합성어로, 환경친화적 유통을 뜻하는 표준 전문 용어이다.

### ANSWER
A"
History-89,History,B,A,"### ANSWER
A"
History-90,History,D,D,"### ANSWER
D"
History-91,History,C,C,"### ANSWER
C"
History-92,History,C,C,"The June Democracy Movement (6월 민주항쟁) in 1987 demanded direct presidential elections and also called for revealing the truth about the Gwangju Uprising and punishing those responsible.

### ANSWER
C"
History-93,History,C,C,"### ANSWER
C"
History-94,History,E,E,"### ANSWER
E"
History-95,History,C,C,"### ANSWER
C"
History-96,History,B,B,"### ANSWER
B"
Loan Words-70,Loan Words,D,D,"### ANSWER
D"
Loan Words-71,Loan Words,B,B,"### ANSWER
B"
Loan Words-72,Loan Words,C,C,"### ANSWER
C"
Loan Words-73,Loan Words,B,B,"### ANSWER
B"
Loan Words-74,Loan Words,C,C,"### ANSWER
C"
Loan Words-75,Loan Words,A,A,"### ANSWER
A"
Loan Words-76,Loan Words,C,A,"### ANSWER
A"
Loan Words-77,Loan Words,C,C,"### ANSWER
C"
Rare Words-279,Rare Words,B,B,"### ANSWER
B"
Rare Words-280,Rare Words,B,B,"### ANSWER
B"
Rare Words-281,Rare Words,C,C,"불시울은 화로에 오래 보관하는 불씨를 뜻하는 말입니다.

### ANSWER
C"
Rare Words-282,Rare Words,C,C,"### ANSWER
C"
Rare Words-283,Rare Words,D,D,"### ANSWER
D"
Rare Words-284,Rare Words,B,B,"### ANSWER
B"
Rare Words-285,Rare Words,A,A,"""혼잣손""은 혼자서만 일하거나 살림을 꾸려 나가는 처리라는 뜻을 가진 단어입니다.

### ANSWER
A"
Rare Words-286,Rare Words,D,D,"### ANSWER
D"
Standard Nomenclature-14,Standard Nomenclature,E,E,"### ANSWER
E"
Standard Nomenclature-15,Standard Nomenclature,E,E,"### ANSWER
E"
Standard Nomenclature-16,Standard Nomenclature,D,D,"### ANSWER
D"
Standard Nomenclature-17,Standard Nomenclature,B,B,"### ANSWER
B"
Standard Nomenclature-18,Standard Nomenclature,C,C,"풍도(風道)는 공기가 이동하는 통로를 뜻하므로 표준 전문 용어는 '공기 통로'이다.

### ANSWER
C"
Standard Nomenclature-19,Standard Nomenclature,D,D,"### ANSWER
D"
Standard Nomenclature-20,Standard Nomenclature,E,E,"### ANSWER
E"
Standard Nomenclature-21,Standard Nomenclature,C,C,"### ANSWER
C"
Reading Comprehension-91,Reading Comprehension,A,A,"### ANSWER
A"
Reading Comprehension-92,Reading Comprehension,A,A,"### ANSWER
A"
Reading Comprehension-93,Reading Comprehension,D,D,"### ANSWER
D"
Reading Comprehension-94,Reading Comprehension,C,C,"### ANSWER
C"
Reading Comprehension-95,Reading Comprehension,B,B,"### ANSWER
B"
Reading Comprehension-96,Reading Comprehension,D,D,"The passage states the speaker moved from a dormitory to a studio apartment because they wanted to live alone. The furniture was already in the room, so they did not buy any, and although the room is small, they are fine with it. Thus, the correct choice is D.

### ANSWER
D"
Reading Comprehension-97,Reading Comprehension,B,A,"### ANSWER
A"
Reading Comprehension-98,Reading Comprehension,D,D,"### ANSWER
D"
History-97,History,D,D,"### ANSWER
D"
History-98,History,D,D,"### ANSWER
D"
History-99,History,C,C,"### ANSWER
C"
History-100,History,A,A,"### ANSWER
A"
History-101,History,C,C,"### ANSWER
C"
History-102,History,B,B,"### ANSWER
B"
History-103,History,E,E,"### ANSWER
E"
History-104,History,A,A,"### ANSWER
A"
Rare Words-86,Rare Words,A,A,"### ANSWER
A"
Rare Words-87,Rare Words,D,D,"### ANSWER
D"
Rare Words-88,Rare Words,A,A,"중력의 방향은 수직 방향이며, 이와 직각을 이루는 선은 수평선이다.

### ANSWER
A"
Rare Words-89,Rare Words,B,B,"### ANSWER
B"
Rare Words-90,Rare Words,D,D,"### ANSWER
D"
Rare Words-91,Rare Words,C,C,"### ANSWER
C"
Rare Words-92,Rare Words,C,C,"### ANSWER
C"
Rare Words-93,Rare Words,C,C,"### ANSWER
C"
General Knowledge-40,General Knowledge,C,C,"### ANSWER
C"
General Knowledge-41,General Knowledge,B,B,"### ANSWER
B"
General Knowledge-42,General Knowledge,D,D,"고령 사회 문제로 갑, 을, 병은 모두 타당한 지적이다. 해결 방안으로 정은 “정년 단축”을 주장했는데, 이는 오히려 고령 인력 활용을 줄여 문제를 악화시키므로 옳지 않다. 무의 실버타운 확대와 여가 시설 확충은 노인 복지 측면의 해결 방안으로 볼 수 있다.

### ANSWER
D"
General Knowledge-43,General Knowledge,B,B,"### ANSWER
B"
General Knowledge-44,General Knowledge,C,C,"화성시는 신도시 개발로 유소년층 비율이 높고, 안성시는 농촌 지역으로 고령화 비율이 높아 C가 옳다.

### ANSWER
C"
General Knowledge-45,General Knowledge,A,A,"가평은 수도권정비계획법상 자연보전권역에 해당한다. 나머지 보기는 사실과 다르다.

### ANSWER
A"
General Knowledge-46,General Knowledge,D,D,"춘천은 대표적인 석회동굴 지역이 아니며, 천연기념물로 지정된 석회 동굴은 주로 영월·삼척·단양 등에 분포한다. 나머지 지역-활동 연결은 적절하다.

### ANSWER
D"
General Knowledge-47,General Knowledge,E,E,"### ANSWER
E"
Reading Comprehension-260,Reading Comprehension,C,C,"The passage says opening the car doors wide to lower the interior temperature can remove frost, so the appropriate response is that frost disappears when the inside is made as cold as the outside.

### ANSWER
C"
Reading Comprehension-261,Reading Comprehension,A,A,"### ANSWER
A"
Reading Comprehension-262,Reading Comprehension,D,A,"### ANSWER
A"
Reading Comprehension-263,Reading Comprehension,A,A,"### ANSWER
A"
Reading Comprehension-264,Reading Comprehension,D,C,"### ANSWER
C"
Reading Comprehension-265,Reading Comprehension,D,D,"### ANSWER
D"
Reading Comprehension-266,Reading Comprehension,C,D,"### ANSWER
D"
Reading Comprehension-267,Reading Comprehension,B,B,"### ANSWER
B"
History-105,History,C,C,"### ANSWER
C"
History-106,History,B,B,"### ANSWER
B"
History-107,History,E,E,"### ANSWER
E"
History-108,History,E,E,"### ANSWER
E"
History-109,History,C,C,"### ANSWER
C"
History-110,History,B,B,"### ANSWER
B"
History-111,History,A,A,"### ANSWER
A"
History-112,History,D,D,"### ANSWER
D"
Loan Words-78,Loan Words,E,E,"개로(開路)는 전기 회로가 끊어진 상태, 즉 open circuit을 뜻하므로 순화어는 '열린 회로'입니다.

### ANSWER
E"
Loan Words-79,Loan Words,A,A,"### ANSWER
A"
Loan Words-80,Loan Words,D,D,"### ANSWER
D"
Loan Words-81,Loan Words,B,B,"### ANSWER
B"
Loan Words-82,Loan Words,B,B,"### ANSWER
B"
Loan Words-83,Loan Words,D,D,"### ANSWER
D"
Loan Words-84,Loan Words,D,D,"가건물은 임시로 지은 건물을 뜻하므로 순화어는 '임시 건물'이다.

### ANSWER
D"
Loan Words-85,Loan Words,A,C,"전기/통신 분야의 'bus(부스, 모선)'에 해당하는 순화어는 '주선로'입니다.

### ANSWER
C"
Rare Words-287,Rare Words,C,C,"### ANSWER
C"
Rare Words-288,Rare Words,B,B,"### ANSWER
B"
Rare Words-289,Rare Words,A,A,"### ANSWER
A"
Rare Words-290,Rare Words,D,D,"### ANSWER
D"
Rare Words-291,Rare Words,E,D,"### ANSWER
D"
Rare Words-292,Rare Words,D,D,"### ANSWER
D"
Rare Words-293,Rare Words,B,E,"### ANSWER
E"
Rare Words-294,Rare Words,E,E,"### ANSWER
E"
History-113,History,B,B,"### ANSWER
B"
History-114,History,B,B,"### ANSWER
B"
History-115,History,B,B,"### ANSWER
B"
History-116,History,A,A,"### ANSWER
A"
History-117,History,C,C,"### ANSWER
C"
History-118,History,C,C,"### ANSWER
C"
History-119,History,A,A,"### ANSWER
A"
History-120,History,B,B,"### ANSWER
B"
Standard Nomenclature-22,Standard Nomenclature,E,E,"### ANSWER
E"
Standard Nomenclature-23,Standard Nomenclature,E,E,"### ANSWER
E"
Standard Nomenclature-24,Standard Nomenclature,A,A,"저널리즘(journalism)을 뜻하는 표준 전문 용어는 ‘언론’이다.

### ANSWER
A"
Standard Nomenclature-25,Standard Nomenclature,A,A,"### ANSWER
A"
Standard Nomenclature-26,Standard Nomenclature,B,B,"### ANSWER
B"
Standard Nomenclature-27,Standard Nomenclature,E,E,"### ANSWER
E"
Standard Nomenclature-28,Standard Nomenclature,C,C,"### ANSWER
C"
Standard Nomenclature-29,Standard Nomenclature,E,E,"### ANSWER
E"
Reading Comprehension-99,Reading Comprehension,B,B,"이 글은 커피 인기가 높아 커피숍이 많아진 현상과, 사람들이 커피를 마실 때 이미지나 이름, 종류, 가격을 중요하게 여기는 이유를 설명하고 있습니다. 따라서 제목으로는 ‘커피숍이 많은 이유’가 가장 적절합니다.

### ANSWER
B"
Reading Comprehension-100,Reading Comprehension,C,C,"### ANSWER
C"
Reading Comprehension-101,Reading Comprehension,A,A,"### ANSWER
A"
Reading Comprehension-102,Reading Comprehension,A,A,"### ANSWER
A"
Reading Comprehension-103,Reading Comprehension,C,C,"### ANSWER
C"
Reading Comprehension-104,Reading Comprehension,B,B,"### ANSWER
B"
Reading Comprehension-105,Reading Comprehension,C,C,"### ANSWER
C"
Reading Comprehension-106,Reading Comprehension,C,C,"### ANSWER
C"
General Knowledge-48,General Knowledge,A,A,"### ANSWER
A"
General Knowledge-49,General Knowledge,D,D,"### ANSWER
D"
General Knowledge-50,General Knowledge,A,A,"### ANSWER
A"
General Knowledge-51,General Knowledge,B,B,"### ANSWER
B"
General Knowledge-52,General Knowledge,E,E,"### ANSWER
E"
General Knowledge-53,General Knowledge,B,B,"### ANSWER
B"
General Knowledge-54,General Knowledge,D,D,"### ANSWER
D"
General Knowledge-55,General Knowledge,A,D,"### ANSWER
D"
Rare Words-94,Rare Words,B,B,"‘지게걸음’은 지게를 진 사람처럼 몸을 좌우로 기우뚱거리며 걷는 걸음을 뜻한다.

### ANSWER
B"
Rare Words-95,Rare Words,D,D,"### ANSWER
D"
Rare Words-96,Rare Words,A,A,"### ANSWER
A"
Rare Words-97,Rare Words,A,A,"### ANSWER
A"
Rare Words-98,Rare Words,C,C,"### ANSWER
C"
Rare Words-99,Rare Words,C,C,"### ANSWER
C"
Rare Words-100,Rare Words,A,A,"'번번히'는 울퉁불퉁한 데 없이 펀펀하고 번듯하게를 뜻하는 부사입니다.

### ANSWER
A"
Rare Words-101,Rare Words,D,B,"### ANSWER
B"
General Knowledge-56,General Knowledge,E,E,"### ANSWER
E"
General Knowledge-57,General Knowledge,C,C,"### ANSWER
C"
General Knowledge-58,General Knowledge,B,D,"### ANSWER
D"
General Knowledge-59,General Knowledge,E,E,"Moonbin and Moon Sua are the idol siblings who covered “내귀에 캔디” at Music Bank in 2022.

### ANSWER
E"
General Knowledge-60,General Knowledge,A,A,"### ANSWER
A"
General Knowledge-61,General Knowledge,D,D,"### ANSWER
D"
General Knowledge-62,General Knowledge,B,B,"### ANSWER
B"
General Knowledge-63,General Knowledge,C,C,"### ANSWER
C"
History-121,History,E,E,"### ANSWER
E"
History-122,History,B,B,"### ANSWER
B"
History-123,History,A,A,"### ANSWER
A"
History-124,History,E,E,"### ANSWER
E"
History-125,History,B,B,"### ANSWER
B"
History-126,History,D,D,"### ANSWER
D"
History-127,History,E,E,"### ANSWER
E"
History-128,History,D,D,"The reform that included the short hair decree (단발령), abolition of the civil service examination (과거 제도 폐지), and abolition of the slavery system (노비 제도 폐지) is the Gabo Reform (갑오개혁). The Gabo Reform (1894–1896) encompassed both the first phase (1894) which abolished the gwageo and nobi systems, and the second phase (1895, also called Eulmi Reform) which included the short hair decree. Since the question groups all these measures together, the overall reform is the Gabo Reform.

### ANSWER
D"
Reading Comprehension-268,Reading Comprehension,D,C,"### ANSWER
C"
Reading Comprehension-269,Reading Comprehension,B,B,"### ANSWER
B"
Reading Comprehension-270,Reading Comprehension,B,B,"### ANSWER
B"
Reading Comprehension-271,Reading Comprehension,A,D,"The speaker infers that Kim had urgent work, which explains why he was walking busily. ""있을 테니까"" expresses this causal inference (""since there must be""), fitting the context naturally.

### ANSWER
D"
Reading Comprehension-272,Reading Comprehension,B,B,"### ANSWER
B"
Reading Comprehension-273,Reading Comprehension,C,C,"### ANSWER
C"
Reading Comprehension-274,Reading Comprehension,A,A,"The speaker has already visited those places, so “이미” (already) fits the context.

### ANSWER
A"
Reading Comprehension-275,Reading Comprehension,A,A,"### ANSWER
A"
Rare Words-295,Rare Words,B,B,"나들목은 도로 교차 지점을 입체적으로 연결해 신호 없이 통행할 수 있게 한 시설(IC)을 뜻합니다.

### ANSWER
B"
Rare Words-296,Rare Words,A,A,"건더기는 액체에 섞인 녹지 않은 덩어리를 뜻하며, 비유적으로 내세울 만한 내용이나 근거를 뜻한다.

### ANSWER
A"
Rare Words-297,Rare Words,D,E,"### ANSWER
E"
Rare Words-298,Rare Words,B,B,"### ANSWER
B"
Rare Words-299,Rare Words,E,E,"### ANSWER
E"
Rare Words-300,Rare Words,D,D,"### ANSWER
D"
Rare Words-301,Rare Words,A,A,"### ANSWER
A"
Rare Words-302,Rare Words,B,B,"말갈망은 자기가 한 말을 뒷수습하는 것을 뜻하는 단어입니다.

### ANSWER
B"
Loan Words-86,Loan Words,A,A,"### ANSWER
A"
Loan Words-87,Loan Words,D,D,"### ANSWER
D"
Loan Words-88,Loan Words,E,E,"### ANSWER
E"
Loan Words-89,Loan Words,B,B,"### ANSWER
B"
Loan Words-90,Loan Words,D,D,"### ANSWER
D"
Loan Words-91,Loan Words,C,C,"시건은 한자어로 '잠금'을 뜻하므로 순화어는 '잠금'입니다.

### ANSWER
C"
Loan Words-92,Loan Words,D,D,"### ANSWER
D"
Loan Words-93,Loan Words,E,E,"### ANSWER
E"
Reading Comprehension-107,Reading Comprehension,A,A,"### ANSWER
A"
Reading Comprehension-108,Reading Comprehension,C,C,"### ANSWER
C"
Reading Comprehension-109,Reading Comprehension,A,A,"### ANSWER
A"
Reading Comprehension-110,Reading Comprehension,D,D,"### ANSWER
D"
Reading Comprehension-111,Reading Comprehension,C,E,"### ANSWER
E"
Reading Comprehension-112,Reading Comprehension,B,A,"### ANSWER
A"
Reading Comprehension-113,Reading Comprehension,A,A,"### ANSWER
A"
Reading Comprehension-114,Reading Comprehension,B,B,"### ANSWER
B"
General Knowledge-64,General Knowledge,C,C,"### ANSWER
C"
General Knowledge-65,General Knowledge,C,C,"### ANSWER
C"
General Knowledge-66,General Knowledge,C,A,"### ANSWER
A"
General Knowledge-67,General Knowledge,C,C,"### ANSWER
C"
General Knowledge-68,General Knowledge,C,C,"### ANSWER
C"
General Knowledge-69,General Knowledge,C,C,"### ANSWER
C"
General Knowledge-70,General Knowledge,C,B,"### ANSWER
B"
General Knowledge-71,General Knowledge,C,C,"### ANSWER
C"
Standard Nomenclature-30,Standard Nomenclature,E,E,"매점매석은 물건을 사들여 팔지 않고 감춰 두는 행위로, 표준 전문 용어는 '사재기'이다.

### ANSWER
E"
Standard Nomenclature-31,Standard Nomenclature,D,D,"### ANSWER
D"
Standard Nomenclature-32,Standard Nomenclature,B,B,"### ANSWER
B"
Standard Nomenclature-33,Standard Nomenclature,C,C,"### ANSWER
C"
Standard Nomenclature-34,Standard Nomenclature,A,A,"### ANSWER
A"
Standard Nomenclature-35,Standard Nomenclature,D,D,"흉부(胸部)는 가슴 부위를 뜻하므로, 표준 용어로는 ‘가슴 부분’이 알맞다.

### ANSWER
D"
Standard Nomenclature-36,Standard Nomenclature,C,C,"횡선(橫線)은 ‘가로줄’을 뜻하므로 표준 전문 용어는 가로줄이다.

### ANSWER
C"
Standard Nomenclature-37,Standard Nomenclature,D,B,"### ANSWER
B"
Rare Words-102,Rare Words,A,A,### ANSWER A
Rare Words-103,Rare Words,B,B,"### ANSWER
B"
Rare Words-104,Rare Words,E,E,"### ANSWER
E"
Rare Words-105,Rare Words,D,D,"### ANSWER
D"
Rare Words-106,Rare Words,C,C,"### ANSWER
C"
Rare Words-107,Rare Words,E,E,"### ANSWER
E"
Rare Words-108,Rare Words,E,E,"### ANSWER
E"
Rare Words-109,Rare Words,E,E,"### ANSWER
E"
History-129,History,C,C,"### ANSWER
C"
History-130,History,A,A,"### ANSWER
A"
History-131,History,E,E,"### ANSWER
E"
History-132,History,A,A,"### ANSWER
A"
History-133,History,A,A,"소학교는 1895년 소학교령으로 설립된 근대 초등 교육 기관으로, 수신·역사·지리·산술·미술·체조 등을 가르치고 한글 교육을 통해 애국심을 기르고자 하였다. 따라서 오늘날의 초등학교에 해당하는 학교는 소학교이다.

### ANSWER
A"
History-134,History,A,A,"### ANSWER
A"
History-135,History,B,B,"### ANSWER
B"
History-136,History,C,C,"### ANSWER
C"
Reading Comprehension-115,Reading Comprehension,B,B,"### ANSWER
B"
Reading Comprehension-116,Reading Comprehension,C,C,"### ANSWER
C"
Reading Comprehension-117,Reading Comprehension,D,D,"### ANSWER
D"
Reading Comprehension-118,Reading Comprehension,A,A,"### ANSWER
A"
Reading Comprehension-119,Reading Comprehension,A,A,"The passage says Yuka and I go hiking together every Sunday, so I am with Yuka on Sundays. The other options contradict the details.

### ANSWER
A"
Reading Comprehension-120,Reading Comprehension,D,D,"### ANSWER
D"
Reading Comprehension-121,Reading Comprehension,A,A,"### ANSWER
A"
Reading Comprehension-122,Reading Comprehension,C,C,"### ANSWER
C"
Rare Words-110,Rare Words,D,D,"### ANSWER
D"
Rare Words-111,Rare Words,A,A,"### ANSWER
A"
Rare Words-112,Rare Words,C,C,"### ANSWER
C"
Rare Words-113,Rare Words,E,E,"### ANSWER
E"
Rare Words-114,Rare Words,D,D,"### ANSWER
D"
Rare Words-115,Rare Words,B,A,"### ANSWER
A"
Rare Words-116,Rare Words,D,D,"### ANSWER
D"
Rare Words-117,Rare Words,E,E,"### ANSWER
E"
Reading Comprehension-276,Reading Comprehension,D,D,"아주머니가 사과하며 과거에 하지 못한 일에 대한 후회를 나타내는 표현이 필요하므로 “미리 확인했어야 했는데”가 자연스럽다.

### ANSWER
D"
Reading Comprehension-277,Reading Comprehension,C,C,"### ANSWER
C"
Reading Comprehension-278,Reading Comprehension,B,B,"### ANSWER
B"
Reading Comprehension-279,Reading Comprehension,C,C,"### ANSWER
C"
Reading Comprehension-280,Reading Comprehension,A,A,"### ANSWER
A"
Reading Comprehension-281,Reading Comprehension,D,D,"### ANSWER
D"
Reading Comprehension-282,Reading Comprehension,A,A,"### ANSWER
A"
Reading Comprehension-283,Reading Comprehension,C,C,"### ANSWER
C"
General Knowledge-72,General Knowledge,A,A,"IU's song ""Palette"" (about being 25) features G-Dragon.

### ANSWER
A"
General Knowledge-73,General Knowledge,E,E,"### ANSWER
E"
General Knowledge-74,General Knowledge,B,B,"### ANSWER
B"
General Knowledge-75,General Knowledge,C,C,"### ANSWER
C"
General Knowledge-76,General Knowledge,D,B,"### ANSWER
B"
General Knowledge-77,General Knowledge,C,C,"### ANSWER
C"
General Knowledge-78,General Knowledge,B,A,"### ANSWER
A"
General Knowledge-79,General Knowledge,C,C,"### ANSWER
C"
Loan Words-94,Loan Words,A,A,"### ANSWER
A"
Loan Words-95,Loan Words,E,E,"### ANSWER
E"
Loan Words-96,Loan Words,E,E,"### ANSWER
E"
Loan Words-97,Loan Words,D,D,"### ANSWER
D"
Loan Words-98,Loan Words,C,C,"### ANSWER
C"
Loan Words-99,Loan Words,E,E,"플리커(flicker)는 빛이 떨리는 현상을 뜻하므로 순화어는 '흔들림'이다.

### ANSWER
E"
Loan Words-100,Loan Words,A,A,"### ANSWER
A"
Loan Words-101,Loan Words,D,D,"### ANSWER
D"
History-137,History,A,A,"### ANSWER
A"
History-138,History,D,D,"### ANSWER
D"
History-139,History,D,D,"혈의 누는 이인직이 쓴 우리나라 최초의 신소설이다.

### ANSWER
D"
History-140,History,C,C,"### ANSWER
C"
History-141,History,A,A,"### ANSWER
A"
History-142,History,A,A,"### ANSWER
A"
History-143,History,E,E,"대한의원은 1903년 서울에 설립되어 치료와 의료 인력 양성을 함께 수행한 기관입니다. 다른 보기들은 설립 연도나 성격이 다릅니다.

### ANSWER
E"
History-144,History,D,D,"### ANSWER
D"
Standard Nomenclature-38,Standard Nomenclature,A,A,"### ANSWER
A"
Standard Nomenclature-39,Standard Nomenclature,E,E,"환부(患部)는 병이나 상처가 난 곳, 즉 아픈 곳을 뜻합니다.

### ANSWER
E"
Standard Nomenclature-40,Standard Nomenclature,B,B,"### ANSWER
B"
Standard Nomenclature-41,Standard Nomenclature,B,B,"### ANSWER
B"
Standard Nomenclature-42,Standard Nomenclature,A,A,"### ANSWER
A"
Standard Nomenclature-43,Standard Nomenclature,B,B,"### ANSWER
B"
Standard Nomenclature-44,Standard Nomenclature,B,B,"### ANSWER
B"
Standard Nomenclature-45,Standard Nomenclature,D,D,"### ANSWER
D"
Rare Words-303,Rare Words,A,A,"### ANSWER
A"
Rare Words-304,Rare Words,E,E,"""새퉁이""는 밉살스럽거나 경망한 짓을 하는 사람을 뜻하는 말입니다.

### ANSWER
E"
Rare Words-305,Rare Words,B,B,"'낱뜨기'는 낱개로 파는 물건이나 한 벌에서 따로 떨어진 물건을 뜻하는 단어입니다.

### ANSWER
B"
Rare Words-306,Rare Words,D,D,"### ANSWER
D"
Rare Words-307,Rare Words,B,A,"### ANSWER
A"
Rare Words-308,Rare Words,E,E,"### ANSWER
E"
Rare Words-309,Rare Words,C,C,"후래자는 '뒤에 오는 사람'을 뜻하는 한자어이다.

### ANSWER
C"
Rare Words-310,Rare Words,D,D,"### ANSWER
D"
General Knowledge-80,General Knowledge,C,C,"### ANSWER
C"
General Knowledge-81,General Knowledge,C,C,"### ANSWER
C"
General Knowledge-82,General Knowledge,B,B,"### ANSWER
B"
General Knowledge-83,General Knowledge,C,C,"### ANSWER
C"
General Knowledge-84,General Knowledge,D,A,"### ANSWER
A"
General Knowledge-85,General Knowledge,C,C,"### ANSWER
C"
General Knowledge-86,General Knowledge,B,C,"### ANSWER
C"
General Knowledge-87,General Knowledge,C,C,"### ANSWER
C"
Reading Comprehension-284,Reading Comprehension,D,D,"The passage emphasizes that foreign-language signs are widespread while Hangul is undervalued in daily life, concluding that this is regrettable and implying we should use Hangul more.

### ANSWER
D"
Reading Comprehension-285,Reading Comprehension,C,C,"### ANSWER
C"
Reading Comprehension-286,Reading Comprehension,B,B,"### ANSWER
B"
Reading Comprehension-287,Reading Comprehension,D,D,"### ANSWER
D"
Reading Comprehension-288,Reading Comprehension,D,D,"줄넘기는 많이 하는 것보다 꾸준히 하는 것이 중요하다는 내용이므로 정답은 D이다.

### ANSWER
D"
Reading Comprehension-289,Reading Comprehension,B,B,"### ANSWER
B"
Reading Comprehension-290,Reading Comprehension,C,C,"### ANSWER
C"
Reading Comprehension-291,Reading Comprehension,A,A,"### ANSWER
A"
Rare Words-118,Rare Words,E,E,"### ANSWER
E"
Rare Words-119,Rare Words,B,B,"### ANSWER
B"
Rare Words-120,Rare Words,E,E,"### ANSWER
E"
Rare Words-121,Rare Words,A,A,"### ANSWER
A"
Rare Words-122,Rare Words,D,D,"### ANSWER
D"
Rare Words-123,Rare Words,B,B,"### ANSWER
B"
Rare Words-124,Rare Words,D,D,"### ANSWER
D"
Rare Words-125,Rare Words,E,E,"### ANSWER
E"
Standard Nomenclature-46,Standard Nomenclature,E,E,"### ANSWER
E"
Standard Nomenclature-47,Standard Nomenclature,D,D,"### ANSWER
D"
Standard Nomenclature-48,Standard Nomenclature,E,E,"### ANSWER
E"
Standard Nomenclature-49,Standard Nomenclature,E,E,"### ANSWER
E"
Standard Nomenclature-50,Standard Nomenclature,E,E,"### ANSWER
E"
Standard Nomenclature-51,Standard Nomenclature,A,A,"### ANSWER
A"
Standard Nomenclature-52,Standard Nomenclature,E,E,"### ANSWER
E"
Standard Nomenclature-53,Standard Nomenclature,A,A,"### ANSWER
A"
History-145,History,B,B,"### ANSWER
B"
History-146,History,D,D,"### ANSWER
D"
History-147,History,B,B,"### ANSWER
B"
History-148,History,E,E,"### ANSWER
E"
History-149,History,A,A,"### ANSWER
A"
History-150,History,A,A,"### ANSWER
A"
History-151,History,E,E,"### ANSWER
E"
History-152,History,E,E,"### ANSWER
E"
Reading Comprehension-123,Reading Comprehension,D,B,"### ANSWER
B"
Reading Comprehension-124,Reading Comprehension,B,B,"### ANSWER
B"
Reading Comprehension-125,Reading Comprehension,C,C,"### ANSWER
C"
Reading Comprehension-126,Reading Comprehension,B,B,"### ANSWER
B"
Reading Comprehension-127,Reading Comprehension,C,C,"### ANSWER
C"
Reading Comprehension-128,Reading Comprehension,D,D,"### ANSWER
D"
Reading Comprehension-129,Reading Comprehension,B,B,"### ANSWER
B"
Reading Comprehension-130,Reading Comprehension,C,C,"### ANSWER
C"
Loan Words-102,Loan Words,B,B,"### ANSWER
B"
Loan Words-103,Loan Words,C,C,"### ANSWER
C"
Loan Words-104,Loan Words,A,A,"### ANSWER
A"
Loan Words-105,Loan Words,A,A,"### ANSWER
A"
Loan Words-106,Loan Words,C,C,"### ANSWER
C"
