id,category,trial,answer,pred,response
PSAT_17_20,Law,0,A,A,"### ANSWER
A"
PSAT_17_21,Law,0,C,C,"### ANSWER
C"
PSAT_17_22,Law,0,D,D,"헌법 제33조 제3항은 주요방위산업체 근로자의 '단체행동권'을 제한할 수 있다고 규정하므로, 단체교섭권이라 한 D가 틀렸다. A, B, C는 각각 헌재 판례와 헌법 제23조 제3항, 제37조 제2항에 부합한다.

### ANSWER
D"
PSAT_17_23,Law,0,A,A,"선택지 A는 내용이 불완전하며, 나머지 B·C·D는 헌재가 합헌으로 판단한 사례들에 해당한다. A는 재판청구권 침해로 위헌이라는 결론을 제시하는데, 이는 헌재 결정 취지와 어긋나는 진술로 보인다. 따라서 옳지 않은 설명은 A이다.

### ANSWER
A"
PSAT_17_24,Law,0,D,D,"헌재는 유니온샵 조항(2/3 이상 대표 노조의 조직강제)이 근로자의 단결하지 않을 자유를 침해하지 않아 합헌이라고 결정했으므로, D는 틀린 설명이다. A, B, C는 모두 헌재 결정 취지에 부합한다.

### ANSWER
D"
PSAT_17_25,Law,0,B,B,"### ANSWER
B"
PSAT_18_1,Law,0,C,C,"### ANSWER
C"
PSAT_18_2,Law,0,A,A,"### ANSWER
A"
PSE_history_14_7,History,0,B,B,"### ANSWER
B"
PSE_history_14_8,History,0,D,D,"### ANSWER
D"
PSE_history_14_9,History,0,A,A,"고려는 당률을 기본으로 하되 실제 운용은 관습법과 고려 실정에 맞게 조정했다. 행정과 사법은 분리되지 않았고, 형벌은 태·장·도·유·사의 5형 체계였으며 실형주의가 기본이었다.

### ANSWER
A"
PSE_history_14_10,History,0,D,D,"향리는 과거 응시 등을 통해 양반으로 신분 상승이 가능했으므로, 그 길이 막혀 있었다는 설명은 옳지 않다. 남반·서리·하급 장교는 모두 중간계층에 해당한다.

### ANSWER
D"
PSE_history_14_11,History,0,C,C,"### ANSWER
C"
PSE_history_14_12,History,0,B,B,"### ANSWER
B"
PSE_history_14_13,History,0,A,A,"### ANSWER
A"
PSE_history_14_14,History,0,A,A,"### ANSWER
A"
KIIP_society_267,Society,0,D,D,"도시화로 인구가 집중되면서 좁은 토지에 많은 세대를 수용할 수 있는 고층 아파트가 급증했다.

### ANSWER
D"
KIIP_society_268,Society,0,D,D,"### ANSWER
D"
KIIP_society_269,Society,0,B,B,"B is the standard explanation: apartments in Korea are preferred for convenient transportation and various amenities/facilities.

### ANSWER
B"
KIIP_society_270,Society,0,B,B,"집값이 지나치게 높아 서민의 소득 대비 구입이 어렵다는 점이 대도시 주거난의 핵심 원인으로 지적된다.

### ANSWER
B"
KIIP_society_271,Society,0,A,A,"A

### ANSWER
A"
KIIP_society_272,Society,0,A,B,"공공임대주택 정책처럼 저소득층에게 시세보다 낮은 임대료로 거주를 지원하는 방식이 대표적인 정책이다.

### ANSWER
B"
KIIP_society_273,Society,0,D,D,"단기경매주택은 정부 주택 정책 명칭이 아니며, 나머지는 실제 공공주택 정책이다.

### ANSWER
D"
KIIP_society_274,Society,0,B,B,"### ANSWER
B"
TK_2016_41,Textual,0,A,A,"### ANSWER
A"
TK_2016_42,Textual,0,B,B,"### ANSWER
B"
TK_2016_43,Textual,0,A,A,"### ANSWER
A"
TK_2016_44,Textual,0,C,C,"### ANSWER
C"
TK_2016_45,Textual,0,C,C,"### ANSWER
C"
TK_2016_46,Textual,0,B,D,"본문은 정부 투자 결정으로 드론 산업이 본격화되어 대중화 시기가 앞당겨질 것이라 했으므로 D가 일치한다. 악용 방지 기술 투자는 아직 당부하는 내용이므로 A는 틀리고, 논란이 잠잠해졌다는 언급도 없다.

### ANSWER
D"
TK_2016_47,Textual,0,D,D,"Reasoning: The passage ends by urging cities to prepare creative business support measures suited to their own conditions, emphasizing local specificity in creating economic environments. That matches D.

### ANSWER
D"
TK_2016_48,Textual,0,D,D,"### ANSWER
D"
Kedu_14_17,Grammar,0,B,B,"### ANSWER
B"
Kedu_14_18,Grammar,0,D,D,"### ANSWER
D"
Kedu_14_19,Grammar,0,C,C,"### ANSWER
C"
Kedu_14_20,Grammar,0,B,B,"### ANSWER
B"
Kedu_14_21,Grammar,0,C,C,"객체 높임(드리다, 여쭈다, 뵙다)과 달리 '잡숫다'는 주체(할아버지)를 높이는 주체 높임 어휘이다.

### ANSWER
C"
Kedu_14_22,Grammar,0,D,D,"### ANSWER
D"
Kedu_14_23,Grammar,0,A,A,"### ANSWER
A"
Kedu_14_24,Grammar,0,D,D,"### ANSWER
D"
Kedu_tradition_23,Tradition,0,C,C,"설문대할망 전설은 제주도에만 전승되는 지역 특정 전설이며, 아기장수·장자못·오뉘힘내기 전설은 전국적으로 널리 분포하는 광포전설이다.

### ANSWER
C"
Kedu_tradition_24,Tradition,0,D,D,"동해안별신굿은 세습무(무당 집안 계승)가 주관하며 풍어제·골매기당제 등으로 불린다. 제주 '심방'은 성별 구분 없는 무당 호칭이고, 허주굿은 잡귀(허주)를 몰아내는 의식이며, 하회탈놀이는 마을 서낭제의의 일부로 행해졌다.

### ANSWER
D"
Kedu_tradition_25,Tradition,0,C,C,"판소리는 진양조~휘모리 등 다양한 장단을 활용하며, 아니리는 말로 하는 부분, 발림은 몸짓 연기다. 신재효는 여섯 바탕(변강쇠가 포함)으로 정리했으므로 ㄹ은 틀리다.

### ANSWER
C"
Kedu_tradition_26,Tradition,0,C,C,"### ANSWER
C"
Kedu_tradition_27,Tradition,0,D,D,"### ANSWER
D"
Kedu_tradition_28,Tradition,0,C,C,"처용가는 ""서울 밝은 달에…""(A), 처용 형상으로 재액을 물리친다는 내용(B), 헌강왕과 망해사 창건 기록(D)과 연결된다. C는 충담사의 「안민가」 내용으로 처용과 무관하다.

### ANSWER
C"
Kedu_tradition_29,Tradition,0,D,D,"### ANSWER
D"
Kedu_tradition_30,Tradition,0,A,A,"### ANSWER
A"
PSAT_18_3,Law,0,B,B,"### ANSWER
B"
PSAT_18_4,Law,0,C,C,"### ANSWER
C"
PSAT_18_5,Law,0,B,B,"### ANSWER
B"
PSAT_18_6,Law,0,C,C,"### ANSWER
C"
PSAT_18_7,Law,0,B,B,"### ANSWER
B"
PSAT_18_8,Law,0,A,A,"### ANSWER
A"
PSAT_18_10,Law,0,D,D,"헌법 제57조에 따라 국회는 정부의 동의 없이 지출예산 각항의 금액을 증액하거나 새 비목을 설치할 수 없다. A는 예비비는 총액으로 의결하고 지출은 차기 국회의 승인을 받아야 하므로 틀리고, B는 예산안 제출권이 정부에만 있으므로 틀리며, C는 준예산으로 전년도 예산에 준하여 집행하므로 틀리다.

### ANSWER
D"
PSAT_18_11,Law,0,C,C,"### ANSWER
C"
CSAT_geography_11_2,Geography,0,D,E,"### ANSWER
E"
CSAT_geography_11_3,Geography,0,A,E,"### ANSWER
E"
CSAT_geography_12_2,Geography,0,D,D,"### ANSWER
D"
CSAT_geography_13_2,Geography,0,A,A,"A는 저차 중심지인 읍·면이 중소 도시보다 배후지가 좁으므로 옳지 않다. 나머지는 중심지 이론에 부합한다.

### ANSWER
A"
CSAT_geography_15_2,Geography,0,B,B,"### ANSWER
B"
CSAT_geography_16_2,Geography,0,A,A,"### ANSWER
A"
CSAT_geography_16_3,Geography,0,D,D,"### ANSWER
D"
CSAT_geography_17_2,Geography,0,A,A,"### ANSWER
A"
KIIP_society_275,Society,0,A,A,"주택 정책(공공임대·공공분양 등)의 대표적 이점은 주변 시세보다 저렴하게 주택을 임대하거나 분양받을 수 있다는 점입니다. 임대료나 집값 자체를 직접 낮추거나 주택 수량 증가는 부수적 효과에 해당합니다.

### ANSWER
A"
KIIP_society_276,Society,0,A,A,"전입신고는 새로운 거주지로 이사한 사실을 관할 관청에 신고하여 주민등록부에 기록하는 것이다.

### ANSWER
A"
KIIP_society_277,Society,0,B,B,"주택임대차 계약서에 대해 공적으로 그 계약이 이루어진 날짜를 확인·증명해 주는 것이 확정일자이며, 이는 우선변제권 확보를 위한 기준이 됩니다.

### ANSWER
B"
KIIP_society_278,Society,0,C,C,"### ANSWER
C"
KIIP_society_279,Society,0,A,A,"손 없는 날은 손(귀신)이 없어 해가 없다는 날로, 이사나 개업 등 중요한 일을 하기에 좋은 날로 여겨진다.

### ANSWER
A"
KIIP_society_280,Society,0,B,B,"음력 끝자리 9, 0인 날에는 손(방해하는 귀신)이 하늘로 올라가 어느 방향에도 없다고 하여 이사·개업 등에 길일로 여긴다.

### ANSWER
B"
KIIP_society_281,Society,0,A,A,"### ANSWER
A"
KIIP_society_282,Society,0,B,B,"이사할 때 짐이 많고 시간이 부족하면 포장부터 운반, 정리까지 대신 해주는 포장이사 서비스가 편리하다.

### ANSWER
B"
KIIP_society_9,Society,0,A,A,"### ANSWER
A"
KIIP_society_10,Society,0,B,B,"대한민국의 국가는 ""애국가""이다.

### ANSWER
B"
KIIP_society_11,Society,0,C,C,"애국가는 4절로 구성되어 있으며, 각 절 뒤에 후렴이 붙는다.

### ANSWER
C"
KIIP_society_12,Society,0,C,C,"국기에 대한 경례, 즉 태극기에 경례한다.

### ANSWER
C"
KIIP_society_13,Society,0,C,C,"### ANSWER
C"
KIIP_society_14,Society,0,B,B,"### ANSWER
B"
KIIP_society_15,Society,0,B,B,"애국가의 가사는 19세기 말~20세기 초(대한제국 시기)에 만들어져 사용되기 시작했으므로 약 100년 전으로 보는 것이 적절하다.

### ANSWER
B"
KIIP_society_16,Society,0,B,B,"애국가(愛國歌)는 '나라를 사랑하는 노래'라는 뜻입니다.

### ANSWER
B"
TK_2016_49,Textual,0,A,A,"### ANSWER
A"
TK_2017_5,Textual,0,B,B,"### ANSWER
B"
TK_2017_6,Textual,0,B,B,"### ANSWER
B"
TK_2017_7,Textual,0,A,A,"### ANSWER
A"
TK_2017_8,Textual,0,B,B,"### ANSWER
B"
TK_2017_9,Textual,0,A,A,"### ANSWER
A"
TK_2017_10,Textual,0,A,A,"### ANSWER
A"
TK_2017_11,Textual,0,B,B,"Passage says those who watch alone can focus on the performance without worrying about companions — matches B.

### ANSWER
B"
PSE_history_14_15,History,0,B,B,"### ANSWER
B"
PSE_history_14_16,History,0,A,A,"정약전은 1801년 신유사옥(신유박해) 때 흑산도로 유배되어 『자산어보』를 저술했다. 기해사옥은 1839년의 일이므로 시기가 맞지 않는다. 나머지 안정복의 『천학문답』, 윤지충의 진산사건(1791), 황사영 백서 사건은 모두 옳다.

### ANSWER
A"
PSE_history_14_17,History,0,C,C,"### ANSWER
C"
PSE_history_14_18,History,0,D,D,"3·1운동에 관한 내용이며, 파리강화회의에는 신규식이 아니라 김규식이 대표로 파견되었다. 또한 이는 3·1운동 이전(1919년 초) 신한청년당 파견이므로 시기적으로도 맞지 않다.

### ANSWER
D"
PSE_history_14_19,History,0,D,D,"4.19 혁명 후 허정 과도 정부가 수립되고 내각 책임제와 양원제를 핵심으로 한 개헌이 이루어져 제2공화국이 출범했다. A와 B는 1948~50년의 일이며, C는 혁명 후 통일 논의가 활발했으므로 틀리다.

### ANSWER
D"
PSE_history_15_1,History,0,D,D,"향·부곡·소의 주민은 일반 군현민보다 더 많은 조세와 역의 부담을 졌으며 신분적으로 차별받았으므로 D가 옳지 않다. 이의민은 천민 출신으로 최고 권력자가 되었고, 외거노비는 재산 축적이 가능했으며, 향리 자제는 과거를 통해 신분 상승이 가능했다.

### ANSWER
D"
PSE_history_15_2,History,0,D,D,"D는 조선 후기(17세기 이후) 향촌 지배 방식으로, 전기 사림은 소학 보급·향사례·향음주례·향회 등을 통해 향촌을 주도했다.

### ANSWER
D"
PSE_history_15_3,History,0,B,B,"공음전은 고려 시대 5품 이상 관료에게 지급된 세습 토지로, 조선의 과전법과는 무관한 제도이다. 나머지는 과전법과 그 변화(수신전·휼양전, 직전법, 관수관급제)에 대한 옳은 설명이다.

### ANSWER
B"
TK_2017_12,Textual,0,A,A,"Cats and dogs are famously at odds (가), the reason being different interpretations of expressions (라), example of dog raising paw meaning play (나), and the cat misreading it as attack (다).

### ANSWER
A"
TK_2017_13,Textual,0,B,B,"### ANSWER
B"
TK_2017_14,Textual,0,C,C,"### ANSWER
C"
TK_2017_15,Textual,0,B,B,"### ANSWER
B"
TK_2017_16,Textual,0,B,B,"### ANSWER
B"
TK_2017_17,Textual,0,C,C,"### ANSWER
C"
TK_2017_18,Textual,0,B,B,"### ANSWER
B"
TK_2017_19,Textual,0,A,A,"### ANSWER
A"
Kedu_14_25,Grammar,0,A,A,"### ANSWER
A"
Kedu_14_26,Grammar,0,D,D,"ㅎ 불규칙 활용(커다랗다 → 커다래)은 어간의 ㅎ이 탈락하고 어미도 함께 바뀌는, 어간과 어미가 모두 변하는 불규칙이다. 흐르다는 르 불규칙(어간만), 일컫다는 ㄷ 불규칙(어간만), 푸르다는 러 불규칙(어미만)이다.

### ANSWER
D"
Kedu_14_27,Grammar,0,C,C,"첫 문장의 ‘오늘은’은 조사 ‘은’이 붙은 명사이고, 두 번째 ‘오늘 할 일’의 ‘오늘’은 부사적으로 쓰인 것이므로 설명이 뒤바뀌었습니다. 나머지 ㄱ, ㄴ, ㄹ의 설명은 옳습니다.

### ANSWER
C"
Kedu_14_28,Grammar,0,A,A,"ㄱ의 '-어 있다'는 결과 상태의 지속을 나타내는 완료상이며, '-었-'은 과거 시제이다. ㄴ은 현재 시제, ㄷ은 진행상, ㄹ은 과거 진행이므로 모두 틀렸다.

### ANSWER
A"
Kedu_14_29,Grammar,0,C,C,"### ANSWER
C"
Kedu_14_30,Grammar,0,D,D,"### ANSWER
D"
Kedu_14_31,Grammar,0,C,C,"### ANSWER
C"
Kedu_14_32,Grammar,0,C,C,"### ANSWER
C"
KIIP_society_17,Society,0,C,C,"국가 행사에서는 국민의례로 국기에 대한 경례를 한다.

### ANSWER
C"
KIIP_society_18,Society,0,A,A,"국기에 대한 맹세문은 ""조국과 민족의 무궁한 영광을 위하여 충성을 다할 것을 굳게 맹세합니다""이므로 '무궁한 영광'이 정답이다.

### ANSWER
A"
KIIP_society_19,Society,0,A,A,"애국가는 4절까지 있으나, 중요한 국가 행사가 아닌 일반적인 경우에는 보통 1절만 부른다.

### ANSWER
A"
KIIP_society_20,Society,0,A,A,"Aegukga's composer is Ahn Eak-tai (안익태), who wrote the Korea Fantasy; the others are poets/writers.

### ANSWER
A"
KIIP_society_21,Society,0,A,A,"### ANSWER
A"
KIIP_society_22,Society,0,A,A,"### ANSWER
A"
KIIP_society_23,Society,0,B,B,"### ANSWER
B"
KIIP_society_24,Society,0,C,C,"### ANSWER
C"
Kedu_tradition_31,Tradition,0,C,C,"백로(9월)→추분→한로→상강 순서가 24절기 배열과 일치한다. A는 처서가 백로보다 앞서고, B는 곡우가 망종보다 앞서며, D도 순서가 어긋난다.

### ANSWER
C"
Kedu_tradition_32,Tradition,0,A,A,"연길은 신부 측에서 혼인 날짜를 택하여 택일단자를 신랑 집으로 보내는 절차이므로, 신랑 집에서 신부 집으로 보낸다는 설명은 방향이 뒤바뀐 것이다. 초행, 동상례, 신행의 설명은 모두 옳다.

### ANSWER
A"
Kedu_tradition_33,Tradition,0,B,A,"### ANSWER
A"
Kedu_tradition_34,Tradition,0,A,B,"### ANSWER
B"
Kedu_tradition_35,Tradition,0,A,B,"### ANSWER
B"
Kedu_tradition_36,Tradition,0,C,C,"### ANSWER
C"
Kedu_tradition_37,Tradition,0,A,A,"누마루는 다락처럼 높게 설치하여 지면의 습기를 피하고 통풍이 잘 되게 한 마루로, 주로 사랑채 가장자리에 위치합니다.

### ANSWER
A"
Kedu_tradition_38,Tradition,0,B,B,"### ANSWER
B"
TK_2017_20,Textual,0,D,D,"맥락상 학교생활을 소홀히 하면서 분별없이 연예인만 쫓아다닌다는 의미이므로, '앞뒤를 가리지 않고'가 알맞다.

### ANSWER
D"
TK_2017_21,Textual,0,D,D,"### ANSWER
D"
TK_2017_22,Textual,0,C,C,"### ANSWER
C"
TK_2017_23,Textual,0,B,B,"### ANSWER
B"
TK_2017_24,Textual,0,A,A,"### ANSWER
A"
TK_2017_25,Textual,0,C,C,"### ANSWER
C"
TK_2017_26,Textual,0,D,D,"D — The headline says drama music captivates viewers and boosts ratings.

### ANSWER
D"
TK_2017_27,Textual,0,C,C,"### ANSWER
C"
PSAT_18_12,Law,0,B,B,"### ANSWER
B"
PSAT_18_13,Law,0,C,C,"C는 대법관 경력자와 헌법재판관 경력자 모두 상호 임명이 가능하므로 틀린 설명이다. A, B, D는 헌법 규정(제104조, 제111조, 제105조, 제112조)에 부합한다.

### ANSWER
C"
PSAT_18_14,Law,0,A,A,"### ANSWER
A"
PSAT_18_15,Law,0,D,D,"언론중재법상 반론보도청구권은 보도내용의 진실 여부와 무관하게 사실적 주장에 관한 보도로 피해를 입은 자가 행사할 수 있으므로, 진실한 보도라도 반론보도 청구가 가능하다. 따라서 D가 옳지 않다. A, B, C는 모두 판례의 입장과 일치한다.

### ANSWER
D"
PSAT_18_16,Law,0,A,A,"### ANSWER
A"
PSAT_18_17,Law,0,D,D,"### ANSWER
D"
PSAT_18_18,Law,0,C,C,"### ANSWER
C"
PSAT_18_19,Law,0,B,B,"### ANSWER
B"
KIIP_society_283,Society,0,C,D,"### ANSWER
D"
KIIP_society_284,Society,0,A,A,"Korea's main housing occupancy forms are ownership (자가), jeonse (lump-sum deposit lease), and monthly rent (월세); 반전세 is a hybrid variant, not a primary category.

### ANSWER
A"
Kedu_Society_1,Society,0,B,B,"### ANSWER
B"
Kedu_Society_2,Society,0,D,D,"### ANSWER
D"
Kedu_Society_3,Society,0,A,D,"### ANSWER
D"
Kedu_Society_4,Society,0,D,B,"### ANSWER
B"
Kedu_Society_5,Society,0,B,B,"### ANSWER
B"
Kedu_Society_6,Society,0,A,A,"### ANSWER
A"
PSE_history_15_4,History,0,B,B,"### ANSWER
B"
PSE_history_15_5,History,0,C,C,"신석기 시대 설명이며, 사유재산·환호·다목적 집자리는 청동기 시대 특징이다. 신석기 유적에서 흑요석이 출토되어 원거리 교역이 있었음을 알 수 있다.

### ANSWER
C"
PSE_history_15_6,History,0,C,C,"환국(換局)정치는 숙종 대(조선 후기)의 현상으로, 조선 전기 중앙 정치 설명으로 부적절하다. 붕당 형성, 삼사의 견제 기능, 인사 행정 제도의 정비는 조선 전기 정치 특징에 해당한다.

### ANSWER
C"
PSE_history_15_7,History,0,C,C,"### ANSWER
C"
PSE_history_15_8,History,0,A,A,"원효는 일심 사상으로 화쟁을 시도했고, 의상은 화엄 사상을 정립했다. 원효는 아미타(정토) 신앙을 전파하여 불교 대중화에 기여했으며, 미륵 신앙 전파는 그의 활동으로 보기 어렵다. 무애가 유포는 원효, 관음·아미타 신앙 수용과 도성 정비 반대 조언은 의상의 사실에 해당한다.

### ANSWER
A"
PSE_history_15_9,History,0,C,C,"### ANSWER
C"
PSE_history_15_10,History,0,C,C,"C: 5소경의 장관은 사신(仕臣)이며, 도독은 주(州)의 장관이므로 틀린 설명이다. 9주 5소경은 신문왕 때 정비되었고, 외사정은 주에 파견된 감찰관이며, 향·부곡은 특수 행정구역으로 존재했다.

### ANSWER
C"
PSE_history_15_11,History,0,A,A,"광학보(光學寶)는 고려 태조가 설치한 불교 승려의 장학·불법 학습을 위한 재단으로, 농민 자제의 과거 준비 기금이 아니다. 나머지는 모두 고려의 권농 정책에 해당한다.

### ANSWER
A"
KIIP_society_25,Society,0,D,D,"### ANSWER
D"
KIIP_society_26,Society,0,D,D,"### ANSWER
D"
KIIP_society_27,Society,0,D,D,"### ANSWER
D"
KIIP_society_28,Society,0,C,C,"### ANSWER
C"
KIIP_society_29,Society,0,C,C,"무궁화는 한국의 국화로서 나라를 상징하는 꽃이다.

### ANSWER
C"
KIIP_society_30,Society,0,A,A,"### ANSWER
A"
KIIP_society_31,Society,0,D,D,"### ANSWER
D"
KIIP_society_32,Society,0,C,C,"무궁화 꽃이 활짝 핀 모양(꽃 문양)은 대한민국 정부를 상징하는 표장으로 사용되고 있다. 국기는 태극기, 국가는 애국가이다.

### ANSWER
C"
TK_2017_28,Textual,0,B,B,"### ANSWER
B"
TK_2017_29,Textual,0,C,C,"### ANSWER
C"
TK_2017_30,Textual,0,D,D,"### ANSWER
D"
TK_2017_31,Textual,0,A,A,"### ANSWER
A"
TK_2017_32,Textual,0,C,C,"### ANSWER
C"
TK_2017_33,Textual,0,D,D,"### ANSWER
D"
TK_2017_34,Textual,0,D,D,"### ANSWER
D"
TK_2017_35,Textual,0,B,B,"The passage focuses on the leader bird needing experience to find optimal routes and judgment to handle crises.

### ANSWER
B"
Kedu_Society_7,Society,0,B,B,"### ANSWER
B"
Kedu_Society_8,Society,0,D,D,"### ANSWER
D"
Kedu_Society_9,Society,0,A,A,"### ANSWER
A"
Kedu_Society_10,Society,0,C,C,"C: 조선 태조가 1394년 한양으로 천도했으므로 정도 600년은 1994년이다.

### ANSWER
C"
Kedu_Society_11,Society,0,D,D,"### ANSWER
D"
Kedu_Society_12,Society,0,D,C,"기초노령연금법은 2007년 제정되었으나 2014년 기초연금법으로 대체되어 폐지되었으므로 ""현재 시행되고 있다""는 설명은 옳지 않다. 나머지 재정 부담 증가, 노인 빈곤·소외·자살 등의 문제는 고령화의 실제 결과로 옳은 내용이다.

### ANSWER
C"
Kedu_Society_13,Society,0,A,A,"### ANSWER
A"
Kedu_Society_14,Society,0,D,D,"재택근무제는 오히려 육아와 일의 병행을 돕는 제도로, 저출산의 원인과는 관련이 적다. 반면 개인주의 확산, 과도한 양육비, 맞벌이 증가는 출산 기피 요인으로 자주 거론된다.

### ANSWER
D"
Kedu_tradition_39,Tradition,0,D,D,"박첨지놀음에는 상좌중이 피조리(여인들)와 어울려 춤추는 장면이 있어 파계승을 풍자한다. 대잡이는 인형을 조종하는 사람이고, 반주자는 산받이·잽이이며, 고정된 대본 없이 구전되었고 유네스코 기록유산이 아니다.

### ANSWER
D"
Kedu_tradition_40,Tradition,0,D,D,"하례(賀禮)는 축하하는 예로 경사와 관련되며, 부의·근조·추모는 모두 상례·죽음과 관련된 표현이다.

### ANSWER
D"
Kedu_tradition_41,Tradition,0,A,A,"판소리 장단은 느린 진양조에서 중모리, 중중모리, 자진모리, 휘모리로 점차 빨라진다. 목을 풀기 위한 노래는 단가(허두가)이며, 발림은 창자가, 추임새는 고수가 하고, 콩쥐팥쥐는 판소리 12마당에 없다.

### ANSWER
A"
Kedu_tradition_42,Tradition,0,B,B,"### ANSWER
B"
Kedu_tradition_43,Tradition,0,A,A,"### ANSWER
A"
Kedu_tradition_44,Tradition,0,B,B,"### ANSWER
B"
Kedu_tradition_45,Tradition,0,D,D,"### ANSWER
D"
Kedu_tradition_46,Tradition,0,B,B,"### ANSWER
B"
KIIP_society_33,Society,0,D,D,"### ANSWER
D"
KIIP_society_34,Society,0,B,B,"### ANSWER
B"
KIIP_society_35,Society,0,B,B,"### ANSWER
B"
KIIP_society_36,Society,0,C,C,"천지인(하늘·땅·사람) 삼재를 본떠 모음을 만들었다.

### ANSWER
C"
KIIP_society_37,Society,0,C,C,"한글 기본 자음은 14개, 기본 모음은 10개로 총 24개입니다.

### ANSWER
C"
KIIP_society_38,Society,0,B,B,"### ANSWER
B"
KIIP_society_39,Society,0,A,A,"UNESCO created the King Sejong Literacy Prize (세종대왕 문해상) in 1989 to honor the achievement of Hangeul and promote literacy worldwide.

### ANSWER
A"
KIIP_society_40,Society,0,A,A,"천지인은 하늘(ㆍ), 땅(ㅡ), 사람(ㅣ) 세 요소를 조합해 한글 모음을 만들고 자음을 구성하는 대표적인 휴대폰 한글 입력 자판입니다.

### ANSWER
A"
TK_2017_36,Textual,0,C,C,"### ANSWER
C"
TK_2017_37,Textual,0,A,A,"### ANSWER
A"
TK_2017_38,Textual,0,D,D,"### ANSWER
D"
TK_2017_39,Textual,0,D,D,"The <보기> sentence is a concluding interpretation (""작가는 …담고 싶었던 것이다""), which summarizes the writer's intent, so it best fits at the end of the passage after the supporting details are presented.

### ANSWER
D"
TK_2017_40,Textual,0,C,C,"### ANSWER
C"
TK_2017_41,Textual,0,C,C,"### ANSWER
C"
TK_2017_42,Textual,0,A,A,"### ANSWER
A"
TK_2017_43,Textual,0,C,C,"Universal design considers diverse groups so everyone can live without discrimination — that's the main theme.

### ANSWER
C"
PSE_history_15_12,History,0,D,D,"### ANSWER
D"
PSE_history_15_13,History,0,D,D,"### ANSWER
D"
PSE_history_15_14,History,0,B,B,"### ANSWER
B"
PSE_history_15_15,History,0,B,B,"### ANSWER
B"
PSE_history_15_16,History,0,D,D,"균역법(양역 1필 감축)은 영조 대의 정책이며, 영조는 붕당의 시비를 가리지 않고 붕당 자체를 없애자는 논리에 동조하는 관료들을 등용하여 완론탕평을 추진했다.

### ANSWER
D"
PSE_history_15_17,History,0,A,A,"중인(의관·역관 등 기술직 중인)의 통청운동에 해당한다.

### ANSWER
A"
PSE_history_15_18,History,0,C,C,"건준위는 1945년 8월 광복 직후 조직되어 (나)의 독립촉성중앙협의회 발족(1945년 10월)보다 앞선다. 좌우합작 7원칙(1946), 김구의 글(1948.2), 유엔 총회 결의(1947.11)는 모두 (나)와 (라) 사이에 해당한다.

### ANSWER
C"
PSE_history_16_1,History,0,C,C,"삼국사기(가)는 유교적 합리주의·신라 계승의식, 삼국유사(나)는 단군신화 수록으로 민족적 자주의식을 고양했습니다.

### ANSWER
C"
CSAT_geography_17_3,Geography,0,C,C,"### ANSWER
C"
CSAT_geography_18_2,Geography,0,C,C,"### ANSWER
C"
CSAT_geography_19_2,Geography,0,A,A,"### ANSWER
A"
CSAT_geography_19_3,Geography,0,C,C,"### ANSWER
C"
CSAT_geography_20_2,Geography,0,D,D,"### ANSWER
D"
CSAT_geography_21_2,Geography,0,B,B,"### ANSWER
B"
CSAT_geography_22_2,Geography,0,D,C,"### ANSWER
C"
CSAT_geography_22_3,Geography,0,C,C,"### ANSWER
C"
PSAT_18_20,Law,0,C,C,"### ANSWER
C"
PSAT_18_21,Law,0,D,D,"### ANSWER
D"
PSAT_18_22,Law,0,C,C,"### ANSWER
C"
PSAT_18_23,Law,0,B,B,"B는 순서가 뒤바뀐 설명입니다. 헌법상 행정각부의 장이 국무위원 중에서 국무총리의 제청으로 대통령이 임명되는 것이며, 국무위원은 국무총리의 제청으로 대통령이 임명합니다. A는 국무총리가 국무회의 부의장이며 국무위원은 아니라는 점에서 옳고, C·D도 헌법 규정에 부합합니다.

### ANSWER
B"
PSAT_18_24,Law,0,A,A,"국회법 제15조에 따라 의장·부의장은 무기명투표로 재적의원 과반수의 득표로 당선되므로, ""재적의원 과반수 출석과 출석의원 과반수 득표""라는 A의 서술은 틀렸다. 나머지는 국회법의 수정동의(30인, 예산안 50인), 표결방법(재적 1/5 이상 요구), 회의 비공개(의원 10인 이상 연서 동의) 규정과 일치한다.

### ANSWER
A"
PSAT_18_25,Law,0,B,B,"B는 헌법 제114조 제6항의 ""법률에 저촉되지 아니하는 범위 안에서 내부규율에 관한 규칙 제정""을 ""법령에 저촉되지 아니하는 범위""로 잘못 서술하고 있다. A(4종의 위원회), C(국회의원선거구획정위원회의 독립적 지위), D(위원장의 표결권 및 가부동수 시 결정권)는 모두 옳다.

### ANSWER
B"
PSAT_19_1,Law,0,D,D,"### ANSWER
D"
PSAT_19_2,Law,0,C,C,"### ANSWER
C"
KIIP_society_41,Society,0,B,B,"### ANSWER
B"
KIIP_society_42,Society,0,A,A,"### ANSWER
A"
KIIP_society_43,Society,0,A,A,"한글 창제는 문자 보급과 지식 확산을 통해 문학·기록문화 등 전반적인 문화 발전을 이끌었다.

### ANSWER
A"
KIIP_society_44,Society,0,C,C,"초혼 연령이 지속적으로 상승하는 추세입니다.

### ANSWER
C"
KIIP_society_45,Society,0,B,A,"1980년대 한국의 합계출산율은 약 1.6~2.8명 수준으로 급격히 감소했고, 가족계획 정책(""하나만 낳아 잘 기르자"")의 영향으로 대부분 1~2명의 자녀를 두었다.

### ANSWER
A"
